Date ,Time ,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Ozone (ppm),Nitric Oxide (NO) (ppm),Nitrogen Dioxide (NO2) (ppm),Total Oxides of Nitrogen (NOx) (ppm)
23/09/2012,10:00,292,0.8,81.5,1,0.041,0,0.001,0.001
23/09/2012,11:00,300,0.9,74.3,1,0.041,0,0.001,0.001
23/09/2012,12:00,320,1,66.6,0.8,0.042,0.001,0.001,0.001
23/09/2012,13:00,348,1.1,61.2,0.8,0.041,0,0.001,0.001
23/09/2012,14:00,49,0.9,86.3,1.1,0.041,0,0.001,0.001
23/09/2012,15:00,90,1.8,34,0.7,0.042,0.001,0.001,0.002
23/09/2012,16:00,107,1.8,24.7,0.7,0.041,0.001,0.004,0.004
23/09/2012,17:00,45,3.7,16,1.5,0.048,0.001,0.008,0.009
23/09/2012,18:00,50,3.5,11.9,1,0.04,0,0.008,0.008
23/09/2012,19:00,65,2.2,17.3,0.8,0.035,0,0.007,0.007
23/09/2012,20:00,131,1.4,37.9,0.4,0.033,0.001,0.009,0.009
23/09/2012,21:00,178,2.2,11.8,0.4,0.036,0,0.004,0.004
23/09/2012,22:00,164,1.9,11.9,0.5,0.032,0,0.003,0.003
23/09/2012,23:00,197,1.5,24.2,0.3,0.03,0,0.004,0.004
24/09/2012,0:00,208,1.5,25.2,0.6,,,,
24/09/2012,1:00,200,0.7,57.5,0.6,0.019,0.001,0.005,0.006
24/09/2012,2:00,39,0.2,108.5,0.5,0.011,0.002,0.004,0.006
24/09/2012,3:00,145,0.9,45.5,0.6,0.005,0.003,0.01,0.013
24/09/2012,4:00,150,1.6,10.2,0.3,0.007,0.002,0.009,0.011
24/09/2012,5:00,193,1.1,29.6,0.4,0.015,0.001,0.003,0.004
24/09/2012,6:00,250,0.8,75.6,0.6,0.014,0.001,0.007,0.008
24/09/2012,7:00,296,1,27.9,1,0.028,0,0.002,0.002
24/09/2012,8:00,292,0.7,54.1,0.5,0.028,0,0.001,0.001
24/09/2012,9:00,26,1,152.1,0.6,0.027,0.001,0.001,0.002
24/09/2012,10:00,4,1.2,168.6,0.6,0.036,0.001,0.002,0.003
24/09/2012,11:00,4,1.5,171.3,0.9,0.048,0.001,0.003,0.003
24/09/2012,12:00,338,3.3,24.8,1.4,0.055,0,0.003,0.003
24/09/2012,13:00,345,3.8,13,1.1,0.049,0,0.001,0.001
24/09/2012,14:00,302,4.9,27.4,2,0.049,0,0.001,0.001
24/09/2012,15:00,286,1.3,56.4,0.9,0.045,0,0.002,0.002
24/09/2012,16:00,135,1,105.6,1.3,0.029,0.001,0.007,0.008
24/09/2012,17:00,168,0.7,56.9,0.5,0.03,0.001,0.007,0.008
24/09/2012,18:00,171,1.5,27.4,0.6,0.027,0.002,0.008,0.01
24/09/2012,19:00,123,0.3,93,0.4,0.02,0.002,0.009,0.011
24/09/2012,20:00,249,1.7,27.9,0.7,0.019,0.001,0.007,0.007
24/09/2012,21:00,203,1.4,39.7,0.5,0.023,0.001,0.004,0.005
24/09/2012,22:00,130,2.1,14.3,0.5,0.007,0.003,0.013,0.016
24/09/2012,23:00,68,0.3,95.5,0.5,0.014,0.001,0.008,0.009
25/09/2012,0:00,153,0.5,94.4,0.8,,,,
25/09/2012,1:00,177,2.1,21,0.7,0.011,0.001,0.006,0.007
25/09/2012,2:00,180,2.9,12.8,0.8,0.017,0,0.004,0.004
25/09/2012,3:00,178,2.2,12,0.5,0.022,0,0.002,0.002
25/09/2012,4:00,163,2.9,7.8,0.4,0.019,0.001,0.003,0.004
25/09/2012,5:00,161,2.9,7.7,0.4,0.019,0.001,0.007,0.008
25/09/2012,6:00,163,3.3,7.6,0.6,0.022,0.002,0.006,0.008
25/09/2012,7:00,153,4.1,9.2,1,0.029,0.001,0.003,0.004
25/09/2012,8:00,144,3.3,14.9,0.9,0.034,0.001,0.001,0.002
25/09/2012,9:00,135,2.7,23.5,1,0.036,0.001,0.001,0.002
25/09/2012,10:00,146,2.2,28,0.9,0.037,0.001,0.001,0.002
25/09/2012,11:00,144,2,36.7,1,0.038,0.001,0.001,0.002
25/09/2012,12:00,65,1.8,52,1,0.038,0.001,0.002,0.002
25/09/2012,13:00,66,2.3,32.4,1,0.039,0.001,0.002,0.003
25/09/2012,14:00,40,3.4,20.5,1.2,0.046,0.001,0.003,0.004
25/09/2012,15:00,62,4.3,18.9,1.4,0.044,0.001,0.004,0.005
25/09/2012,16:00,72,5.2,14.4,1.4,0.037,0.001,0.004,0.005
25/09/2012,17:00,68,4.5,13,1.3,0.035,0.001,0.003,0.004
25/09/2012,18:00,64,3.1,13.4,0.8,0.031,0.001,0.004,0.005
25/09/2012,19:00,81,2.5,14.1,0.7,0.028,0.001,0.005,0.006
25/09/2012,20:00,96,2.9,10.2,0.7,0.027,0.002,0.004,0.006
25/09/2012,21:00,105,2,17.5,0.5,0.024,0.002,0.007,0.009
25/09/2012,22:00,148,1.9,8.3,0.5,0.024,0.001,0.008,0.009
25/09/2012,23:00,209,1.2,34.6,0.5,0.028,0,0.003,0.003
26/09/2012,0:00,158,1.5,22.8,0.4,,,,
26/09/2012,1:00,176,2,13.5,0.7,0.021,0,0.004,0.004
26/09/2012,2:00,174,2.3,12.1,0.5,0.02,0,0.003,0.003
26/09/2012,3:00,177,2.4,13.6,0.7,0.021,0,0.003,0.003
26/09/2012,4:00,168,2.1,20.9,0.4,0.019,0.002,0.005,0.006
26/09/2012,5:00,181,2.2,16.1,0.5,0.022,0.001,0.004,0.005
26/09/2012,6:00,184,1.9,14.2,0.5,0.022,0.001,0.002,0.003
26/09/2012,7:00,189,1.5,18.7,0.4,0.023,0.001,0.003,0.004
26/09/2012,8:00,118,1.9,33.5,0.8,0.028,0.001,0.002,0.003
26/09/2012,9:00,72,2.6,31.9,1.1,0.031,0.001,0.002,0.003
26/09/2012,10:00,68,2.2,29.1,0.9,0.033,0.001,0.001,0.002
26/09/2012,11:00,23,1.1,64.3,0.7,0.034,0.001,0.001,0.002
26/09/2012,12:00,36,2.1,159.4,0.9,0.037,0.002,0.002,0.004
26/09/2012,13:00,74,2.7,24.7,0.9,0.037,0.001,0.002,0.003
26/09/2012,14:00,45,2.7,22,0.9,0.037,0.001,0.003,0.004
26/09/2012,15:00,40,3.2,20.4,1.1,0.038,0.001,0.002,0.003
26/09/2012,16:00,45,3.3,18.3,0.9,0.037,0.001,0.003,0.004
26/09/2012,17:00,60,3.2,13.2,0.9,0.03,0.002,0.005,0.006
26/09/2012,18:00,58,2.6,12.3,0.7,0.027,0.001,0.005,0.006
26/09/2012,19:00,54,1.7,12.5,0.5,0.025,0.001,0.007,0.008
26/09/2012,20:00,58,1.2,24.9,0.4,0.024,0.001,0.007,0.008
26/09/2012,21:00,169,1.8,13.2,0.5,0.024,0,0.006,0.006
26/09/2012,22:00,185,2,11.4,0.4,0.024,0,0.004,0.004
26/09/2012,23:00,195,2.2,11.6,0.3,0.023,0,0.005,0.005
27/09/2012,0:00,180,1.8,15.4,0.3,,,,
27/09/2012,1:00,187,1.6,14.9,0.3,0.021,0,0.004,0.004
27/09/2012,2:00,175,1.4,14.3,0.3,0.017,0.001,0.005,0.005
27/09/2012,3:00,179,1.1,39.7,0.6,0.014,0.001,0.006,0.007
27/09/2012,4:00,53,0.1,139,0.3,0.005,0.004,0.01,0.013
27/09/2012,5:00,325,0.3,102.3,0.4,0.006,0.003,0.01,0.013
27/09/2012,6:00,261,0.7,41.7,0.3,0.014,0.001,0.004,0.005
27/09/2012,7:00,132,0.9,55.8,0.7,0.017,0.003,0.003,0.006
27/09/2012,8:00,53,0.3,122.6,0.7,0.029,0.001,0.003,0.004
27/09/2012,9:00,2,1.4,173.3,0.8,0.033,0.001,0.001,0.002
27/09/2012,10:00,8,1.5,47.1,0.9,0.036,0.001,0.002,0.003
27/09/2012,11:00,343,1,77,0.9,0.04,0.001,0.002,0.003
27/09/2012,12:00,355,0.6,108.2,0.9,0.046,0.001,0.002,0.003
27/09/2012,13:00,42,1.1,150.7,0.9,0.048,0.001,0.002,0.003
27/09/2012,14:00,93,0.7,76,0.8,0.047,0,0.002,0.002
27/09/2012,15:00,52,1.9,45.3,0.9,0.051,0.001,0.003,0.004
27/09/2012,16:00,41,3.5,15.4,1.8,0.046,0.001,0.006,0.007
27/09/2012,17:00,45,4.1,12.6,1.2,0.036,0.001,0.007,0.008
27/09/2012,18:00,49,3.4,12.4,1,0.03,0.001,0.007,0.008
27/09/2012,19:00,64,2.6,14.7,0.7,0.024,0.001,0.008,0.009
27/09/2012,20:00,111,1.5,22.6,0.5,0.018,0.002,0.012,0.014
27/09/2012,21:00,131,2,9.7,0.3,0.014,0.003,0.014,0.017
27/09/2012,22:00,157,2.1,6.2,0.3,0.019,0.001,0.008,0.008
27/09/2012,23:00,180,1.2,27.5,0.3,0.021,0,0.006,0.006
28/09/2012,0:00,222,1.7,6.4,0.3,,,,
28/09/2012,1:00,203,1,36.5,0.5,0.021,0,0.004,0.004
28/09/2012,2:00,131,0.6,48.3,0.4,0.013,0.001,0.008,0.009
28/09/2012,3:00,165,1.2,34.5,0.3,0.007,0.004,0.01,0.014
28/09/2012,4:00,242,0.7,35.5,0.3,0.012,0.002,0.006,0.008
28/09/2012,5:00,161,0.7,31.5,0.4,0.008,0.011,0.01,0.021
28/09/2012,6:00,163,0.6,40,0.4,0.005,0.01,0.01,0.02
28/09/2012,7:00,52,0.2,94.2,0.3,0.007,0.011,0.009,0.019
28/09/2012,8:00,335,1.7,33.4,0.9,0.025,0.002,0.003,0.004
28/09/2012,9:00,337,2.5,27,1,0.03,0.001,0.002,0.002
28/09/2012,10:00,339,3.2,25.7,1.2,0.034,0,0.001,0.001
28/09/2012,11:00,347,2.7,30.9,1.1,0.035,0,0.001,0.001
28/09/2012,12:00,343,1.9,49.2,1.1,0.035,0,0.001,0.001
28/09/2012,13:00,347,2.2,38.1,1.2,0.036,0,0.001,0.001
28/09/2012,14:00,326,2.3,37.2,1.3,0.039,0.001,0.001,0.001
28/09/2012,15:00,41,3.2,29.4,1,0.047,0.001,0.003,0.004
28/09/2012,16:00,49,4.1,14.1,1.2,0.037,0.001,0.006,0.007
28/09/2012,17:00,48,4.2,11.1,1.1,0.028,0.001,0.007,0.008
28/09/2012,18:00,48,3.7,12.1,1,0.025,0.001,0.008,0.008
28/09/2012,19:00,53,2.2,16.2,0.8,0.022,0.001,0.008,0.009
28/09/2012,20:00,111,1.2,17.1,0.3,0.02,0.001,0.009,0.01
28/09/2012,21:00,153,1.5,7.8,0.3,0.021,0,0.007,0.007
28/09/2012,22:00,147,0.6,41.1,0.3,0.022,0,0.005,0.005
28/09/2012,23:00,197,0.5,52.1,0.4,0.022,0,0.004,0.004
29/09/2012,0:00,204,0.3,73.8,0.4,,,,
29/09/2012,1:00,126,0.6,43.7,0.3,0.008,0.002,0.013,0.015
29/09/2012,2:00,40,0.9,24.8,0.3,0.012,0.001,0.007,0.008
29/09/2012,3:00,50,0.8,25.7,0.4,0.011,0.003,0.008,0.011
29/09/2012,4:00,18,0.6,178.5,0.4,0.015,0.001,0.008,0.008
29/09/2012,5:00,7,2.2,173.9,0.8,0.015,0.001,0.006,0.007
29/09/2012,6:00,349,3.6,14.5,1,0.024,0.001,0.002,0.003
29/09/2012,7:00,326,4.1,12.4,1.1,0.029,0.001,0.001,0.002
29/09/2012,8:00,317,4.4,16.4,1.1,0.03,0.001,0.001,0.002
29/09/2012,9:00,313,3.1,24.5,1,0.033,0.001,0.002,0.002
29/09/2012,10:00,318,3.2,26.2,1.1,0.034,0.001,0.002,0.003
29/09/2012,11:00,324,3.5,23.2,1.2,0.039,0.001,0.002,0.003
29/09/2012,12:00,301,4.1,23.5,1.6,0.041,0,0.001,0.001
29/09/2012,13:00,279,4.7,14.8,1.3,0.037,0,0.001,0.001
29/09/2012,14:00,269,4.6,15.6,1.4,0.036,0,0.001,0.001
29/09/2012,15:00,264,4.2,12.9,1.3,0.035,0,0.001,0.001
29/09/2012,16:00,265,1.7,18.3,0.8,0.034,0,0.001,0.001
29/09/2012,17:00,258,3.4,18.8,1.2,0.036,0,0.001,0.001
29/09/2012,18:00,265,2.2,21.8,0.8,0.032,0,0.001,0.001
29/09/2012,19:00,299,3.3,9.8,1,0.031,0,0.001,0.001
29/09/2012,20:00,303,3.7,10.7,0.8,0.026,0,0.001,0.001
29/09/2012,21:00,289,2.6,21.3,0.7,0.028,0,0.001,0.001
29/09/2012,22:00,295,3.3,22,0.9,0.031,0,0.001,0.001
29/09/2012,23:00,294,1.9,89.5,1.9,0.032,0,0.002,0.002
30/09/2012,0:00,296,2,16.5,0.6,,,,
30/09/2012,1:00,289,1.2,57.4,0.9,0.028,0,0.003,0.003
30/09/2012,2:00,77,0.7,45.1,0.5,0.023,0.001,0.004,0.005
30/09/2012,3:00,6,0.5,167.2,0.4,0.024,0.001,0.003,0.003
30/09/2012,4:00,344,0.6,52.6,0.4,0.019,0,0.004,0.004
30/09/2012,5:00,251,1.2,10,0.3,0.016,0,0.003,0.003
30/09/2012,6:00,152,0.6,47.7,0.3,0.013,0.002,0.003,0.005
30/09/2012,7:00,90,0.3,76,0.3,0.015,0.002,0.003,0.005
30/09/2012,8:00,158,0.9,35,0.4,0.021,0.001,0.002,0.003
30/09/2012,9:00,205,1.7,31.9,0.9,0.026,0,0.002,0.002
30/09/2012,10:00,165,1.8,30.9,0.6,0.03,0.001,0.001,0.002
30/09/2012,11:00,110,0.8,72.8,0.7,0.031,0,0.001,0.001
30/09/2012,12:00,83,0.7,82.6,0.7,0.033,0,0.001,0.001
30/09/2012,13:00,0,0.5,114,0.7,0.034,0,0.001,0.001
30/09/2012,14:00,23,2.5,167.4,1.1,0.035,0,0.002,0.002
30/09/2012,15:00,22,2.8,19.7,0.9,0.036,0.001,0.002,0.002
30/09/2012,16:00,23,2.8,14.3,0.8,0.037,0.001,0.002,0.003
30/09/2012,17:00,34,2.6,17.8,0.7,0.036,0.001,0.003,0.004
30/09/2012,18:00,54,2.9,11.2,0.9,0.029,0.001,0.003,0.004
30/09/2012,19:00,59,2.3,11.7,0.6,0.027,0,0.003,0.003
30/09/2012,20:00,88,0.9,58.2,0.5,0.026,0.001,0.004,0.005
30/09/2012,21:00,151,1.3,27.3,0.5,0.025,0,0.004,0.004
30/09/2012,22:00,203,1.7,23.4,0.4,0.024,0,0.002,0.002
30/09/2012,23:00,165,2.5,8.9,0.4,0.024,0,0.002,0.002
1/10/2012,0:00,166,2.3,13.7,0.7,,,,
1/10/2012,1:00,178,1.9,15.1,0.6,0.022,0,0.002,0.002
1/10/2012,2:00,159,1.3,19.7,0.6,0.02,0,0.004,0.004
1/10/2012,3:00,158,2.5,8.2,0.5,0.02,0,0.003,0.003
1/10/2012,4:00,171,2.2,13.4,0.7,0.022,0,0.002,0.002
1/10/2012,5:00,169,2.6,15.7,0.8,0.021,0.001,0.002,0.002
1/10/2012,6:00,159,3,11.7,0.8,0.022,0.001,0.002,0.002
1/10/2012,7:00,153,4.1,12.5,0.9,0.027,0.001,0,0.001
1/10/2012,8:00,140,2.9,22.5,0.9,0.029,0.001,0.001,0.002
1/10/2012,9:00,117,3.6,15.3,1,0.029,0.001,0.001,0.002
1/10/2012,10:00,112,3.8,14.4,0.9,0.028,0.001,0.002,0.003
1/10/2012,11:00,100,3.9,14.3,0.9,0.029,0.001,0.002,0.003
1/10/2012,12:00,110,3.9,14.4,1.1,0.029,0.001,0.002,0.003
1/10/2012,13:00,121,2.4,20.1,0.9,0.027,0.002,0.003,0.005
1/10/2012,14:00,117,3.1,15.4,0.8,0.029,0.002,0.003,0.005
1/10/2012,15:00,99,3.7,13,0.9,0.03,0.001,0.002,0.003
1/10/2012,16:00,104,3.5,11.1,0.9,0.032,0.001,0.003,0.004
1/10/2012,17:00,97,2.6,14.9,0.7,0.03,0.001,0.003,0.004
1/10/2012,18:00,126,2.3,12.7,0.5,0.025,0.002,0.006,0.007
1/10/2012,19:00,123,1.7,7.2,0.3,0.022,0.001,0.008,0.009
1/10/2012,20:00,152,1.5,15.9,0.4,0.021,0.001,0.008,0.009
1/10/2012,21:00,165,2.1,8.9,0.4,0.02,0.001,0.008,0.008
1/10/2012,22:00,169,2.1,13.1,0.5,0.02,0.001,0.006,0.006
1/10/2012,23:00,183,1.8,13.1,0.4,0.021,0,0.003,0.003
2/10/2012,0:00,180,2,13.4,0.6,,,,
2/10/2012,1:00,172,2.2,10.3,0.5,0.024,0,0.003,0.003
2/10/2012,2:00,179,1.9,14.1,0.5,0.025,0,0.002,0.002
2/10/2012,3:00,173,2.2,10.3,0.6,0.024,0,0.002,0.002
2/10/2012,4:00,167,2.8,8.5,0.5,0.023,0,0.003,0.003
2/10/2012,5:00,169,2.8,9.6,0.7,0.019,0.001,0.007,0.008
2/10/2012,6:00,158,2.5,28.3,0.8,0.023,0.002,0.002,0.004
2/10/2012,7:00,142,4.3,18.9,2,0.025,0.002,0.002,0.004
2/10/2012,8:00,146,5,16.1,1.3,0.03,0.001,0.002,0.003
2/10/2012,9:00,153,5.3,15,1.4,0.031,0.001,0.001,0.002
2/10/2012,10:00,146,4.4,20.3,1.4,0.032,0.001,0.001,0.002
2/10/2012,11:00,146,3.9,21.4,1.4,0.033,0.001,0.001,0.002
2/10/2012,12:00,131,3.3,27.3,1.3,0.033,0.001,0.002,0.003
2/10/2012,13:00,131,3.9,20.9,1.4,0.034,0.001,0.002,0.003
2/10/2012,14:00,143,4.5,22.7,1.6,0.035,0.001,0.001,0.002
2/10/2012,15:00,126,4.9,18,1.4,0.034,0.001,0.002,0.003
2/10/2012,16:00,144,5.1,16,1.2,0.034,0.002,0.002,0.004
2/10/2012,17:00,140,4.6,7,1,0.03,0.001,0.004,0.005
2/10/2012,18:00,134,4.8,7.6,0.8,0.027,0.002,0.004,0.006
2/10/2012,19:00,141,3.7,7.4,0.9,0.026,0.002,0.004,0.006
2/10/2012,20:00,157,2.6,15.4,0.6,0.027,0.001,0.004,0.004
2/10/2012,21:00,160,3,14.5,0.9,0.025,0.001,0.005,0.005
2/10/2012,22:00,163,4,10,0.6,0.025,0.001,0.004,0.005
2/10/2012,23:00,169,2.8,8.1,0.8,0.023,0,0.004,0.004
3/10/2012,0:00,158,2.4,28.5,0.6,,,,
3/10/2012,1:00,159,2.9,8,0.5,0.021,0.001,0.003,0.004
3/10/2012,2:00,177,3.2,11.4,0.8,0.024,0,0.001,0.001
3/10/2012,3:00,174,2.1,13.1,0.5,0.021,0.001,0.003,0.003
3/10/2012,4:00,175,2.4,11.4,0.5,0.023,0,0.003,0.003
3/10/2012,5:00,177,2.4,12.2,0.7,0.023,0.001,0.001,0.002
3/10/2012,6:00,167,3.5,10.8,0.9,0.022,0.001,0.003,0.004
3/10/2012,7:00,161,4.4,10.6,0.8,0.026,0.001,0.002,0.003
3/10/2012,8:00,159,3.7,19.3,1.1,0.031,0.001,0.001,0.001
3/10/2012,9:00,121,2.4,42.9,1.2,0.031,0.001,0.001,0.002
3/10/2012,10:00,58,1,134.9,1,0.032,0,0.001,0.001
3/10/2012,11:00,105,1.3,68.5,1.1,0.033,0,0.001,0.001
3/10/2012,12:00,54,1.2,140.7,1.2,0.034,0.001,0.001,0.001
3/10/2012,13:00,283,0.4,129.7,1,0.035,0.001,0.001,0.001
3/10/2012,14:00,33,1.4,61.7,1.1,0.04,0,0.002,0.002
3/10/2012,15:00,24,2.7,24.6,1,0.048,0.001,0.003,0.003
3/10/2012,16:00,29,3.2,17.2,1,0.046,0.001,0.004,0.005
3/10/2012,17:00,39,3.7,13.8,0.9,0.032,0.001,0.007,0.008
3/10/2012,18:00,40,3,11.8,0.7,0.024,0.001,0.009,0.01
3/10/2012,19:00,49,2.3,13.8,0.7,0.02,0.002,0.01,0.012
3/10/2012,20:00,98,1.3,32.1,0.3,0.015,0.002,0.014,0.016
3/10/2012,21:00,164,1.3,14.8,0.2,0.023,0,0.005,0.005
3/10/2012,22:00,177,1.8,8.5,0.4,0.023,0,0.005,0.005
3/10/2012,23:00,190,2.1,11.6,0.4,0.023,0.001,0.004,0.004
4/10/2012,0:00,194,2.3,15.4,0.4,,,,
4/10/2012,1:00,198,1.7,17.7,0.4,0.02,0,0.004,0.004
4/10/2012,2:00,192,1,32.9,0.3,0.014,0.002,0.006,0.008
4/10/2012,3:00,140,1,12.3,0.3,0.006,0.007,0.011,0.018
4/10/2012,4:00,185,0.9,40.5,0.5,0.006,0.006,0.011,0.017
4/10/2012,5:00,252,0.8,17.1,0.2,0.01,0.001,0.004,0.005
4/10/2012,6:00,148,0.5,54.7,0.3,0.009,0.007,0.007,0.014
4/10/2012,7:00,90,0.9,42.4,0.4,0.013,0.005,0.004,0.009
4/10/2012,8:00,326,1.3,39.9,0.8,0.024,0.002,0.002,0.004
4/10/2012,9:00,321,2.8,29.4,1,0.032,0.001,0.001,0.002
4/10/2012,10:00,309,1.9,46.4,1.1,0.036,0,0.001,0.001
4/10/2012,11:00,355,1.5,154.9,1,0.038,0,0.001,0.001
4/10/2012,12:00,348,0.8,145.9,0.9,0.039,0.001,0.001,0.002
4/10/2012,13:00,348,1.7,48.8,1,0.04,0,0.001,0.001
4/10/2012,14:00,339,2.6,30.9,1.2,0.042,0,0.001,0.001
4/10/2012,15:00,2,3.3,25,1.2,0.041,0.001,0.001,0.002
4/10/2012,16:00,4,3.2,16,0.9,0.036,0.001,0.003,0.004
4/10/2012,17:00,45,3.8,12.7,1,0.037,0.001,0.008,0.009
4/10/2012,18:00,51,2.9,12,0.8,0.028,0.001,0.011,0.012
4/10/2012,19:00,61,2.4,12.8,0.6,0.023,0.001,0.01,0.011
4/10/2012,20:00,99,1.6,24.3,0.5,0.017,0.002,0.012,0.014
4/10/2012,21:00,172,1.3,27.2,0.3,0.021,0.001,0.009,0.009
4/10/2012,22:00,183,2.2,10.5,0.5,0.022,0.001,0.006,0.007
4/10/2012,23:00,177,1.6,10.9,0.3,0.021,0,0.006,0.006
5/10/2012,0:00,211,1.9,10.9,0.4,,,,
5/10/2012,1:00,211,1.4,18.3,0.3,0.019,0,0.005,0.005
5/10/2012,2:00,194,1,15.9,0.4,0.016,0.001,0.006,0.007
5/10/2012,3:00,330,0.4,48.6,0.3,0.01,0.001,0.007,0.008
5/10/2012,4:00,356,0.5,132.3,0.3,0.009,0.013,0.009,0.022
5/10/2012,5:00,124,1.2,20.3,0.4,0.004,0.01,0.01,0.02
5/10/2012,6:00,154,1.3,12.5,0.3,0.005,0.013,0.009,0.022
5/10/2012,7:00,117,1,35.6,0.4,0.016,0.005,0.005,0.01
5/10/2012,8:00,300,0.9,70.6,0.8,0.025,0.002,0.003,0.005
5/10/2012,9:00,326,1.5,45.3,0.8,0.033,0.001,0.002,0.003
5/10/2012,10:00,313,1.5,44.5,0.9,0.04,0.001,0.002,0.003
5/10/2012,11:00,315,1.4,59.9,1,0.043,0,0.002,0.002
5/10/2012,12:00,323,1.3,62.7,1,0.044,0,0.001,0.001
5/10/2012,13:00,356,1.9,49.1,1,0.045,0,0.001,0.001
5/10/2012,14:00,340,2.5,36.2,1.3,0.048,0.001,0.001,0.002
5/10/2012,15:00,347,2.9,26.2,1.1,0.047,0,0.002,0.002
5/10/2012,16:00,7,2.9,18.2,0.9,0.045,0.001,0.003,0.004
5/10/2012,17:00,21,2.7,166.9,0.8,0.043,0.001,0.006,0.007
5/10/2012,18:00,26,2.3,11.7,0.6,0.037,0,0.008,0.008
5/10/2012,19:00,26,1.6,15.1,0.5,0.026,0.001,0.013,0.013
5/10/2012,20:00,198,1.1,61.2,0.8,0.027,0,0.009,0.009
5/10/2012,21:00,185,2.6,23.2,0.6,0.025,0,0.007,0.007
5/10/2012,22:00,173,1.6,29.5,0.5,0.026,0.001,0.006,0.007
5/10/2012,23:00,181,1.1,37.6,0.3,0.023,0.001,0.009,0.009
6/10/2012,0:00,202,1.2,34.4,0.3,,,,
6/10/2012,1:00,202,0.4,68.7,0.4,0.02,0.001,0.006,0.007
6/10/2012,2:00,163,1.4,20.1,0.4,0.017,0,0.008,0.008
6/10/2012,3:00,174,1.4,15,0.7,0.014,0.002,0.01,0.011
6/10/2012,4:00,183,2,18.2,0.8,0.02,0,0.005,0.005
6/10/2012,5:00,167,1.3,21.1,0.6,0.012,0.005,0.01,0.014
6/10/2012,6:00,168,0.5,67,0.3,0.011,0.004,0.008,0.012
6/10/2012,7:00,134,0.4,112,0.6,0.018,0.004,0.006,0.01
6/10/2012,8:00,335,1.3,32.4,0.6,0.033,0.001,0.002,0.003
6/10/2012,9:00,308,1.8,34.8,0.9,0.044,0.001,0.002,0.003
6/10/2012,10:00,318,1.2,55.1,0.9,0.048,0,0.001,0.001
6/10/2012,11:00,299,1.7,49.1,1.1,0.05,0,0.001,0.001
6/10/2012,12:00,339,1.7,57.7,1.2,0.051,0.001,0.001,0.001
6/10/2012,13:00,351,2.1,55,1.3,0.051,0,0.001,0.001
6/10/2012,14:00,5,2.6,172.5,1.2,0.052,0,0.001,0.001
6/10/2012,15:00,358,2.4,167.7,1.1,0.054,0,0.001,0.001
6/10/2012,16:00,18,3.1,172.3,0.9,0.057,0,0.002,0.002
6/10/2012,17:00,40,3.2,12.1,0.8,0.051,0,0.006,0.006
6/10/2012,18:00,36,2.3,11.7,0.7,0.044,0,0.006,0.006
6/10/2012,19:00,43,1.6,11.2,0.4,0.033,0,0.009,0.009
6/10/2012,20:00,257,0.6,67.8,0.5,0.029,0,0.009,0.009
6/10/2012,21:00,176,1.4,11.6,0.5,0.029,0,0.008,0.008
6/10/2012,22:00,139,0.9,50.8,0.6,0.028,0.001,0.009,0.009
6/10/2012,23:00,108,1.2,21.4,0.3,0.026,0.001,0.011,0.012
7/10/2012,0:00,156,2,14.4,0.3,,,,
7/10/2012,1:00,159,1.7,13.9,0.5,0.029,0,0.005,0.005
7/10/2012,2:00,178,1,18.5,0.3,0.029,0,0.004,0.004
7/10/2012,3:00,129,0.1,131.6,0.3,0.023,0.001,0.007,0.008
7/10/2012,4:00,155,0.8,57.2,0.4,0.024,0.001,0.007,0.008
7/10/2012,5:00,144,0.3,81,0.4,0.026,0.001,0.006,0.006
7/10/2012,6:00,153,0.2,102.6,0.4,0.019,0.002,0.005,0.007
7/10/2012,7:00,28,0.2,109.9,0.6,0.025,0.001,0.004,0.005
7/10/2012,8:00,340,2.4,23.6,0.7,0.039,0,0.002,0.002
7/10/2012,9:00,301,5.2,17.1,1.9,0.049,0,0.002,0.002
7/10/2012,10:00,298,6.3,16.2,1.7,0.052,0,0.001,0.001
7/10/2012,11:00,309,6,17.5,1.8,0.054,0,0.001,0.001
7/10/2012,12:00,291,5,23.5,1.8,0.052,0,0.001,0.001
7/10/2012,13:00,265,5.5,27.3,2.1,0.047,0,0.001,0.001
7/10/2012,14:00,237,6.4,15.8,2,0.044,0,0.001,0.001
7/10/2012,15:00,241,5.8,17,1.9,0.042,0,0.001,0.001
7/10/2012,16:00,237,4.9,14.9,1.6,0.04,0,0.001,0.001
7/10/2012,17:00,240,3.3,14.4,1.3,0.037,0.001,0,0.001
7/10/2012,18:00,71,3,46,1.5,0.04,0.001,0.004,0.005
7/10/2012,19:00,105,3.8,13.1,1.4,0.033,0.001,0.003,0.004
7/10/2012,20:00,121,3.4,15.2,1,0.028,0.001,0.004,0.005
7/10/2012,21:00,141,3.9,7.4,0.8,0.028,0.001,0.003,0.004
7/10/2012,22:00,142,3.9,8.2,0.9,0.029,0.001,0.003,0.004
7/10/2012,23:00,167,2.7,7.9,0.6,0.028,0,0.003,0.003
8/10/2012,0:00,162,3.2,7.4,0.6,,,,
8/10/2012,1:00,162,3.7,7.3,0.7,0.028,0,0.002,0.002
8/10/2012,2:00,163,3,8.8,0.7,0.028,0,0.001,0.001
