Date ,Time ,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Air Temperature (degC),Sulfur Dioxide (SO2) (ppm),PM10 (µg/m^3)
11/11/2012,10:00,69,2.5,29.9,1.2,34.1,0.001,4.1
11/11/2012,11:00,80,1.4,58.5,1.1,36.3,0.001,6
11/11/2012,12:00,162,1.2,61.8,1,36.9,0.001,5.8
11/11/2012,13:00,144,0.2,110.7,0.9,38.7,0.008,8.6
11/11/2012,14:00,162,1.4,58.5,1.1,38.6,0.001,6.7
11/11/2012,15:00,169,0.8,78.7,1.1,39.4,0.001,8.3
11/11/2012,16:00,131,1.6,51.7,1,39.1,0.001,8.4
11/11/2012,17:00,107,1.5,49,1,39.3,0.001,15.2
11/11/2012,18:00,119,1.6,29.4,0.8,36.5,0.001,9.1
11/11/2012,19:00,116,1.6,17.3,0.7,34,0.001,12.2
11/11/2012,20:00,100,1.4,26.1,0.7,33.1,0.001,5.6
11/11/2012,21:00,103,1.6,24.5,0.7,32.4,0,8
11/11/2012,22:00,130,2,17.3,0.7,31.7,0.001,7.4
11/11/2012,23:00,146,1.7,13.2,0.5,30.6,0.001,4.8
12/11/2012,0:00,164,1.1,21.1,0.5,28.7,,4.6
12/11/2012,1:00,176,0.9,14.7,0.2,26.2,0.001,6.9
12/11/2012,2:00,124,0.4,48,0.3,25.4,0.001,12.6
12/11/2012,3:00,87,1.4,26.7,1,26.7,0.001,11
12/11/2012,4:00,84,2,29.2,1,27.5,0.001,12.9
12/11/2012,5:00,77,1.5,33.8,1,27.1,0.001,12.3
12/11/2012,6:00,136,0.7,41.7,0.5,27.4,0.001,15.5
12/11/2012,7:00,105,2,30.3,1.1,30.1,0.001,13.5
12/11/2012,8:00,84,2.6,28.2,1.3,32.9,0.001,19.2
12/11/2012,9:00,75,2.7,30.5,1.4,34.8,0.001,40.5
12/11/2012,10:00,60,2.1,42.5,1.3,37.2,0.001,34
12/11/2012,11:00,97,2.1,47.5,1.3,37.7,0.001,28.7
12/11/2012,12:00,96,1.6,58.5,1.2,38.8,0.001,26
12/11/2012,13:00,53,1,76.1,1,39.8,0.001,26.1
12/11/2012,14:00,114,1.5,55,1.2,39.4,0.001,24.4
12/11/2012,15:00,132,1.4,58.6,1.1,40.1,0.001,26.1
12/11/2012,16:00,104,1.9,40.8,1,40.4,0.001,22.6
12/11/2012,17:00,147,1.3,48.6,1,39.3,0.001,18.6
12/11/2012,18:00,91,1.8,28,0.8,37.8,0.001,18.9
12/11/2012,19:00,83,1.3,26.9,0.7,35.6,0.001,17.7
12/11/2012,20:00,75,0.9,22.6,0.4,34,0.001,17.6
12/11/2012,21:00,93,1.1,26.1,0.6,33.6,0.001,20.2
12/11/2012,22:00,97,1.3,25.8,0.7,33.1,0.001,14.8
12/11/2012,23:00,109,1.5,22.7,0.7,32.5,0.001,11.9
13/11/2012,0:00,116,2.5,20.5,1,32.2,,11.2
13/11/2012,1:00,101,1.8,27.3,1,31.3,0.001,6.7
13/11/2012,2:00,97,1.9,27.9,1,30.5,0.001,11
13/11/2012,3:00,94,1.8,41.5,1.3,29.6,0.001,14.5
13/11/2012,4:00,101,1.6,34.5,1,28.8,0.001,11.2
13/11/2012,5:00,98,1.5,38.1,0.8,28.3,0.001,10.3
13/11/2012,6:00,78,1.6,29.7,0.9,28.2,0.001,15
13/11/2012,7:00,74,3.1,26.7,1.6,30.6,0.001,18.2
13/11/2012,8:00,65,3.3,27.1,1.6,33,0.001,29.1
13/11/2012,9:00,65,3.4,28.2,1.5,35,0.001,21.1
13/11/2012,10:00,71,3,34.1,1.6,36.8,0.001,20.7
13/11/2012,11:00,,,,,,,
13/11/2012,12:00,112,2.6,37.7,1.3,38.6,0.001,16.7
13/11/2012,13:00,114,2.1,48.5,1.4,39.3,0.001,15.4
13/11/2012,14:00,110,2.6,40.3,1.6,39.6,0.001,15.4
13/11/2012,15:00,124,2.6,39.5,1.4,39.5,0.001,12.1
13/11/2012,16:00,126,2.7,30.4,1.2,39,0.001,13
13/11/2012,17:00,118,2.6,25.7,1.2,38.5,0.001,14.3
13/11/2012,18:00,123,2.3,21.5,0.9,36.6,0.001,14.1
13/11/2012,19:00,112,2,19.4,0.8,34.5,0.001,14.3
13/11/2012,20:00,96,1.7,25.6,0.7,33.8,0.001,13.3
13/11/2012,21:00,88,1.2,27,0.7,32.3,0.001,12.9
13/11/2012,22:00,101,1.3,23.4,0.6,31.6,0.001,14.1
13/11/2012,23:00,107,1.6,20.1,0.6,31,0.001,10.6
14/11/2012,0:00,108,1.7,20.3,0.7,30.5,,10.1
14/11/2012,1:00,103,1.5,20.8,0.6,29.6,0.001,9.6
14/11/2012,2:00,106,1.7,19.7,0.6,28.9,0.001,9.6
14/11/2012,3:00,103,1.9,24.4,0.8,28.6,0.001,10
14/11/2012,4:00,86,1.7,26.7,0.9,28,0.001,14.4
14/11/2012,5:00,71,1.8,22.1,0.8,27,0.001,16.4
14/11/2012,6:00,67,1.8,18.6,0.8,26.4,0.001,21.3
14/11/2012,7:00,50,2.4,22.7,1.2,28.7,0.001,26.3
14/11/2012,8:00,32,2.3,24.5,1.1,32,0.001,34.4
14/11/2012,9:00,36,2.6,24.6,1.2,34.3,0.001,29.9
14/11/2012,10:00,43,2.3,29.5,1.2,36.6,0.001,24.8
14/11/2012,11:00,56,1.9,46.2,1.2,37.6,0.001,20.5
14/11/2012,12:00,83,1.6,51.3,1.1,38.5,0.001,15.1
14/11/2012,13:00,96,1.6,60.6,1.2,39,0.001,12.4
14/11/2012,14:00,54,2.4,38.9,1.4,40.9,0.001,16.5
14/11/2012,15:00,82,2,40.5,1.3,40.7,,16.6
14/11/2012,16:00,75,2.6,30.4,1.3,40.4,,
14/11/2012,17:00,112,2.3,30.1,1.3,38.9,,46.9
14/11/2012,18:00,99,2.2,26.4,0.9,36.6,0,39.7
14/11/2012,19:00,99,1.7,25.4,0.8,34.6,0,33.5
14/11/2012,20:00,75,1,22.9,0.5,33.3,0,25.9
14/11/2012,21:00,96,1,24.3,0.5,32.3,0,23.9
14/11/2012,22:00,71,0.7,17.1,0.2,29.8,0,36.9
14/11/2012,23:00,63,0.7,13.4,0.2,27.7,0,24.8
15/11/2012,0:00,75,0.7,23.9,0.3,26.5,,27.3
15/11/2012,1:00,106,0.4,76.5,0.5,25.4,0,26.9
15/11/2012,2:00,111,1.6,16.8,0.6,29,0,28.7
15/11/2012,3:00,73,0.9,24.7,0.4,27.4,0,17.4
15/11/2012,4:00,69,0.9,21,0.3,25.4,0,24.6
15/11/2012,5:00,88,0.9,24.2,0.4,25.7,0,3.6
15/11/2012,6:00,47,0.6,155.1,0.5,26.6,0,26.9
15/11/2012,7:00,17,0.6,164.4,0.5,30.7,0,38.1
15/11/2012,8:00,26,1.7,22.9,0.8,33.7,0,41.9
15/11/2012,9:00,29,1.9,24.8,0.9,36.3,0,38.7
15/11/2012,10:00,19,1.9,32,1,38.7,0,28.9
15/11/2012,11:00,2,2.2,172.3,1.2,40.1,0,
15/11/2012,12:00,346,2.3,40.4,1.1,40.7,0,19.9
15/11/2012,13:00,350,1.8,55.8,1.3,41.4,0,30.8
15/11/2012,14:00,7,1.5,186.3,1.1,42.5,0,38.2
15/11/2012,15:00,60,1.9,44.4,1.3,42.1,0,28.2
15/11/2012,16:00,65,1.7,41.7,1.1,42.1,0,47.3
15/11/2012,17:00,51,1.8,32.1,1,41.5,0,33.5
15/11/2012,18:00,39,1.1,26.5,0.6,38.7,0,40.2
15/11/2012,19:00,353,0.8,28.1,0.4,35.6,0,55.8
15/11/2012,20:00,341,0.9,20.9,0.4,34,0,43.4
15/11/2012,21:00,8,0.5,164.8,0.2,31.7,0,48.7
15/11/2012,22:00,334,0.6,37,0.4,30.2,0,54.1
15/11/2012,23:00,75,0.3,45,0.3,28.5,0,61.3
16/11/2012,0:00,355,0.7,155.9,0.4,28.1,,38.3
16/11/2012,1:00,300,0.4,70.6,0.3,26.9,0,44.6
16/11/2012,2:00,5,0.6,168.8,0.3,26.1,0,44.5
16/11/2012,3:00,15,1,14.7,0.4,27.2,0,40
16/11/2012,4:00,1,0.7,161.9,0.5,26.8,0,45.3
16/11/2012,5:00,341,1.3,25.9,0.7,26.9,0,53.2
16/11/2012,6:00,328,1.5,35.1,1,28,0.001,73.9
16/11/2012,7:00,299,2.9,20.3,1.1,31.2,0.007,88.9
16/11/2012,8:00,293,3.4,18.7,1.2,34.6,0.004,91.8
16/11/2012,9:00,297,3.3,20.7,1,37.6,0,60.7
16/11/2012,10:00,321,3.1,26.4,1.3,40.3,0,30.3
16/11/2012,11:00,328,2,46.8,1.2,42.3,0,25.5
16/11/2012,12:00,289,1.5,64.8,1.2,42.3,0.003,27.1
16/11/2012,13:00,268,1.4,64,1.2,43.1,0.005,26.6
16/11/2012,14:00,303,1.1,88.1,1.4,43.7,0.008,25.7
16/11/2012,15:00,195,1,78.8,1.1,42.3,0.004,27.6
16/11/2012,16:00,193,0.4,111.2,0.8,42.7,0.072,30.6
16/11/2012,17:00,300,1.3,54.1,1,43.2,0.183,37.7
16/11/2012,18:00,340,1.2,22.6,0.5,41.1,0.009,35.8
16/11/2012,19:00,347,1.5,16.1,0.5,37.8,0,54.1
16/11/2012,20:00,359,1.1,173.6,0.6,35.9,0,46.6
16/11/2012,21:00,7,0.4,132.3,0.6,34.7,0,38.9
16/11/2012,22:00,1,0.2,110.1,0.8,34.9,0,38
16/11/2012,23:00,323,1.2,27.3,0.5,33.9,0.001,51.3
17/11/2012,0:00,348,1.9,18.5,0.6,32.8,,46.5
17/11/2012,1:00,340,2,16.3,0.6,31.4,0,46.3
17/11/2012,2:00,352,2.5,14.3,0.7,30.4,0,48.2
17/11/2012,3:00,351,1.7,17.5,0.6,29.7,0,45.7
17/11/2012,4:00,317,1.7,38.8,1,29.4,0.015,47.1
17/11/2012,5:00,290,3.3,22.3,1.4,29.2,0.016,70.2
17/11/2012,6:00,302,3.2,16.4,1,29.2,0.004,57.6
17/11/2012,7:00,308,3,18.2,1,31.5,0,64.6
17/11/2012,8:00,301,4.7,16.7,1.6,34.3,0.001,95.5
17/11/2012,9:00,291,4.8,19.4,1.6,36.6,0.012,104.1
17/11/2012,10:00,295,4.1,21,1.5,39.1,0.045,81.1
17/11/2012,11:00,288,4.1,21.5,1.6,39.3,0.109,75.1
17/11/2012,12:00,274,2.9,31,1.3,39.8,0.112,63.9
17/11/2012,13:00,275,3,24.7,1.3,38.6,0.014,65.3
17/11/2012,14:00,266,3.1,32.3,1.6,41.7,0.008,40.8
17/11/2012,15:00,247,3.2,32.9,1.8,40.9,0.014,49.2
17/11/2012,16:00,248,2.9,30.8,1.5,39.2,0.001,37.5
17/11/2012,17:00,267,2.3,31.7,1.2,39.5,0.028,30.8
17/11/2012,18:00,237,1.1,30.1,0.5,38.2,0.026,32.8
17/11/2012,19:00,245,0.6,36.2,0.3,36.7,0.012,67.4
17/11/2012,20:00,321,2.4,20.2,1.3,35.4,0.004,83.1
17/11/2012,21:00,316,1.5,19.3,0.6,33.6,0,35.6
17/11/2012,22:00,197,2,30.5,1.1,33.2,0.011,38.2
17/11/2012,23:00,152,1.6,27.3,1.1,32.8,0,17.7
18/11/2012,0:00,149,1.6,17.9,0.9,32.3,,20
18/11/2012,1:00,155,1.4,15.5,0.5,30.8,0,19.2
18/11/2012,2:00,140,2.1,15.2,0.7,31.1,0,17.6
18/11/2012,3:00,124,2.2,17.4,0.8,30.8,0,16.3
18/11/2012,4:00,138,2.2,13.5,0.9,30,0,16.2
18/11/2012,5:00,141,1.9,13.1,0.6,29,0,15.5
18/11/2012,6:00,123,2.1,19.3,0.9,29.4,0,14.8
18/11/2012,7:00,116,2.1,22.8,0.9,31.1,0,14.7
18/11/2012,8:00,118,2.8,24,1.1,33.5,0,11.8
18/11/2012,9:00,118,2.9,26.2,1.3,35.7,0,14
18/11/2012,10:00,117,2.8,30.7,1.3,37.3,0,13.9
18/11/2012,11:00,114,1.9,49.7,1.2,39.8,0,16.6
18/11/2012,12:00,90,1.4,56.4,1.1,41.8,0,15
18/11/2012,13:00,141,1.8,54.3,1.4,42,0,14.2
18/11/2012,14:00,156,1.1,72.9,1.2,42.6,0,14.9
18/11/2012,15:00,215,0.4,109,0.8,43.3,0,18
18/11/2012,16:00,194,1.6,49.9,1.2,42.2,0,21.8
18/11/2012,17:00,194,1.5,43.4,1.2,41.1,0,26.4
18/11/2012,18:00,176,1.7,26.6,0.7,39.5,0,28.2
18/11/2012,19:00,160,1.8,17.6,0.7,36.7,0,29.3
18/11/2012,20:00,161,1.7,17.4,0.7,35.4,0,27.7
18/11/2012,21:00,144,1.5,27.4,0.7,34.5,0,23.1
18/11/2012,22:00,115,0.8,79.3,0.9,32.9,0,33.6
18/11/2012,23:00,300,0.4,77,0.4,31.2,0,50.2
19/11/2012,0:00,141,1,22.8,0.5,29.7,,21.6
19/11/2012,1:00,175,0.7,28.4,0.2,27.9,0,14.1
19/11/2012,2:00,177,0.8,19,0.3,26.4,0,12.7
19/11/2012,3:00,162,0.9,28.2,0.5,26,0,12.5
19/11/2012,4:00,172,0.9,17.2,0.4,25,0,14.6
19/11/2012,5:00,167,1.2,18.2,0.5,24.9,0,15.7
19/11/2012,6:00,177,0.9,29.5,0.4,26.2,0,30.4
19/11/2012,7:00,157,1.1,30.7,0.6,30.3,0,29.1
19/11/2012,8:00,125,2.2,27,0.9,33.8,0,21.4
19/11/2012,9:00,97,2.4,26.7,1.1,35.9,0,27.2
19/11/2012,10:00,97,1.1,55.5,0.8,39.5,0,26.2
19/11/2012,11:00,128,0.6,75.3,0.8,41,0.004,25.1
19/11/2012,12:00,168,2.3,45.4,1.5,41.3,0.002,24.3
19/11/2012,13:00,188,1.8,64.9,1.5,42.5,0,23.4
19/11/2012,14:00,169,2.6,32.3,1.3,42.5,0,25.4
19/11/2012,15:00,168,2.3,43.2,1.4,42.8,0,19.6
19/11/2012,16:00,193,2.1,45,1.4,42.3,0,23.1
19/11/2012,17:00,184,2.4,29.1,1.2,41.9,0,21.3
19/11/2012,18:00,193,2.2,23.5,1.1,39.6,0,21.6
19/11/2012,19:00,180,1.3,19.5,0.5,35.9,0,25.9
19/11/2012,20:00,158,0.8,21.6,0.3,32.7,0,40.8
19/11/2012,21:00,147,0.8,18.5,0.2,30.6,0,26
19/11/2012,22:00,169,1,20.9,0.4,28.8,0,21.9
19/11/2012,23:00,167,0.9,17.5,0.3,28.2,0,16.5
20/11/2012,0:00,158,0.8,14.1,0.2,26.6,,16.9
20/11/2012,1:00,167,1.1,15.5,0.4,25.9,0,15.5
20/11/2012,2:00,168,1.2,14.7,0.3,26,0,14.4
20/11/2012,3:00,158,1,14.2,0.4,25,0,11.8
20/11/2012,4:00,173,0.7,43.4,0.4,23.7,0,12.9
20/11/2012,5:00,211,0.5,61,0.3,23.7,0,24.9
20/11/2012,6:00,163,1,22.5,0.3,24.9,0,29.4
20/11/2012,7:00,157,1.3,26.1,0.6,30.8,0,67
20/11/2012,8:00,97,2.1,29,1,35.5,0,12.4
20/11/2012,9:00,72,2.2,32.8,1.1,38.2,0,11.5
20/11/2012,10:00,64,1.4,46.9,0.9,40.9,0,9.9
20/11/2012,11:00,352,1.3,157.5,1,42.8,0.001,10.3
20/11/2012,12:00,12,0.5,130.4,1,43.6,0.114,23.8
20/11/2012,13:00,195,0.8,78.7,0.9,43.9,0.028,17.1
20/11/2012,14:00,213,1.8,56.9,1.3,44.1,0,12.4
20/11/2012,15:00,205,1.9,50.2,1.3,44.1,0,16
20/11/2012,16:00,176,2.8,31,1.2,43.4,0,12.3
20/11/2012,17:00,178,1.9,31.5,1,43.4,0,12.9
20/11/2012,18:00,165,2.3,22.7,1,40.8,0,21.4
20/11/2012,19:00,157,1.9,14,0.7,36.9,0,18.4
20/11/2012,20:00,162,1.4,14.1,0.5,34.3,0,17.6
20/11/2012,21:00,156,1.4,15.9,0.7,32.4,0,14.6
20/11/2012,22:00,149,2.4,14.6,1,33.7,0,8.7
20/11/2012,23:00,190,1,17,0.4,29.7,0,16.2
21/11/2012,0:00,173,0.8,16,0.2,27.7,,12.2
21/11/2012,1:00,164,1.1,15.3,0.4,25.9,0,13.5
21/11/2012,2:00,158,1,11.4,0.3,25,0,13
21/11/2012,3:00,163,1.2,6,0.2,23.9,0,14.2
21/11/2012,4:00,163,1.1,9.6,0.4,23.4,0,10.7
21/11/2012,5:00,165,0.9,12.7,0.3,22.9,0,16.1
21/11/2012,6:00,180,0.7,42.1,0.3,25,0,34.1
21/11/2012,7:00,167,1.1,22.5,0.4,30.9,0,58.2
21/11/2012,8:00,117,1.8,34.5,1.3,36.3,0,39.6
21/11/2012,9:00,83,2.2,30.5,1,39.5,0,19.5
21/11/2012,10:00,72,2,35.3,1.2,41.8,0,14.9
21/11/2012,11:00,111,0.8,74.5,0.9,43.3,0.004,10.6
21/11/2012,12:00,138,0.6,91.8,1,43.8,0.006,12.3
21/11/2012,13:00,139,1.9,59.1,1.4,44.2,0,10.5
21/11/2012,14:00,161,2.7,34.2,1.6,44.6,0,11.2
21/11/2012,15:00,163,2.9,37.9,1.7,44.4,0,16.1
21/11/2012,16:00,152,2.7,33.6,1.4,43.7,0,12.1
21/11/2012,17:00,149,3,26.8,1.3,43.1,0,14.9
21/11/2012,18:00,157,2.9,16.8,1,40.9,0,14.3
21/11/2012,19:00,151,2,13.8,0.7,37.9,0,16.3
21/11/2012,20:00,154,1.2,13.3,0.4,35.4,0,15.9
21/11/2012,21:00,173,1.2,13.6,0.3,32.6,0,17.6
21/11/2012,22:00,173,1.2,15.1,0.4,31.1,0,16.3
21/11/2012,23:00,176,1,18.4,0.4,30,0,12.9
22/11/2012,0:00,172,0.8,16.6,0.2,28.1,,13.5
22/11/2012,1:00,178,1.3,17.8,0.4,27.9,0,11.8
22/11/2012,2:00,178,1.3,14.7,0.4,27.3,0,13.3
22/11/2012,3:00,175,1.6,12.4,0.4,27.4,0,11.9
22/11/2012,4:00,162,1.2,19.9,0.5,26.3,0,19.8
22/11/2012,5:00,166,1.2,10.9,0.3,24.9,0,20.6
22/11/2012,6:00,156,0.5,34,0.3,26.4,0,41.5
22/11/2012,7:00,159,1,42.8,0.6,31.7,0,45
22/11/2012,8:00,97,1.1,40.5,0.6,36.6,0,29.1
22/11/2012,9:00,127,1.2,42.5,0.7,39.3,0,18.9
22/11/2012,10:00,71,1.9,35.5,1,42.5,0,21.8
22/11/2012,11:00,81,1.2,58.7,1,44.3,0,14
22/11/2012,12:00,259,0.5,94.9,1.1,44.6,0,18.9
22/11/2012,13:00,54,1,81.1,1.2,45.5,0,20.6
22/11/2012,14:00,36,1.7,48.6,1,46.4,0,23.2
22/11/2012,15:00,87,0.3,109,0.9,45.4,0,18.9
22/11/2012,16:00,84,1.6,39.4,1,43.1,0,29.5
22/11/2012,17:00,100,2.1,28.1,1,41.2,0,28.6
22/11/2012,18:00,104,1.5,26.1,0.9,39.6,0,28.8
22/11/2012,19:00,92,0.9,26.7,0.6,37.9,0,32.1
22/11/2012,20:00,78,0.7,18,0.2,36.3,0,33.5
22/11/2012,21:00,71,0.4,40.4,0.3,34.5,0,34.5
22/11/2012,22:00,,0,116.7,0.2,33,0,54.2
22/11/2012,23:00,33,0.3,68.4,0.5,32.5,0,41.4
23/11/2012,0:00,99,0.9,68.7,1,32.5,,31
23/11/2012,1:00,64,3.2,27.9,1.6,33.1,0,46.3
23/11/2012,2:00,37,2.4,26.6,1.3,31.9,0,58.7
23/11/2012,3:00,13,2.3,20.1,0.9,30.4,0,40
23/11/2012,4:00,1,2.1,175.9,1,29.6,0,27.5
23/11/2012,5:00,352,1.7,20.3,0.8,29.2,0,30.5
23/11/2012,6:00,19,1,30.7,0.6,30.1,0,33.4
23/11/2012,7:00,344,1.6,32,0.8,32.1,0,32.6
23/11/2012,8:00,336,2.2,32.2,1,34.7,0,38.9
23/11/2012,9:00,4,2.2,176.7,1,37.5,0,32.1
23/11/2012,10:00,15,2.2,26.2,1.2,40,0,33.6
23/11/2012,11:00,349,2.4,33.6,1.1,41.1,0,33.7
23/11/2012,12:00,340,2.6,33.3,1.2,41.1,0,31.9
23/11/2012,13:00,331,2.5,28.8,1.1,40,0,30.9
23/11/2012,14:00,292,1.5,68.8,1.2,35.4,0.001,49.5
23/11/2012,15:00,254,2.4,43.3,1.4,31.9,0,79.7
23/11/2012,16:00,148,1.6,70.5,1.8,30.3,0.019,60.4
23/11/2012,17:00,103,1.6,38.2,1.3,24.3,0,30.3
23/11/2012,18:00,33,0.5,133,0.6,25.1,0,21.6
23/11/2012,19:00,320,1.1,56.6,0.8,25.9,0.004,31.1
23/11/2012,20:00,285,2.3,43.7,1.4,25.9,0.058,44.4
23/11/2012,21:00,338,2,37.5,1.2,26,0.006,21.4
23/11/2012,22:00,86,0.7,67.8,0.8,25.8,0.003,15.2
23/11/2012,23:00,355,1.5,167.3,0.8,26,0.004,13.9
24/11/2012,0:00,332,1.3,27.1,0.7,25.4,,15.5
24/11/2012,1:00,325,1,27,0.4,24.8,0.004,40.8
24/11/2012,2:00,297,0.9,43.8,0.8,24.7,0.009,45.8
24/11/2012,3:00,300,1.2,32.5,0.7,25,0.013,33.7
24/11/2012,4:00,304,0.6,87.1,0.7,24.4,0.012,51.2
24/11/2012,5:00,53,0.3,60.2,0.3,23.5,0.007,50.1
24/11/2012,6:00,63,0.7,30.9,0.4,24.8,0.004,44.7
24/11/2012,7:00,21,0.8,157.9,0.5,28.8,0.003,26.5
24/11/2012,8:00,321,1.3,30.6,0.6,30.9,0,18.7
24/11/2012,9:00,302,1.5,29.6,0.7,33.3,0.001,36.1
24/11/2012,10:00,293,1.1,60.1,0.8,36,0.003,76.4
24/11/2012,11:00,301,2.6,31.4,1.1,38.8,0,28
24/11/2012,12:00,315,2.9,28.6,1.3,40.6,0,8.7
24/11/2012,13:00,292,2.7,36.2,1.4,41.2,0.001,10.2
24/11/2012,14:00,320,1.9,41.4,1.1,42.6,0,9.5
24/11/2012,15:00,263,1.2,68.5,1.1,41.8,0.002,22.3
24/11/2012,16:00,234,2.2,36.4,1.1,41.1,0.001,19
24/11/2012,17:00,240,2,33.4,0.9,40.7,0.038,16.2
24/11/2012,18:00,210,1.7,21.8,0.9,39,0,28
24/11/2012,19:00,179,0.6,41.8,0.3,36,0,37.9
24/11/2012,20:00,85,1.3,28.1,0.8,34.4,0,22.5
24/11/2012,21:00,337,0.4,112.6,0.5,32.9,0,26.1
24/11/2012,22:00,338,1,17.1,0.4,32.4,0,48
24/11/2012,23:00,350,1.1,26.4,0.6,31.7,0,40.8
25/11/2012,0:00,17,0.7,31.5,0.3,30.8,,38.4
25/11/2012,1:00,24,0.8,29.8,0.4,30.5,0.001,52
25/11/2012,2:00,343,0.9,25.4,0.4,30,0.001,92.3
25/11/2012,3:00,51,1.3,23.3,0.8,29.3,0.001,81.3
25/11/2012,4:00,47,1.9,26.6,1,28.1,0,18.6
25/11/2012,5:00,1,1.3,176.2,0.5,27.5,0,23.3
25/11/2012,6:00,354,1.3,21.4,0.6,28.2,0.001,56.8
25/11/2012,7:00,350,1.5,27.8,0.7,30.2,0.001,70.8
25/11/2012,8:00,307,2.4,24.2,1,33.4,0.001,60.6
25/11/2012,9:00,288,3.5,22.2,1.3,35.7,0.026,48.9
25/11/2012,10:00,282,3.2,26.9,1.2,37.8,0.235,43.9
25/11/2012,11:00,274,3.4,33.1,1.5,39.2,0.173,55.3
25/11/2012,12:00,253,2.6,38.3,1.4,40.4,0.094,34.1
25/11/2012,13:00,239,1.5,63.1,1.2,41.6,0.207,27.1
25/11/2012,14:00,230,0.9,78.1,1.2,43.2,0.043,15.2
25/11/2012,15:00,240,1.8,49.6,1.2,43.1,0.135,16.8
25/11/2012,16:00,142,2.5,63.1,2.3,40.8,0.03,36.6
25/11/2012,17:00,250,0.7,122.5,1.9,38.6,0.029,126.5
25/11/2012,18:00,106,0.8,26.2,0.4,39.7,0.011,33.4
25/11/2012,19:00,140,2.2,27.2,1,36.1,0,28.9
25/11/2012,20:00,2,0.4,143,0.7,35.6,0.001,22.3
25/11/2012,21:00,343,0.8,160.9,0.5,34.1,0.005,29.7
25/11/2012,22:00,345,0.6,53,0.5,33.5,0.001,48.3
25/11/2012,23:00,97,0.4,63,0.3,32.5,0.001,38.8
26/11/2012,0:00,95,0.4,47.2,0.3,31.8,,36.5
26/11/2012,1:00,141,0.1,94.6,0.1,31.2,0.001,40.8
26/11/2012,2:00,351,1,25.7,0.6,31.9,0.002,27.5
26/11/2012,3:00,359,1.1,23.9,0.5,31.8,0.001,33.8
26/11/2012,4:00,301,1.2,56.9,1.1,31.6,0.006,56.8
26/11/2012,5:00,296,2.3,26.2,1,31.5,0.011,76.9
26/11/2012,6:00,315,2,26.6,0.9,32.4,0.006,61.1
26/11/2012,7:00,310,1.7,25.5,0.8,34.5,0.008,79.6
26/11/2012,8:00,275,2.6,23.2,1,36.4,0.114,54.7
26/11/2012,9:00,270,2.7,32,1.2,38.6,0.32,43.1
26/11/2012,10:00,281,2.7,30,1.1,40.9,0.07,43.9
26/11/2012,11:00,285,2.1,56.2,1.4,42.6,0.365,31.2
26/11/2012,12:00,307,2.5,36.2,1.3,44.1,0.012,19.7
26/11/2012,13:00,299,1.6,51.1,1,43.1,0.005,18.7
26/11/2012,14:00,262,1.4,66.1,1.2,45.3,0.082,12.2
26/11/2012,15:00,231,1.7,48.3,1.2,44.3,0.079,20.1
26/11/2012,16:00,229,1.3,50.6,1,43.7,0.076,20.9
26/11/2012,17:00,109,1.6,70.7,1.6,41.1,0.016,52.4
26/11/2012,18:00,59,3.6,22.6,1.7,38.4,0.001,50
26/11/2012,19:00,17,2.2,22.5,0.9,36.5,0.001,48
26/11/2012,20:00,9,1.8,176.7,0.9,35,0.005,186.3
26/11/2012,21:00,13,1.3,21.6,0.5,33.7,0.005,195
26/11/2012,22:00,2,1.6,177.7,0.8,32.9,0.004,140.1
26/11/2012,23:00,349,1.9,17.9,0.7,32.2,0.002,49.5
27/11/2012,0:00,18,1.1,23,0.5,31.2,,17.8
27/11/2012,1:00,13,1.1,22.7,0.5,30.8,0.003,101
27/11/2012,2:00,357,1.5,20.5,0.7,30,0.003,108.6
27/11/2012,3:00,352,1.8,18.5,0.7,29.3,0.002,82.4
27/11/2012,4:00,18,1.2,20.3,0.5,28.8,0.002,82.3
27/11/2012,5:00,20,1.5,19.4,0.7,28.6,0.001,54.5
27/11/2012,6:00,20,1.9,18.9,0.7,28.9,0.001,44.7
27/11/2012,7:00,4,2.2,178.5,0.9,30.4,0.001,56.7
27/11/2012,8:00,360,2.5,169.5,1.1,34,0.001,62.1
27/11/2012,9:00,5,2.7,180.3,1.2,37,0.001,37.8
27/11/2012,10:00,351,3.9,20.9,1.5,38.9,0,28.3
27/11/2012,11:00,333,3.7,25.9,1.5,39.8,0,27
27/11/2012,12:00,340,3.2,31.4,1.6,41.9,0,39.2
27/11/2012,13:00,335,3.3,29.8,1.6,42.4,0,23.6
27/11/2012,14:00,349,2.7,32.1,1.5,42.5,0,22.4
27/11/2012,15:00,300,4,24.6,1.6,38.3,0.002,49.8
27/11/2012,16:00,305,3.4,17.6,1.2,38.4,0.002,75.4
27/11/2012,17:00,333,2.9,24.7,1.1,39,0.001,26.1
27/11/2012,18:00,13,1.5,20,0.6,36.3,0.001,25.5
27/11/2012,19:00,61,2.8,27.2,1.5,33.5,0.001,87
27/11/2012,20:00,13,2.4,163.8,1.2,31.1,0,64.6
27/11/2012,21:00,15,2.1,28.7,1.1,29.7,0,30.1
27/11/2012,22:00,114,3.7,36.5,2.3,27,0,44.2
27/11/2012,23:00,85,2.7,27.6,1.8,24.7,0,
28/11/2012,0:00,179,0.5,67.9,0.5,25.4,,11.6
