Date ,Time ,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Air Temperature (degC)
3/11/2012,11:00,82,4.9,21.7,1.6,26.5
3/11/2012,12:00,99,5.6,26.1,2,26.6
3/11/2012,13:00,95,6.7,18,2.1,26
3/11/2012,14:00,83,6.5,16.5,1.5,25.6
3/11/2012,15:00,89,6.6,14.2,2.3,24.6
3/11/2012,16:00,104,8.5,9.4,1.7,22
3/11/2012,17:00,96,7.5,10.1,1.6,20
3/11/2012,18:00,97,6,10.6,1.3,19.2
3/11/2012,19:00,112,6.2,9.4,1.3,18.5
3/11/2012,20:00,122,5,7.9,0.9,18
3/11/2012,21:00,114,4.3,10.3,1.1,17.8
3/11/2012,22:00,113,3.5,9.6,1.1,17.7
3/11/2012,23:00,112,1.3,9.3,1.4,17.5
4/11/2012,0:00,127,0.7,6.8,1.1,17.1
4/11/2012,1:00,,0,8.2,0.2,16.7
4/11/2012,2:00,132,1.7,9.7,1.4,16.8
4/11/2012,3:00,,0,11.3,0.1,15.7
4/11/2012,4:00,134,1.3,11.3,1.4,15.9
4/11/2012,5:00,137,0.9,11.4,1.2,16.6
4/11/2012,6:00,133,5.4,10.7,1.4,16.8
4/11/2012,7:00,122,2.9,38.5,2.5,17.5
4/11/2012,8:00,68,2.4,21.7,1.5,20.5
4/11/2012,9:00,81,2.4,38.7,1.8,22.6
4/11/2012,10:00,102,2.6,36.9,1.7,22.8
4/11/2012,11:00,78,2.1,25.4,1.8,23.4
4/11/2012,12:00,82,2.9,27.1,1.6,24.7
4/11/2012,13:00,79,2,36.6,1.5,25.3
4/11/2012,14:00,65,2.6,34,1.6,26.2
4/11/2012,15:00,82,3.9,22.2,1.6,25.5
4/11/2012,16:00,88,4.7,12.1,1.4,24
4/11/2012,17:00,93,4.3,12.3,1.6,22.4
4/11/2012,18:00,94,5.4,9.3,1.2,20.3
4/11/2012,19:00,99,3.8,9.7,1.4,19.2
4/11/2012,20:00,121,1.5,12.6,1,17.8
4/11/2012,21:00,124,0.5,14.7,0.8,16.7
4/11/2012,22:00,155,1.1,9.9,1.3,16.6
4/11/2012,23:00,156,2.2,8.5,1.6,16.3
5/11/2012,0:00,145,0.2,10.1,0.6,15.2
5/11/2012,1:00,123,0.1,41.2,0.2,13.5
5/11/2012,2:00,,0,39.7,0,12.4
5/11/2012,3:00,,0,6.6,0.1,12.2
5/11/2012,4:00,,0,16.3,0,12.1
5/11/2012,5:00,279,0.2,112.1,0.5,15.3
5/11/2012,6:00,211,0.1,59.3,0.5,19.5
5/11/2012,7:00,76,2.1,30.6,1.6,21.1
5/11/2012,8:00,60,1.9,42.4,1.6,21.8
5/11/2012,9:00,106,0.8,79.4,1.3,23.7
5/11/2012,10:00,71,2.5,33.3,2,26.7
5/11/2012,11:00,61,1.9,55.9,1.9,28.1
5/11/2012,12:00,60,2.6,40.6,2.1,29.5
5/11/2012,13:00,66,3.4,36.7,1.8,29.3
5/11/2012,14:00,89,3.6,30.2,2,29.1
5/11/2012,15:00,75,3.5,32.1,1.9,29
5/11/2012,16:00,88,5.8,20.6,2.3,27.2
5/11/2012,17:00,104,7,11.1,1.6,23.4
5/11/2012,18:00,116,5.9,8.3,1.3,20.7
5/11/2012,19:00,126,3.8,10.3,1.1,19.1
5/11/2012,20:00,133,2.2,8.9,1.4,18.1
5/11/2012,21:00,149,1.4,6.6,1.4,17.1
5/11/2012,22:00,142,0.2,45,0.6,15.9
5/11/2012,23:00,,0,80.4,0.1,14.2
6/11/2012,0:00,,0,16.8,0,13.2
6/11/2012,1:00,312,0.1,11.4,0.4,13.1
6/11/2012,2:00,,0,7.8,0,12.7
6/11/2012,3:00,,0,3,0,11.5
6/11/2012,4:00,,0,5.5,0.1,11.7
6/11/2012,5:00,,0,19.3,0,15
6/11/2012,6:00,91,0.1,61.5,0.2,18.6
6/11/2012,7:00,84,2.6,22.9,1.8,21.7
6/11/2012,8:00,84,3.2,21.5,1.8,22.8
6/11/2012,9:00,84,2.8,35.7,1.9,24.8
6/11/2012,10:00,106,4.4,30.2,2.2,26.3
6/11/2012,11:00,103,4.9,25.5,2,27.6
6/11/2012,12:00,110,5.4,26.7,2.3,28.6
6/11/2012,13:00,98,6.1,23.8,1.8,29
6/11/2012,14:00,89,6.9,21.2,1.9,27.8
6/11/2012,15:00,84,7,13.6,1.6,26
6/11/2012,16:00,90,6.5,10.2,1.3,23.6
6/11/2012,17:00,92,6,9.4,1.3,21.7
6/11/2012,18:00,91,4.2,9.3,1,19.8
6/11/2012,19:00,92,2.8,17,1.1,18.7
6/11/2012,20:00,122,1.9,6.4,1.1,17.6
6/11/2012,21:00,117,0.4,40.2,0.7,16.4
6/11/2012,22:00,,0,24.9,0,14.8
6/11/2012,23:00,,0,31.3,0,14.5
7/11/2012,0:00,,0,27.6,0,13
7/11/2012,1:00,,0,15,0.1,12.6
7/11/2012,2:00,,0,43.7,0,12.9
7/11/2012,3:00,,0,7,0,12.5
7/11/2012,4:00,,0,18.4,0,11.7
7/11/2012,5:00,,0,39.3,0,15.5
7/11/2012,6:00,112,0.4,57.2,1,20.5
7/11/2012,7:00,89,3.4,18.5,1.6,21.3
7/11/2012,8:00,79,4.4,19.4,1.5,23
7/11/2012,9:00,85,4.4,20,2.4,24.5
7/11/2012,10:00,85,4.3,20.1,1.9,25.5
7/11/2012,11:00,89,4.8,23.5,1.6,26.7
7/11/2012,12:00,78,3.8,32,2.1,28.1
7/11/2012,13:00,60,3.5,33.3,2,29
7/11/2012,14:00,89,4.2,21.7,2,28.6
7/11/2012,15:00,77,4.2,18.3,1.7,28.4
7/11/2012,16:00,94,6,13.1,1.9,26.5
7/11/2012,17:00,88,5.7,9.3,1.2,23.5
7/11/2012,18:00,87,4.9,8.6,1.1,21.7
7/11/2012,19:00,95,3.7,9.9,1.1,20.7
7/11/2012,20:00,112,0.3,14.7,0.9,20
7/11/2012,21:00,124,0.1,35.5,0.3,19.4
7/11/2012,22:00,126,0.1,38.7,0.3,18.8
7/11/2012,23:00,,0,15.4,0,17.9
8/11/2012,0:00,,0,26.5,0,16.9
8/11/2012,1:00,,0,14.3,0,16.1
8/11/2012,2:00,174,0.1,64.5,0.4,15.4
8/11/2012,3:00,,0,47.4,0,14.6
8/11/2012,4:00,,0,12.3,0,14.4
8/11/2012,5:00,,0,45.8,0,17.5
8/11/2012,6:00,94,0.2,48.5,0.6,22
8/11/2012,7:00,67,2,24.7,1.8,23.3
8/11/2012,8:00,50,1.3,35.4,2,25.4
8/11/2012,9:00,50,3.2,36.5,1.8,28.1
8/11/2012,10:00,71,3.6,35.3,1.9,28.7
8/11/2012,11:00,56,3.3,32.1,2,30.6
8/11/2012,12:00,40,2.2,41.2,2.3,31.5
8/11/2012,13:00,72,2.9,41,2.4,32.2
8/11/2012,14:00,93,2.4,71.9,2.4,32.1
8/11/2012,15:00,122,6,28.6,3.2,30.4
8/11/2012,16:00,118,9.8,8.4,1.7,27
8/11/2012,17:00,109,6.8,12.7,1.8,24.6
8/11/2012,18:00,97,5.3,8.3,1.2,22.5
8/11/2012,19:00,126,3.4,9.7,0.9,21
8/11/2012,20:00,152,1,21.6,1.2,20.1
8/11/2012,21:00,151,1.4,13,1.4,19.7
8/11/2012,22:00,119,0.4,13.2,0.7,18.7
8/11/2012,23:00,,0,12.8,0,18.6
9/11/2012,0:00,136,1,7.4,1.3,19
9/11/2012,1:00,107,0.1,33.5,0.5,18.7
9/11/2012,2:00,,0,23.8,0.1,18.5
9/11/2012,3:00,110,0.1,28.4,0.3,18.6
9/11/2012,4:00,35,0.1,15.9,0.3,18.5
9/11/2012,5:00,57,0.3,16.4,0.8,19.4
9/11/2012,6:00,54,3.1,15.3,1.5,22
9/11/2012,7:00,40,1,35.7,1.3,24.4
9/11/2012,8:00,38,2.1,34.9,2,26.1
9/11/2012,9:00,51,2.6,24.3,2,26.6
9/11/2012,10:00,69,1.6,32.6,1.7,27.1
9/11/2012,11:00,179,0.2,78.9,0.9,28.6
9/11/2012,12:00,31,0.6,61,1.1,29.8
9/11/2012,13:00,310,3.5,43.5,2.7,26.6
9/11/2012,14:00,277,3.4,29,1,25.2
9/11/2012,15:00,286,0.3,82.3,1.1,24.7
9/11/2012,16:00,206,4.8,28.1,1.7,23.8
9/11/2012,17:00,134,3.5,31.7,1,21.8
9/11/2012,18:00,113,1.7,20.7,0.8,20.4
9/11/2012,19:00,120,0.8,25.9,0.9,19.2
9/11/2012,20:00,123,1.2,7.8,0.8,18.6
9/11/2012,21:00,94,0.7,8.6,0.8,18.5
9/11/2012,22:00,83,1.6,9.1,0.7,18.2
9/11/2012,23:00,87,0.7,9.7,0.6,18
10/11/2012,0:00,127,0.2,37.2,0.4,17.9
10/11/2012,1:00,123,0.2,36.1,0.4,17.9
10/11/2012,2:00,,0,20.6,0.1,17.9
10/11/2012,3:00,,0,41.9,0,18
10/11/2012,4:00,,0,7.8,0,17.9
10/11/2012,5:00,,0,9.5,0,18.1
10/11/2012,6:00,284,2.3,14.6,0.9,18.5
10/11/2012,7:00,318,2.5,16.6,1,18.5
10/11/2012,8:00,324,2.2,10,0.7,18.3
10/11/2012,9:00,328,0.5,142.7,0.9,19.7
10/11/2012,10:00,91,2.1,12.7,1.2,19.2
10/11/2012,11:00,81,1.6,20.6,0.8,19.6
10/11/2012,12:00,48,1.8,14.3,0.7,19.7
10/11/2012,13:00,59,1.2,37.5,0.9,19.9
10/11/2012,14:00,140,2.1,39.8,1.8,19.7
10/11/2012,15:00,164,1.6,16.6,1.3,19.4
10/11/2012,16:00,135,1.1,27,0.9,19
10/11/2012,17:00,87,0.4,20.2,0.7,18.3
10/11/2012,18:00,157,0.7,58.1,1.3,17.8
10/11/2012,19:00,205,2,20.1,1.4,16.6
10/11/2012,20:00,,0,31.9,0.1,16.3
10/11/2012,21:00,172,0.6,33.9,1.3,16.3
10/11/2012,22:00,176,2.5,10.7,1.3,16.3
10/11/2012,23:00,169,3.4,12.8,1.6,16.2
11/11/2012,0:00,163,2.7,16.5,1.4,15.7
11/11/2012,1:00,139,2.1,22.1,1,15.4
11/11/2012,2:00,138,2.6,20.6,1.4,15.3
11/11/2012,3:00,145,3.4,19.3,1.5,15.2
11/11/2012,4:00,157,4.1,13.4,1.7,15
11/11/2012,5:00,172,3.9,19.7,1.2,15.3
11/11/2012,6:00,155,4.5,15.1,1.4,16.3
11/11/2012,7:00,151,5,15.3,1.6,17.1
11/11/2012,8:00,155,8,15.4,3.3,18.9
11/11/2012,9:00,155,10.3,13.2,2.3,19.7
11/11/2012,10:00,155,9.5,12.1,2,20.2
11/11/2012,11:00,161,8.9,12.3,1.9,21.4
11/11/2012,12:00,159,9.4,15,2,22
11/11/2012,13:00,152,9.5,15.7,2.3,21.7
11/11/2012,14:00,156,9.4,13.2,2.2,21.8
11/11/2012,15:00,162,9.5,11.3,1.9,22.2
11/11/2012,16:00,163,9.6,11.1,2.2,21
11/11/2012,17:00,164,7.4,10.6,1.9,19.1
11/11/2012,18:00,160,5,10.9,1.1,17.4
11/11/2012,19:00,152,5.2,8.5,1,16.4
11/11/2012,20:00,146,5.4,10.5,1.3,15.7
11/11/2012,21:00,145,4.6,11.8,1.2,15.2
11/11/2012,22:00,133,2.9,14.9,1.1,14.6
11/11/2012,23:00,160,0.7,40.5,1.1,13.5
12/11/2012,0:00,154,0.9,34.2,1.2,13
12/11/2012,1:00,147,1.5,81.7,1.7,12
12/11/2012,2:00,150,3.4,9.6,1.1,12.9
12/11/2012,3:00,163,2.7,13.5,0.9,12
12/11/2012,4:00,175,1.2,32.9,0.8,10.9
12/11/2012,5:00,325,0.4,47.5,0.7,13.8
12/11/2012,6:00,151,4.1,44.5,1.9,16.6
12/11/2012,7:00,138,5.4,17.6,1.3,18.7
12/11/2012,8:00,126,5.4,18.3,1.4,20.2
12/11/2012,9:00,129,5.2,20.6,2,21.2
12/11/2012,10:00,127,4.2,25.9,1.6,22.2
12/11/2012,11:00,88,3.6,33.7,1.9,25.3
12/11/2012,12:00,109,2.4,49.3,1.7,25.2
12/11/2012,13:00,77,3.6,27.4,1.7,26.3
12/11/2012,14:00,90,5.1,20.2,1.9,25.8
12/11/2012,15:00,97,5.5,17.4,2.1,24.4
12/11/2012,16:00,83,6.5,13.4,1.7,23.3
12/11/2012,17:00,85,5.8,9.8,1.5,20.1
12/11/2012,18:00,83,3.9,11.8,0.9,17.8
12/11/2012,19:00,74,1.5,16.2,0.8,16.1
12/11/2012,20:00,88,0.1,27.3,0.2,14.4
12/11/2012,21:00,204,0.1,74.6,0.2,12.6
12/11/2012,22:00,,0,12.9,0,11.9
12/11/2012,23:00,,0,21.6,0,10.9
13/11/2012,0:00,274,0.3,109.8,0.6,10.1
13/11/2012,1:00,292,2.2,5.6,0.5,10.2
13/11/2012,2:00,289,2.6,2.9,0.4,9.8
13/11/2012,3:00,288,2.5,2,0.2,9.2
13/11/2012,4:00,291,2.9,4.9,0.3,9.3
13/11/2012,5:00,285,2.7,8.4,0.4,11.5
13/11/2012,6:00,277,2.4,13.6,0.9,15.4
13/11/2012,7:00,101,0.3,124.6,0.8,20
13/11/2012,8:00,56,2.5,31.6,1.3,22.3
13/11/2012,9:00,72,2.8,33.4,1.3,24.1
13/11/2012,10:00,83,2.6,37.4,1.5,26.4
13/11/2012,11:00,93,2.3,55.4,1.9,27.9
13/11/2012,12:00,95,1.8,45.5,1.3,29.2
13/11/2012,13:00,84,3,37.5,1.7,29.4
13/11/2012,14:00,87,4.2,25.8,1.5,29.4
13/11/2012,15:00,76,4.1,19.5,1.1,29.2
13/11/2012,16:00,54,3.7,17,1.1,28.1
13/11/2012,17:00,49,2.8,9.3,1.1,25.2
13/11/2012,18:00,75,2.4,14.6,1,22.1
13/11/2012,19:00,87,2.2,12.4,0.6,20.2
13/11/2012,20:00,149,3,12.8,0.9,18.9
13/11/2012,21:00,157,2.9,10.5,1.2,18
13/11/2012,22:00,162,1.4,20.4,1.4,16.9
13/11/2012,23:00,,0,40.3,0,14.6
14/11/2012,0:00,,0,3.8,0,13.3
14/11/2012,1:00,284,0.6,14.9,0.7,12.7
14/11/2012,2:00,293,2.5,6.1,0.7,12.6
14/11/2012,3:00,288,1.1,11.6,0.9,12
14/11/2012,4:00,294,1.4,10.7,0.6,11.4
14/11/2012,5:00,287,1.2,21.9,0.8,13.7
14/11/2012,6:00,332,0.1,143.8,0.3,15.1
14/11/2012,7:00,63,0.2,48.8,0.5,19.7
14/11/2012,8:00,81,1,47,1.1,22.9
14/11/2012,9:00,67,1.6,44.9,1.4,25.8
14/11/2012,10:00,85,2.8,36.9,1.8,28
14/11/2012,11:00,79,3.4,32.8,1.5,29.8
14/11/2012,12:00,61,3.4,31.9,1.6,31.4
14/11/2012,13:00,68,3.7,27,1.6,32
14/11/2012,14:00,70,4.9,22.2,1.3,32
14/11/2012,15:00,54,5.3,14.2,1.2,31.7
14/11/2012,16:00,62,5.4,10.9,1.2,30.5
14/11/2012,17:00,59,4.3,10.3,1,27.5
14/11/2012,18:00,62,3.4,10.7,1,24.4
14/11/2012,19:00,94,2,18.8,0.5,22.2
14/11/2012,20:00,145,2.1,22.3,1.1,21.1
14/11/2012,21:00,130,2.7,12.2,0.6,20.7
14/11/2012,22:00,140,1.5,12.1,0.7,18.4
14/11/2012,23:00,193,0.7,66.7,1.1,16.6
15/11/2012,0:00,250,0.7,45.5,1,15.3
15/11/2012,1:00,270,0.6,39.4,0.9,14.3
15/11/2012,2:00,265,0.3,21,0.7,13.4
15/11/2012,3:00,285,1.8,19.8,1.1,13.9
15/11/2012,4:00,280,2.6,21.9,0.9,13.7
15/11/2012,5:00,279,1.5,13.5,1.3,15.7
15/11/2012,6:00,286,0.6,123.8,1,20.9
15/11/2012,7:00,95,0.3,69.4,0.8,23.8
15/11/2012,8:00,57,0.9,48.2,1,25.5
15/11/2012,9:00,65,1.5,51.8,1.1,28.1
15/11/2012,10:00,98,2.4,39.4,1.7,30.3
15/11/2012,11:00,95,4.1,29.4,1.7,31.6
15/11/2012,12:00,79,5.2,22.2,1.6,33.7
15/11/2012,13:00,72,6.5,17.4,2,34.7
15/11/2012,14:00,54,5.6,17.8,1.6,33.7
15/11/2012,15:00,57,5.2,23.6,1.5,32.2
15/11/2012,16:00,21,4.9,20.8,1.7,32.3
15/11/2012,17:00,37,2.6,24.2,1.3,30.2
15/11/2012,18:00,101,3,10.3,1,26.7
15/11/2012,19:00,123,3.4,25.2,0.9,25.2
15/11/2012,20:00,115,3.1,9.9,0.7,24.1
15/11/2012,21:00,149,2.5,14.8,0.6,22.6
15/11/2012,22:00,123,2.4,20,0.8,21.8
15/11/2012,23:00,129,1.6,45.1,1.2,20.7
16/11/2012,0:00,191,0.3,35.6,0.6,18.5
16/11/2012,1:00,168,2,17.5,0.7,17.9
16/11/2012,2:00,216,0.2,87.8,0.7,16.5
16/11/2012,3:00,301,0.3,124.8,0.7,14.6
16/11/2012,4:00,306,0.1,19.4,0.3,13.8
16/11/2012,5:00,282,0.4,13.1,0.6,16.8
16/11/2012,6:00,95,0.2,50.6,0.4,21.2
16/11/2012,7:00,49,0.5,67,0.8,24.9
16/11/2012,8:00,50,1.3,36.9,1,28.2
16/11/2012,9:00,100,1.7,49.6,1.2,30
16/11/2012,10:00,119,1.9,62.2,1.7,33
16/11/2012,11:00,110,3.1,32.1,1.6,35
16/11/2012,12:00,351,3,151.3,3.3,37.2
16/11/2012,13:00,360,5.7,25.9,1.9,37.1
16/11/2012,14:00,12,6.7,24.9,2,36.8
16/11/2012,15:00,16,7.2,22.7,1.9,35.7
16/11/2012,16:00,15,7,25.5,1.9,34.3
16/11/2012,17:00,18,3.5,21.2,1.6,31.3
16/11/2012,18:00,23,2.5,15.8,0.8,29.3
16/11/2012,19:00,257,4.7,32.7,1.6,28.3
16/11/2012,20:00,195,3.1,51.2,2,25.7
16/11/2012,21:00,150,3.9,15.1,1,23.9
16/11/2012,22:00,126,4.1,10.6,0.9,22.8
16/11/2012,23:00,111,3.6,15.9,1.1,22.1
17/11/2012,0:00,95,2.9,14.3,1,21.4
17/11/2012,1:00,73,2,74.3,2.7,20.7
17/11/2012,2:00,60,4.2,12.4,1.4,20.2
17/11/2012,3:00,92,1.4,31,1.1,19.9
17/11/2012,4:00,176,0.7,28.2,1,19.3
17/11/2012,5:00,159,0.3,56.3,0.6,20.5
17/11/2012,6:00,143,1.1,38.9,1.2,22.3
17/11/2012,7:00,119,2.3,32.5,1.2,24.6
17/11/2012,8:00,137,2.7,37.5,1.5,24.5
17/11/2012,9:00,191,4.8,50.5,3.2,19.8
17/11/2012,10:00,76,2.9,21.8,1.4,23.7
17/11/2012,11:00,59,4.2,32,2.2,22.2
17/11/2012,12:00,86,2.9,31.8,1.5,23.6
17/11/2012,13:00,109,2,21.8,1.4,26.3
17/11/2012,14:00,111,3.5,16.7,1.4,26.4
17/11/2012,15:00,110,6.4,11.1,1.4,25.7
17/11/2012,16:00,129,6.6,19.8,1.3,23.5
17/11/2012,17:00,131,8.5,8.8,2.1,22.5
17/11/2012,18:00,152,6.7,37.4,2.9,20.4
17/11/2012,19:00,87,1.7,108.7,3.1,17.5
17/11/2012,20:00,98,4.6,35.9,2.3,17.7
17/11/2012,21:00,29,1.9,139.1,1.7,16.9
17/11/2012,22:00,65,1.7,96.5,1.7,16.4
17/11/2012,23:00,79,3.1,32.8,1.8,16.2
18/11/2012,0:00,166,4.3,12.8,1.2,16.1
18/11/2012,1:00,241,2,36.1,0.7,15.9
18/11/2012,2:00,332,1.4,49.2,0.9,15.8
18/11/2012,3:00,257,1.1,33.5,0.7,15.6
18/11/2012,4:00,10,0.7,155.3,0.4,15.6
18/11/2012,5:00,52,1.2,38,0.7,15.9
18/11/2012,6:00,154,0.7,27.4,0.3,16.8
18/11/2012,7:00,181,0.3,75.7,0.1,18.7
18/11/2012,8:00,131,1.7,25.3,1.1,20.2
18/11/2012,9:00,132,2.8,17.2,1.1,22.2
18/11/2012,10:00,98,4.2,15.6,1.1,23.6
18/11/2012,11:00,86,3.7,20.7,1.1,23.4
18/11/2012,12:00,135,3.4,30.7,2.1,23.6
18/11/2012,13:00,146,2.9,44.1,1.6,26.2
18/11/2012,14:00,74,4.1,13.5,1.2,25.5
18/11/2012,15:00,56,3.6,16.6,1.1,23.9
18/11/2012,16:00,91,2.4,15.7,0.9,25
18/11/2012,17:00,115,4.1,24.6,2.2,22.8
18/11/2012,18:00,147,2,36.1,1.4,19.4
18/11/2012,19:00,155,0.4,41.1,0.8,18.5
18/11/2012,20:00,177,1.3,27,0.6,18.1
18/11/2012,21:00,195,0.1,86.4,0.3,17.5
18/11/2012,22:00,271,0.1,109.8,0.3,17.1
18/11/2012,23:00,336,0.4,157,0.8,16.8
19/11/2012,0:00,331,0.9,140.6,1.1,16.1
19/11/2012,1:00,,0,6.8,0,16.6
19/11/2012,2:00,,0,18.9,0,17.3
19/11/2012,3:00,25,0.1,12.9,0.2,17
19/11/2012,4:00,266,0.2,127.5,0.4,16.4
19/11/2012,5:00,289,1.9,15.6,1,17.6
19/11/2012,6:00,292,3.2,8,0.8,19.7
19/11/2012,7:00,277,3.1,14.9,1,22.2
19/11/2012,8:00,274,1.4,28.3,1.2,25.8
19/11/2012,9:00,26,0.5,161,1.2,29.1
19/11/2012,10:00,284,6,39,3.4,30.3
19/11/2012,11:00,289,8.6,13.7,2.3,30.7
19/11/2012,12:00,293,7.9,19.8,2.4,31.1
19/11/2012,13:00,288,8.6,10.1,1.9,31.3
19/11/2012,14:00,291,7.1,19.5,2.2,32.1
19/11/2012,15:00,272,8.4,16.3,1.9,31.7
19/11/2012,16:00,251,7.4,9.8,1.7,30.8
19/11/2012,17:00,242,4.5,9.9,2.3,27.9
19/11/2012,18:00,124,1.1,105.4,2.6,22.2
19/11/2012,19:00,141,5.4,14.7,1.2,20.7
19/11/2012,20:00,139,5.5,15.2,1.7,20.3
19/11/2012,21:00,152,6.6,10.7,1.9,18.8
19/11/2012,22:00,147,3.7,13.8,1.3,17.8
19/11/2012,23:00,114,1.4,24.6,0.7,16.9
20/11/2012,0:00,89,1.1,20,1,16
20/11/2012,1:00,80,1.3,12,0.9,14.9
20/11/2012,2:00,73,0.3,26.9,0.5,14
20/11/2012,3:00,,0,18.4,0.1,13.3
20/11/2012,4:00,140,0.5,16.1,0.7,13.7
20/11/2012,5:00,140,1,21,1.4,16.2
20/11/2012,6:00,153,4.2,13.7,1.1,17.5
20/11/2012,7:00,131,2.8,20.7,1.1,20
20/11/2012,8:00,117,2.3,41.8,1.7,22.9
20/11/2012,9:00,148,2,58.8,1.7,24.2
20/11/2012,10:00,92,1.2,67.6,1.4,26.4
20/11/2012,11:00,48,2.3,50.5,1.4,27.1
20/11/2012,12:00,37,2.8,31.8,2.1,28
20/11/2012,13:00,36,3.1,30.4,1.7,28.4
20/11/2012,14:00,34,2.3,31.6,1.5,28.8
20/11/2012,15:00,41,2.2,26.8,1.4,28.7
20/11/2012,16:00,135,4.8,20.1,1.7,26.8
20/11/2012,17:00,103,5.1,18.3,1.2,23.7
20/11/2012,18:00,97,3,13.2,1.3,20.7
20/11/2012,19:00,102,1.7,7.6,0.8,19.2
20/11/2012,20:00,121,3.3,14.2,1.5,18.9
20/11/2012,21:00,126,3.8,11.6,1.1,18.3
20/11/2012,22:00,113,2.9,11,1,17.4
20/11/2012,23:00,105,3.2,15.9,0.8,16.7
21/11/2012,0:00,87,0.7,22.3,0.8,15.1
21/11/2012,1:00,2,0.2,156.5,0.5,13.8
21/11/2012,2:00,11,0.8,185.4,1,13.4
21/11/2012,3:00,,0,57.5,0,12.1
21/11/2012,4:00,281,0.2,47.3,0.8,11.9
21/11/2012,5:00,292,2.9,10.7,0.6,14.3
21/11/2012,6:00,285,1,58.2,1.1,18.6
21/11/2012,7:00,127,1.3,46.4,1.4,21.5
21/11/2012,8:00,113,1.9,47.9,1.6,23.6
21/11/2012,9:00,97,1.1,40.2,1.5,26
21/11/2012,10:00,74,0.6,95,1.3,27.7
21/11/2012,11:00,49,1.9,45.3,2,28.4
21/11/2012,12:00,16,3.3,28.5,1.8,27.7
21/11/2012,13:00,63,1.7,54.2,1.8,29.6
21/11/2012,14:00,77,2.3,34.4,1.6,29.6
21/11/2012,15:00,99,2.3,31.4,2.5,29.3
21/11/2012,16:00,89,7.4,10.1,1.4,26
21/11/2012,17:00,94,6.3,9.9,1.4,23.2
21/11/2012,18:00,108,4.4,12.1,1.3,21.1
21/11/2012,19:00,123,3.6,10.5,0.7,19.8
21/11/2012,20:00,135,2.8,7,0.8,19
21/11/2012,21:00,144,1.5,9.1,1.1,18.3
21/11/2012,22:00,156,0.9,8.3,0.8,17.4
21/11/2012,23:00,,0,24.2,0,16.2
22/11/2012,0:00,,0,39.5,0.1,15.2
22/11/2012,1:00,263,0.3,11,0.5,15
22/11/2012,2:00,,0,45.6,0,15.3
22/11/2012,3:00,,0,25.9,0,14.7
22/11/2012,4:00,,0,68.4,0,14.4
22/11/2012,5:00,353,0.1,149.9,0.2,16.9
22/11/2012,6:00,43,0.2,36,0.5,20.8
22/11/2012,7:00,62,0.1,82.6,0.7,22.9
22/11/2012,8:00,96,0.9,59.1,1,24.8
22/11/2012,9:00,101,1.1,40.8,1.2,26.6
22/11/2012,10:00,49,1.6,31.4,1.6,28.9
22/11/2012,11:00,57,1.6,30.2,1.8,30.5
22/11/2012,12:00,69,1.7,37.2,1.8,32.5
22/11/2012,13:00,82,4.6,18.2,1.6,32.2
22/11/2012,14:00,93,6.6,21.6,2,30.2
22/11/2012,15:00,122,2.9,85,3.5,22.8
22/11/2012,16:00,305,0.6,103.1,1.1,21.3
22/11/2012,17:00,220,1,74.6,1.6,21.3
22/11/2012,18:00,217,1.7,45.3,1.5,20.1
22/11/2012,19:00,148,4.9,13.2,0.9,20.1
22/11/2012,20:00,142,4.7,8.2,1,19.6
22/11/2012,21:00,135,4.4,8.9,1.1,19.4
22/11/2012,22:00,131,2.6,9.5,0.7,19.4
22/11/2012,23:00,97,1,12.6,0.8,18.8
23/11/2012,0:00,2,0.2,154.8,0.4,18.8
23/11/2012,1:00,105,0.1,30.9,0.2,18.9
23/11/2012,2:00,108,2.2,10.4,0.8,18.9
23/11/2012,3:00,106,0.3,14.7,0.6,18.9
23/11/2012,4:00,124,0.8,34.7,0.8,18.9
23/11/2012,5:00,118,2,9.3,1.3,20.1
23/11/2012,6:00,100,3,16.9,1,22
23/11/2012,7:00,89,3.4,17.2,1.3,23.6
23/11/2012,8:00,86,3.8,17.6,1.1,24.9
23/11/2012,9:00,94,4.1,17,1.3,25.3
23/11/2012,10:00,97,4.3,18.5,1.4,26.9
23/11/2012,11:00,87,3.5,21.6,1.5,26.6
23/11/2012,12:00,87,4,21.6,1.2,27.1
23/11/2012,13:00,101,3.6,16.6,1.4,25.8
23/11/2012,14:00,102,4.3,17.7,1.5,27.3
23/11/2012,15:00,92,5.7,12.4,1.6,26.9
23/11/2012,16:00,100,6.7,12.5,1.3,25.3
23/11/2012,17:00,98,6.3,10.7,1.5,23.4
23/11/2012,18:00,91,5.3,9.4,1.3,21.9
23/11/2012,19:00,101,5.3,10.7,1.6,21.1
23/11/2012,20:00,109,4.1,11.8,1.5,20
23/11/2012,21:00,140,2.7,6.8,1.1,19
23/11/2012,22:00,136,0.7,8.8,1.3,17.9
23/11/2012,23:00,,0,43.8,0,16.5
24/11/2012,0:00,,0,23.2,0,15.5
24/11/2012,1:00,192,0.1,30.6,0.4,14.7
24/11/2012,2:00,,0,25.6,0,14.8
24/11/2012,3:00,,0,41.9,0,15.6
24/11/2012,4:00,,0,32.9,0,15.8
24/11/2012,5:00,,0,43.2,0,17.5
24/11/2012,6:00,86,0.2,47.7,0.5,21
