Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (percent),Rainfall (mm)
04/11/2011,16:00,93,2.7,17.6,1.0,22.0,59.2,0.0
04/11/2011,17:00,92,2.1,20.6,0.8,21.3,59.3,0.0
04/11/2011,18:00,93,1.8,20.7,0.7,20.7,58.9,0.0
04/11/2011,19:00,106,0.8,34.6,0.6,20.2,63.2,0.0
04/11/2011,20:00,150,0.3,55.2,0.3,19.3,65.9,0.0
04/11/2011,21:00,241,0.3,79.8,0.3,18.6,68.3,0.0
04/11/2011,22:00,273,0.2,60.6,0.2,17.9,71.1,0.0
04/11/2011,23:00,242,0.2,63.5,0.2,17.5,72.5,0.0
05/11/2011,00:00,219,0.4,33.2,0.2,16.5,78.6,0.0
05/11/2011,01:00,202,0.5,35.0,0.3,15.5,82.2,0.0
05/11/2011,02:00,212,0.6,20.8,0.4,15.0,85.1,0.0
05/11/2011,03:00,213,1.1,16.6,0.4,14.8,86.4,0.0
05/11/2011,04:00,205,0.9,19.3,0.3,15.0,86.1,0.0
05/11/2011,05:00,192,0.8,14.2,0.3,15.3,83.8,0.0
05/11/2011,06:00,197,0.9,19.0,0.4,16.7,79.9,0.0
05/11/2011,07:00,208,0.8,32.6,0.5,19.4,69.6,0.0
05/11/2011,08:00,145,0.8,51.7,0.5,21.9,57.6,0.0
05/11/2011,09:00,86,0.9,57.5,0.7,22.0,56.2,0.0
05/11/2011,10:00,2,1.5,22.9,0.7,21.1,63.1,0.0
05/11/2011,11:00,48,1.1,42.3,0.6,21.9,59.9,0.0
05/11/2011,12:00,94,1.8,27.2,0.7,22.7,54.4,0.0
05/11/2011,13:00,74,1.4,41.3,0.8,23.5,48.9,0.0
05/11/2011,14:00,73,1.3,48.6,0.8,23.9,47.7,0.0
05/11/2011,15:00,69,1.4,34.9,0.7,23.8,49.5,0.0
05/11/2011,16:00,64,1.8,20.9,0.8,22.7,51.5,0.0
05/11/2011,17:00,72,1.9,17.6,0.7,21.8,56.5,0.0
05/11/2011,18:00,71,1.9,14.3,0.6,20.5,62.5,0.0
05/11/2011,19:00,58,1.1,22.6,0.6,19.5,65.9,0.0
05/11/2011,20:00,46,0.7,27.5,0.4,18.9,67.2,0.0
05/11/2011,21:00,353,0.4,162.6,0.2,18.0,71.1,0.0
05/11/2011,22:00,234,0.1,82.6,0.1,17.7,72.6,0.0
05/11/2011,23:00,206,0.4,14.1,0.2,17.0,75.8,0.0
06/11/2011,00:00,217,0.8,12.2,0.3,16.1,79.7,0.0
06/11/2011,01:00,217,0.9,15.7,0.3,15.4,83.4,0.0
06/11/2011,02:00,217,0.8,17.4,0.4,14.8,85.0,0.0
06/11/2011,03:00,219,0.5,21.7,0.4,14.1,87.2,0.0
06/11/2011,04:00,214,0.7,18.5,0.4,13.7,88.4,0.0
06/11/2011,05:00,224,0.9,14.8,0.4,14.0,88.9,0.0
06/11/2011,06:00,226,0.7,28.5,0.5,15.8,82.5,0.0
06/11/2011,07:00,167,0.3,77.2,0.4,18.9,69.4,0.0
06/11/2011,08:00,40,1.1,45.0,0.7,21.4,59.1,0.0
06/11/2011,09:00,18,1.4,161.4,0.8,23.0,53.2,0.0
06/11/2011,10:00,46,1.1,51.8,0.8,24.0,47.7,0.0
06/11/2011,11:00,37,1.2,50.9,0.8,24.8,47.5,0.0
06/11/2011,12:00,45,1.4,43.5,0.9,25.7,45.2,0.0
06/11/2011,13:00,9,1.2,177.1,0.7,26.5,42.8,0.0
06/11/2011,14:00,14,1.3,178.1,0.9,27.1,40.5,0.0
06/11/2011,15:00,41,1.7,33.9,0.8,26.8,41.0,0.0
06/11/2011,16:00,32,2.0,27.2,0.9,25.5,46.2,0.0
06/11/2011,17:00,29,1.6,25.5,0.7,23.0,53.5,0.0
06/11/2011,18:00,44,1.2,21.5,0.5,21.5,57.2,0.0
06/11/2011,19:00,50,1.2,21.3,0.5,20.9,60.7,0.0
06/11/2011,20:00,69,1.1,16.0,0.5,19.7,65.3,0.0
06/11/2011,21:00,18,0.2,174.9,0.2,18.6,69.5,0.0
06/11/2011,22:00,286,0.1,142.1,0.2,18.1,71.9,0.0
06/11/2011,23:00,222,0.7,16.5,0.3,18.1,73.9,0.0
07/11/2011,00:00,229,0.2,79.8,0.2,17.1,76.0,0.0
07/11/2011,01:00,211,0.6,33.5,0.4,16.7,80.6,0.0
07/11/2011,02:00,225,0.7,22.9,0.3,15.8,82.4,0.0
07/11/2011,03:00,209,0.3,49.1,0.3,15.3,84.4,0.0
07/11/2011,04:00,213,0.5,14.5,0.3,14.7,86.8,0.0
07/11/2011,05:00,210,0.8,19.2,0.4,14.8,86.5,0.0
07/11/2011,06:00,262,0.1,78.9,0.2,16.6,80.3,0.0
07/11/2011,07:00,72,0.9,44.2,0.5,20.5,64.1,0.0
07/11/2011,08:00,56,1.1,52.1,0.6,22.0,56.9,0.0
07/11/2011,09:00,34,1.6,37.6,0.9,23.3,53.9,0.0
07/11/2011,10:00,50,1.0,63.6,0.8,24.3,50.1,0.0
07/11/2011,11:00,22,0.9,158.9,0.9,25.3,45.7,0.0
07/11/2011,12:00,4,1.3,43.3,0.7,26.4,41.2,0.0
07/11/2011,13:00,28,1.3,52.3,0.9,26.9,37.0,0.0
07/11/2011,14:00,34,1.5,44.1,0.8,27.5,38.2,0.0
07/11/2011,15:00,40,1.5,35.1,0.9,27.5,39.8,0.0
07/11/2011,16:00,23,1.7,30.7,0.8,26.7,43.5,0.0
07/11/2011,17:00,34,1.5,24.8,0.7,25.0,49.5,0.0
07/11/2011,18:00,36,1.3,27.0,0.6,22.7,58.9,0.0
07/11/2011,19:00,50,1.3,23.0,0.6,21.0,65.0,0.0
07/11/2011,20:00,61,1.3,15.0,0.4,20.2,67.7,0.0
07/11/2011,21:00,30,0.1,131.6,0.4,18.8,71.5,0.0
07/11/2011,22:00,210,0.3,33.1,0.2,18.2,74.6,0.0
07/11/2011,23:00,219,0.6,14.7,0.5,17.5,78.7,0.0
08/11/2011,00:00,202,0.5,30.3,0.3,16.8,81.1,0.0
08/11/2011,01:00,217,0.5,23.7,0.3,16.8,81.9,0.0
08/11/2011,02:00,219,0.8,24.1,0.4,16.3,83.5,0.0
08/11/2011,03:00,208,0.6,27.1,0.3,16.1,84.2,0.0
08/11/2011,04:00,217,0.7,22.8,0.4,15.6,86.7,0.0
08/11/2011,05:00,219,0.7,15.8,0.3,15.3,87.5,0.0
08/11/2011,06:00,204,0.2,121.1,0.3,17.5,80.2,0.0
08/11/2011,07:00,68,1.1,36.0,0.6,20.5,66.5,0.0
08/11/2011,08:00,22,0.9,134.7,0.9,22.3,58.0,0.0
08/11/2011,09:00,358,1.1,51.8,0.7,23.4,52.5,0.0
08/11/2011,10:00,42,1.1,57.7,0.7,24.7,48.8,0.0
08/11/2011,11:00,11,1.0,55.2,0.8,26.0,44.2,0.0
08/11/2011,12:00,55,1.1,56.1,0.9,26.8,42.3,0.0
08/11/2011,13:00,63,1.6,43.0,0.9,27.6,38.3,0.0
08/11/2011,14:00,34,1.3,158.8,0.8,29.0,35.4,0.0
08/11/2011,15:00,34,1.7,32.1,0.9,28.4,38.4,0.0
08/11/2011,16:00,32,1.9,28.2,0.9,27.1,44.9,0.0
08/11/2011,17:00,36,1.8,27.0,0.9,25.2,52.8,0.0
08/11/2011,18:00,53,1.6,24.2,0.7,22.7,62.6,0.0
08/11/2011,19:00,62,1.4,19.0,0.5,21.2,67.0,0.0
08/11/2011,20:00,56,0.6,87.8,0.5,20.2,71.5,0.0
08/11/2011,21:00,342,0.1,113.1,0.2,19.2,76.9,0.0
08/11/2011,22:00,266,0.3,47.9,0.1,18.9,78.2,0.0
08/11/2011,23:00,213,0.6,26.9,0.4,18.7,78.1,0.0
09/11/2011,00:00,213,0.1,107.4,0.3,18.3,80.4,0.0
09/11/2011,01:00,228,0.5,34.1,0.4,18.0,82.5,0.0
09/11/2011,02:00,93,0.1,115.0,0.3,17.6,84.9,0.0
09/11/2011,03:00,209,0.3,75.7,0.3,17.2,86.9,0.0
09/11/2011,04:00,210,0.3,79.8,0.3,16.3,88.2,0.0
09/11/2011,05:00,220,0.5,50.3,0.5,16.5,89.0,0.0
09/11/2011,06:00,230,0.5,45.8,0.3,18.2,83.9,0.0
09/11/2011,07:00,351,0.6,149.3,0.7,21.3,66.6,0.0
09/11/2011,08:00,335,1.7,22.9,0.8,22.6,58.0,0.0
09/11/2011,09:00,4,1.6,172.2,0.9,23.9,52.2,0.0
09/11/2011,10:00,9,1.2,178.8,0.8,25.7,46.4,0.0
09/11/2011,11:00,9,1.7,175.7,0.9,26.6,42.2,0.0
09/11/2011,12:00,26,1.3,43.8,0.9,28.0,39.3,0.0
09/11/2011,13:00,48,1.4,39.2,0.8,28.4,38.2,0.0
09/11/2011,14:00,48,1.6,37.0,0.8,29.4,36.3,0.0
09/11/2011,15:00,36,1.8,30.3,0.9,29.3,39.2,0.0
09/11/2011,16:00,25,2.0,27.2,0.9,27.8,43.0,0.0
09/11/2011,17:00,26,1.5,25.9,0.7,26.6,49.0,0.0
09/11/2011,18:00,40,0.9,29.8,0.5,24.1,57.1,0.0
09/11/2011,19:00,50,1.1,23.5,0.5,22.5,62.8,0.0
09/11/2011,20:00,63,1.2,17.3,0.4,21.1,70.8,0.0
09/11/2011,21:00,60,0.5,144.7,0.5,20.3,76.4,0.0
09/11/2011,22:00,280,0.2,138.6,0.2,19.2,80.7,0.0
09/11/2011,23:00,87,0.2,130.0,0.3,19.1,83.4,0.0
10/11/2011,00:00,80,0.2,94.5,0.3,19.2,82.9,0.0
10/11/2011,01:00,49,0.3,53.6,0.2,19.4,83.1,0.0
10/11/2011,02:00,97,0.1,111.6,0.2,18.8,85.3,0.0
10/11/2011,03:00,283,0.1,147.5,0.2,18.2,87.7,0.0
10/11/2011,04:00,264,0.2,120.9,0.2,17.8,88.6,0.0
10/11/2011,05:00,196,0.2,76.2,0.3,17.7,89.2,0.0
10/11/2011,06:00,73,0.6,74.7,0.6,19.1,84.6,0.0
10/11/2011,07:00,23,0.7,145.5,0.6,21.7,70.1,0.0
10/11/2011,08:00,348,2.0,28.6,0.9,23.5,55.2,0.0
10/11/2011,09:00,343,2.2,17.9,0.8,25.4,50.2,0.0
10/11/2011,10:00,353,2.1,28.6,1.0,26.7,46.0,0.0
10/11/2011,11:00,328,1.7,40.7,0.9,28.3,41.1,0.0
10/11/2011,12:00,316,1.8,41.4,1.1,29.9,38.2,0.0
10/11/2011,13:00,298,1.6,43.6,1.0,31.3,36.0,0.0
10/11/2011,14:00,319,1.0,72.3,0.9,32.0,33.1,0.0
10/11/2011,15:00,104,0.8,57.8,0.8,31.9,33.0,0.0
10/11/2011,16:00,46,1.5,33.4,0.8,31.0,39.3,0.0
10/11/2011,17:00,29,1.5,29.6,0.8,27.6,49.3,0.0
10/11/2011,18:00,35,1.4,28.6,0.6,25.2,56.7,0.0
10/11/2011,19:00,41,0.9,28.9,0.5,23.9,63.4,0.0
10/11/2011,20:00,64,1.1,26.5,0.4,23.1,65.5,0.0
10/11/2011,21:00,46,0.1,149.3,0.3,22.4,67.6,0.0
10/11/2011,22:00,60,0.3,61.8,0.2,21.8,70.3,0.0
10/11/2011,23:00,,0.0,129.3,0.2,21.3,70.9,0.0
11/11/2011,00:00,184,0.2,65.8,0.1,20.7,73.7,0.0
11/11/2011,01:00,237,0.3,49.0,0.2,20.6,76.9,0.0
11/11/2011,02:00,191,0.3,45.0,0.2,20.1,79.3,0.0
11/11/2011,03:00,211,0.6,25.6,0.4,19.7,80.5,0.0
11/11/2011,04:00,190,0.6,25.4,0.3,19.8,79.8,0.0
11/11/2011,05:00,208,0.6,30.7,0.4,20.0,77.8,0.0
11/11/2011,06:00,209,0.7,26.1,0.4,21.0,76.0,0.0
11/11/2011,07:00,170,0.5,64.7,0.4,23.6,67.7,0.0
11/11/2011,08:00,203,0.8,44.2,0.6,24.2,63.6,0.0
11/11/2011,09:00,200,0.8,46.0,0.6,25.4,59.9,0.0
11/11/2011,10:00,174,0.7,55.9,0.6,26.8,53.4,0.0
11/11/2011,11:00,204,1.3,38.5,0.9,28.1,49.1,0.0
11/11/2011,12:00,210,0.8,62.4,0.8,28.2,46.9,0.0
11/11/2011,13:00,168,0.8,57.5,0.7,28.6,45.5,0.0
11/11/2011,14:00,104,2.4,22.7,1.0,27.5,52.9,0.0
11/11/2011,15:00,105,1.4,40.7,1.0,25.9,59.4,0.4
11/11/2011,16:00,199,1.3,47.9,1.0,25.0,58.6,0.0
11/11/2011,17:00,203,1.4,27.1,0.8,23.8,62.4,0.0
11/11/2011,18:00,213,1.5,21.6,0.7,22.4,67.1,0.0
11/11/2011,19:00,217,1.3,19.1,0.7,21.7,71.2,0.0
11/11/2011,20:00,211,1.1,20.4,0.6,21.0,74.1,0.0
11/11/2011,21:00,218,1.2,14.9,0.5,20.7,75.5,0.0
11/11/2011,22:00,218,1.5,15.1,0.7,20.5,74.6,0.0
11/11/2011,23:00,215,1.2,19.2,0.6,20.2,75.9,0.0
12/11/2011,00:00,206,0.9,19.3,0.4,20.3,75.5,0.0
12/11/2011,01:00,206,0.6,22.6,0.3,19.6,80.3,0.6
12/11/2011,02:00,211,0.9,18.3,0.4,19.4,81.1,0.0
12/11/2011,03:00,203,0.8,21.4,0.4,19.7,79.2,0.0
12/11/2011,04:00,202,0.8,22.7,0.4,19.5,80.8,0.0
12/11/2011,05:00,202,0.6,37.1,0.4,19.2,85.8,0.0
12/11/2011,06:00,210,0.7,29.0,0.4,20.0,83.5,0.0
12/11/2011,07:00,232,0.6,44.1,0.4,22.1,75.0,0.0
12/11/2011,08:00,351,0.8,60.8,0.8,23.5,63.6,0.0
12/11/2011,09:00,5,1.4,176.3,0.7,24.6,56.6,0.0
12/11/2011,10:00,39,1.2,45.2,0.8,25.9,51.2,0.0
12/11/2011,11:00,35,1.4,40.6,0.9,26.6,49.7,0.0
12/11/2011,12:00,15,1.5,168.7,0.9,27.7,46.6,0.0
12/11/2011,13:00,73,1.7,27.6,0.8,27.2,47.7,0.0
12/11/2011,14:00,69,2.0,27.0,1.0,27.0,47.3,0.0
12/11/2011,15:00,53,1.9,31.3,1.1,27.9,42.6,0.0
12/11/2011,16:00,52,2.1,26.3,0.9,27.0,44.7,0.0
12/11/2011,17:00,51,1.8,23.6,0.8,25.6,46.9,0.0
12/11/2011,18:00,57,1.4,23.4,0.6,24.2,51.3,0.0
12/11/2011,19:00,42,1.1,23.3,0.5,22.9,56.5,0.0
12/11/2011,20:00,55,1.2,20.2,0.5,21.6,63.5,0.0
12/11/2011,21:00,39,0.8,26.2,0.4,20.7,69.7,0.0
12/11/2011,22:00,245,0.2,84.0,0.2,19.9,73.2,0.0
12/11/2011,23:00,246,0.3,42.3,0.2,19.5,75.7,0.0
13/11/2011,00:00,210,0.5,23.7,0.2,18.9,78.1,0.0
13/11/2011,01:00,218,0.2,53.2,0.2,18.8,79.2,0.0
13/11/2011,02:00,213,0.2,64.8,0.2,18.3,81.5,0.0
13/11/2011,03:00,199,0.3,59.9,0.2,17.7,83.5,0.0
13/11/2011,04:00,223,0.6,37.3,0.4,17.1,86.0,0.0
13/11/2011,05:00,206,0.5,49.8,0.4,17.2,85.7,0.0
13/11/2011,06:00,176,0.3,64.1,0.3,19.5,78.8,0.0
13/11/2011,07:00,41,0.5,165.9,0.5,21.7,69.0,0.0
13/11/2011,08:00,21,0.7,161.0,0.6,22.6,63.4,0.0
13/11/2011,09:00,146,0.4,51.6,0.3,23.1,62.7,0.0
13/11/2011,10:00,29,0.9,55.1,0.6,23.9,58.3,0.0
13/11/2011,11:00,54,1.2,47.8,0.8,25.5,52.5,0.0
13/11/2011,12:00,28,1.1,51.2,0.9,27.0,47.5,0.0
13/11/2011,13:00,37,1.1,53.4,0.8,28.1,45.5,0.0
13/11/2011,14:00,46,1.8,43.2,1.0,28.4,44.1,0.0
13/11/2011,15:00,65,2.4,30.5,1.2,27.5,48.2,0.0
13/11/2011,16:00,47,2.1,27.4,0.9,26.4,53.0,0.0
13/11/2011,17:00,46,1.7,24.4,0.8,24.7,59.0,0.0
13/11/2011,18:00,99,1.0,53.9,0.7,23.0,62.6,0.0
13/11/2011,19:00,73,0.4,156.4,0.6,20.5,72.0,0.0
13/11/2011,20:00,154,0.4,68.1,0.4,19.4,77.3,0.0
13/11/2011,21:00,212,0.6,41.0,0.4,18.9,81.5,0.0
13/11/2011,22:00,198,0.9,28.3,0.4,18.9,81.5,0.0
13/11/2011,23:00,223,1.2,24.5,0.7,18.4,83.8,0.0
14/11/2011,00:00,218,1.2,19.9,0.5,18.9,82.9,0.0
14/11/2011,01:00,219,1.3,17.9,0.6,19.0,83.1,0.0
14/11/2011,02:00,226,1.0,36.8,0.6,18.8,85.5,0.0
14/11/2011,03:00,86,0.4,67.7,0.4,18.9,85.7,0.0
14/11/2011,04:00,333,0.2,162.1,0.3,19.1,86.7,0.0
14/11/2011,05:00,121,0.6,30.4,0.3,19.4,84.6,0.0
14/11/2011,06:00,65,0.6,47.0,0.3,20.8,79.5,0.0
14/11/2011,07:00,334,1.6,42.2,0.9,22.7,67.0,0.0
14/11/2011,08:00,335,1.9,28.0,0.9,23.7,58.9,0.0
14/11/2011,09:00,333,1.8,34.6,1.1,25.4,51.6,0.0
14/11/2011,10:00,345,2.2,29.6,1.0,27.2,43.4,0.0
14/11/2011,11:00,346,1.8,40.6,1.1,28.5,38.4,0.0
14/11/2011,12:00,332,2.4,26.4,1.1,29.8,36.3,0.0
14/11/2011,13:00,347,2.3,26.7,1.1,31.1,34.3,0.0
14/11/2011,14:00,2,1.7,174.1,0.9,31.8,34.6,0.0
14/11/2011,15:00,36,2.1,27.8,0.9,30.2,42.3,0.0
14/11/2011,16:00,35,2.0,26.5,0.9,28.5,47.1,0.0
14/11/2011,17:00,39,1.8,25.8,0.8,26.5,55.2,0.0
14/11/2011,18:00,60,1.8,20.5,0.7,24.3,63.4,0.0
14/11/2011,19:00,62,1.4,19.5,0.5,23.0,69.2,0.0
14/11/2011,20:00,70,1.0,19.4,0.4,22.3,74.3,0.0
14/11/2011,21:00,80,0.2,55.0,0.2,21.6,78.6,0.0
14/11/2011,22:00,238,0.3,41.5,0.2,21.2,79.3,0.0
14/11/2011,23:00,244,0.3,63.0,0.2,21.4,79.3,0.0
15/11/2011,00:00,242,0.4,31.1,0.2,21.4,80.3,0.0
15/11/2011,01:00,97,0.2,71.6,0.2,21.0,81.3,0.0
15/11/2011,02:00,178,0.1,109.1,0.2,20.8,82.4,0.0
15/11/2011,03:00,13,0.1,123.1,0.1,20.1,86.1,0.0
15/11/2011,04:00,228,0.7,23.0,0.3,19.6,87.6,0.0
15/11/2011,05:00,91,0.3,69.7,0.3,19.5,88.2,0.0
15/11/2011,06:00,35,0.3,63.3,0.3,21.4,82.3,0.0
15/11/2011,07:00,81,0.5,66.1,0.5,23.3,71.1,0.0
15/11/2011,08:00,67,0.8,55.3,0.6,25.2,63.1,0.0
15/11/2011,09:00,59,1.0,52.2,0.7,27.3,55.5,0.0
15/11/2011,10:00,99,1.8,29.2,0.8,28.9,50.2,0.0
15/11/2011,11:00,70,1.0,58.3,0.7,30.6,45.7,0.0
15/11/2011,12:00,52,0.3,121.2,0.7,33.0,37.8,0.0
15/11/2011,13:00,81,1.3,40.4,0.8,33.7,35.4,0.0
15/11/2011,14:00,82,1.4,39.4,0.8,34.4,34.5,0.0
15/11/2011,15:00,83,3.1,16.8,0.9,32.6,40.6,0.0
15/11/2011,16:00,71,2.7,17.8,0.9,30.6,44.2,0.0
15/11/2011,17:00,33,1.3,30.8,0.7,28.5,50.1,0.0
15/11/2011,18:00,17,1.4,21.0,0.6,26.3,59.6,0.0
15/11/2011,19:00,22,1.2,24.0,0.5,24.3,68.7,0.0
15/11/2011,20:00,4,1.0,23.7,0.4,23.3,73.6,0.0
15/11/2011,21:00,358,1.0,17.9,0.4,22.4,77.6,0.0
15/11/2011,22:00,358,1.0,14.4,0.4,22.0,80.2,0.0
15/11/2011,23:00,9,0.8,176.5,0.3,21.8,81.4,0.0
16/11/2011,00:00,22,0.7,30.9,0.3,21.9,81.9,0.0
16/11/2011,01:00,353,0.6,24.9,0.3,21.5,82.8,0.0
16/11/2011,02:00,14,0.5,44.9,0.3,21.2,83.9,0.0
16/11/2011,03:00,157,0.2,69.8,0.2,21.2,84.4,0.0
16/11/2011,04:00,226,0.3,77.3,0.2,21.0,84.5,0.0
16/11/2011,05:00,79,0.2,83.0,0.3,21.4,83.9,0.0
16/11/2011,06:00,32,0.2,109.4,0.4,22.8,77.0,0.0
16/11/2011,07:00,96,0.2,97.3,0.4,23.6,69.4,0.0
16/11/2011,08:00,46,0.9,53.9,0.7,25.6,57.7,0.0
16/11/2011,09:00,7,0.6,165.8,0.6,27.5,50.7,0.0
16/11/2011,10:00,17,1.2,53.7,0.9,29.0,45.9,0.0
16/11/2011,11:00,34,1.4,164.4,1.0,29.9,43.7,0.0
16/11/2011,12:00,35,1.2,170.1,0.9,31.0,38.8,0.0
16/11/2011,13:00,18,1.4,160.6,0.9,32.0,33.7,0.0
16/11/2011,14:00,31,1.4,46.7,1.0,32.4,34.4,0.0
16/11/2011,15:00,24,1.7,29.8,0.9,31.4,38.7,0.0
16/11/2011,16:00,27,1.9,28.1,0.8,30.0,42.3,0.0
16/11/2011,17:00,27,1.7,28.1,0.8,27.4,47.4,0.0
16/11/2011,18:00,27,1.2,22.3,0.6,25.2,57.9,0.0
16/11/2011,19:00,57,1.4,23.2,0.6,23.6,67.8,0.0
16/11/2011,20:00,68,1.5,13.7,0.5,22.2,74.8,0.0
16/11/2011,21:00,68,0.9,20.7,0.4,22.1,76.7,0.0
16/11/2011,22:00,79,1.0,18.4,0.4,21.9,78.2,0.0
16/11/2011,23:00,75,1.5,14.7,0.4,21.6,78.0,0.0
17/11/2011,00:00,92,0.7,53.3,0.6,21.6,78.3,0.0
17/11/2011,01:00,269,0.2,68.9,0.2,21.6,78.9,0.0
17/11/2011,02:00,208,0.3,33.0,0.3,21.3,78.4,0.0
17/11/2011,03:00,234,0.3,38.0,0.3,21.0,79.0,0.0
17/11/2011,04:00,223,0.5,39.6,0.4,21.0,79.5,0.0
17/11/2011,05:00,191,0.2,68.4,0.2,21.0,79.6,0.0
17/11/2011,06:00,133,0.4,73.6,0.5,23.0,70.1,0.0
17/11/2011,07:00,88,1.0,39.7,0.6,23.5,63.2,0.0
17/11/2011,08:00,93,1.0,50.8,0.7,24.5,60.4,0.0
17/11/2011,09:00,53,0.8,61.9,0.7,25.4,51.9,0.0
17/11/2011,10:00,58,1.3,51.2,0.8,26.5,48.4,0.0
17/11/2011,11:00,49,1.1,56.5,0.9,27.5,44.7,0.0
17/11/2011,12:00,53,1.1,50.5,0.9,28.2,43.4,0.0
17/11/2011,13:00,12,1.6,180.8,0.8,28.3,43.8,0.0
17/11/2011,14:00,42,1.4,42.0,0.8,28.1,43.9,0.0
17/11/2011,15:00,67,1.4,30.7,0.7,28.0,44.9,0.0
17/11/2011,16:00,57,1.6,27.0,0.7,26.9,49.2,0.0
17/11/2011,17:00,46,1.4,27.2,0.6,25.5,54.4,0.0
17/11/2011,18:00,58,1.9,20.2,0.7,23.8,60.2,0.0
17/11/2011,19:00,54,1.5,22.5,0.6,22.7,64.3,0.0
17/11/2011,20:00,35,1.0,21.5,0.4,21.7,72.4,0.0
17/11/2011,21:00,37,0.7,38.4,0.4,21.0,75.4,0.0
17/11/2011,22:00,54,0.1,147.6,0.2,20.2,79.5,0.0
17/11/2011,23:00,185,0.2,77.4,0.2,19.9,80.3,0.0
18/11/2011,00:00,202,0.2,45.8,0.2,19.9,80.9,0.0
18/11/2011,01:00,209,0.4,50.4,0.4,19.9,81.2,0.0
18/11/2011,02:00,225,0.5,40.3,0.3,19.6,82.1,0.0
18/11/2011,03:00,225,0.8,22.9,0.3,19.6,81.8,0.0
18/11/2011,04:00,197,0.6,41.0,0.3,19.2,83.0,0.0
18/11/2011,05:00,228,0.7,24.4,0.3,18.8,84.9,0.0
18/11/2011,06:00,226,0.6,32.4,0.4,20.2,82.4,0.0
18/11/2011,07:00,87,0.2,91.9,0.3,22.1,70.8,0.0
18/11/2011,08:00,17,0.8,64.5,0.6,23.7,62.3,0.0
18/11/2011,09:00,26,1.1,53.6,0.8,24.9,54.3,0.0
18/11/2011,10:00,35,0.8,164.8,0.7,26.6,51.0,0.0
18/11/2011,11:00,1,0.9,62.8,0.6,27.4,44.9,0.0
18/11/2011,12:00,37,0.7,62.4,0.6,27.9,43.0,0.0
18/11/2011,13:00,27,1.4,38.2,0.8,27.7,45.0,0.0
18/11/2011,14:00,27,1.4,159.3,0.8,28.5,42.1,0.0
18/11/2011,15:00,55,1.5,42.6,0.8,28.8,40.9,0.0
18/11/2011,16:00,35,1.7,33.3,0.8,28.2,43.3,0.0
18/11/2011,17:00,35,1.6,26.9,0.8,27.1,49.2,0.0
18/11/2011,18:00,29,1.3,24.6,0.7,25.0,55.3,0.0
18/11/2011,19:00,28,0.7,32.8,0.4,22.8,62.7,0.0
18/11/2011,20:00,36,0.5,36.5,0.2,21.6,69.4,0.0
18/11/2011,21:00,17,0.6,25.9,0.3,20.8,72.9,0.0
18/11/2011,22:00,13,0.5,134.7,0.5,20.3,76.1,0.0
18/11/2011,23:00,259,0.4,40.5,0.2,19.2,80.1,0.0
19/11/2011,00:00,211,0.7,31.0,0.4,18.8,82.5,0.0
19/11/2011,01:00,213,0.5,19.8,0.2,18.2,83.0,0.0
19/11/2011,02:00,221,0.9,28.8,0.5,18.2,83.0,0.0
19/11/2011,03:00,210,0.4,29.5,0.3,18.3,83.3,0.0
19/11/2011,04:00,216,0.6,31.6,0.4,18.2,84.8,0.0
19/11/2011,05:00,217,0.4,64.4,0.4,17.9,85.5,0.0
19/11/2011,06:00,217,0.5,28.9,0.4,19.7,80.2,0.0
19/11/2011,07:00,111,0.2,107.4,0.5,22.5,66.5,0.0
19/11/2011,08:00,65,1.3,38.9,0.9,23.7,59.8,0.0
19/11/2011,09:00,359,1.5,172.2,0.8,25.2,55.4,0.0
19/11/2011,10:00,36,1.1,57.2,0.8,26.4,49.4,0.0
19/11/2011,11:00,12,1.5,183.2,0.9,27.2,44.4,0.0
19/11/2011,12:00,18,1.7,38.9,0.9,28.1,40.4,0.0
19/11/2011,13:00,41,2.0,33.4,1.1,28.5,38.3,0.0
19/11/2011,14:00,20,2.2,32.5,1.1,28.7,36.2,0.0
19/11/2011,15:00,16,2.0,178.3,1.0,28.4,35.6,0.0
19/11/2011,16:00,25,1.8,30.8,0.9,27.8,39.4,0.0
19/11/2011,17:00,32,1.6,27.5,0.7,26.5,45.1,0.0
19/11/2011,18:00,41,1.2,23.0,0.5,24.4,54.6,0.0
19/11/2011,19:00,32,0.8,22.3,0.4,22.6,59.8,0.0
19/11/2011,20:00,18,0.9,12.5,0.3,21.5,64.2,0.0
19/11/2011,21:00,17,0.8,172.4,0.2,20.8,68.3,0.0
19/11/2011,22:00,346,0.1,111.1,0.2,19.5,73.4,0.0
19/11/2011,23:00,200,0.1,78.8,0.2,18.8,78.0,0.0
20/11/2011,00:00,210,0.4,36.4,0.3,18.0,80.5,0.0
20/11/2011,01:00,210,0.7,20.8,0.4,17.4,82.4,0.0
20/11/2011,02:00,221,0.8,37.5,0.5,17.0,83.9,0.0
20/11/2011,03:00,218,0.9,10.5,0.4,17.2,83.4,0.0
20/11/2011,04:00,220,0.5,27.9,0.3,16.9,84.6,0.0
20/11/2011,05:00,221,0.6,35.2,0.4,17.2,84.9,0.0
20/11/2011,06:00,195,0.3,51.6,0.2,19.2,78.8,0.0
20/11/2011,07:00,74,0.6,66.4,0.6,21.8,67.7,0.0
