Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (percent),Rainfall (mm),Barometric Pressure (hPa),Nitric Oxide (NO) (ppm),Nitrogen Dioxide (NO2) (ppm),Total Oxides of Nitrogen (NOx) (ppm),Sulfur Dioxide (SO2) (ppm),PM10 (µg/m^3),PM2.5 (µg/m^3),Visibility-reducing particles (Mm^-1)
06/12/2011,02:00,161,2.9,18.4,1.0,19.7,78.6,0.0,1007,0.001,0.001,0.002,,18.4,14.2,5
06/12/2011,03:00,159,2.9,23.6,1.1,20.0,78.4,0.0,1007,0.001,0.001,0.002,,17.4,13.8,5
06/12/2011,04:00,171,2.0,25.0,0.9,19.9,80.1,0.0,1007,0.002,0.001,0.003,,13.4,9.8,6
06/12/2011,05:00,159,1.4,28.4,0.9,19.5,84.3,0.0,1008,0.002,0.004,0.006,,1.9,-1.3,6
06/12/2011,06:00,149,2.2,28.8,1.1,20.1,83.3,0.0,1008,0.002,0.003,0.005,,11.6,8.6,6
06/12/2011,07:00,129,4.3,13.1,1.2,20.8,80.1,0.0,1009,0.002,0.002,0.004,,13.5,10.3,5
06/12/2011,08:00,133,3.9,16.3,1.3,21.9,75.7,0.0,1009,0.002,0.002,0.004,,7.6,4.6,5
06/12/2011,09:00,130,3.0,15.3,0.9,22.0,78.5,0.0,1009,0.002,0.002,0.004,,10.4,6.9,5
06/12/2011,10:00,124,3.3,11.3,1.0,21.9,82.9,0.0,1008,0.002,0.002,0.004,,12.2,10.0,4
06/12/2011,11:00,120,3.7,12.3,0.8,21.8,85.1,0.0,1008,0.002,0.002,0.004,,9.3,7.6,4
06/12/2011,12:00,113,3.3,17.3,1.1,22.4,83.9,0.0,1007,0.002,0.002,0.003,,10.9,9.2,6
06/12/2011,13:00,110,5.7,11.0,1.5,22.7,81.3,0.0,1007,0.002,0.003,0.005,,13.9,10.9,3
06/12/2011,14:00,111,5.9,10.6,1.4,22.4,83.6,1.0,1006,0.002,0.003,0.004,,3.9,1.9,4
06/12/2011,15:00,112,5.6,9.4,1.5,22.2,85.0,0.0,1006,0.002,0.004,0.006,,5.0,2.7,4
06/12/2011,16:00,108,6.3,10.4,1.5,21.9,84.9,0.0,1006,0.002,0.005,0.007,,6.1,2.4,5
06/12/2011,17:00,118,5.2,10.9,1.3,21.3,86.8,0.0,1006,0.002,0.003,0.005,,11.3,7.6,5
06/12/2011,18:00,127,4.0,12.0,1.2,20.9,87.7,1.0,1007,0.001,0.003,0.004,,8.8,6.4,5
06/12/2011,19:00,134,3.4,15.9,1.1,20.6,88.5,0.0,1007,0.001,0.002,0.003,,8.1,5.9,3
06/12/2011,20:00,144,3.4,14.3,1.1,19.9,88.9,0.0,1007,0.001,0.001,0.002,,8.5,7.1,2
06/12/2011,21:00,140,3.1,15.1,0.9,19.6,89.0,0.0,1008,0.001,0.001,0.002,,-1.0,-1.8,3
06/12/2011,22:00,134,3.3,13.5,0.9,19.7,88.6,0.0,1008,0.001,0.001,0.002,,7.0,5.8,3
06/12/2011,23:00,143,3.3,12.7,1.1,19.8,88.9,0.0,1007,0.001,0.001,0.002,,-1.0,-0.8,3
07/12/2011,00:00,135,3.4,18.7,1.0,19.9,89.3,0.0,1006,,,,,6.5,4.4,
07/12/2011,01:00,133,3.6,12.9,1.1,20.0,88.9,0.0,1004,0.001,0.000,0.001,,15.1,12.5,3
07/12/2011,02:00,146,2.8,17.6,1.1,20.2,88.8,0.0,1004,0.001,0.000,0.001,,4.0,3.5,2
07/12/2011,03:00,139,3.5,15.8,1.1,20.2,89.0,2.0,1003,0.001,0.001,0.002,,5.7,5.8,1
07/12/2011,04:00,141,3.5,12.6,1.2,20.2,89.2,0.0,1003,0.001,0.001,0.002,,8.2,7.8,1
07/12/2011,05:00,140,2.9,15.1,1.0,20.1,89.2,0.0,1003,0.002,0.002,0.004,,12.6,11.7,2
07/12/2011,06:00,146,3.1,16.0,1.0,20.2,89.3,0.0,1003,0.002,0.002,0.004,,9.3,9.6,1
07/12/2011,07:00,144,2.6,15.6,0.9,20.6,88.8,0.0,1003,0.002,0.003,0.004,,2.3,2.9,1
07/12/2011,08:00,176,2.0,39.8,1.0,21.4,88.1,2.0,1004,0.003,0.004,0.006,,2.2,1.4,2
07/12/2011,09:00,222,3.5,16.7,1.3,21.0,88.9,2.0,1004,0.002,0.002,0.004,,2.9,2.3,1
07/12/2011,10:00,191,4.8,16.1,1.5,22.1,84.9,0.0,1003,0.002,0.002,0.004,,2.3,3.0,0
07/12/2011,11:00,191,5.2,13.7,1.9,24.3,74.0,0.0,1002,0.002,0.002,0.004,,,,0
07/12/2011,12:00,186,4.9,15.5,1.5,25.7,65.8,0.0,1002,0.002,0.001,0.003,,3.7,3.0,1
07/12/2011,13:00,186,4.2,15.8,1.3,26.9,60.5,0.0,1001,0.002,0.001,0.003,,11.1,8.7,1
07/12/2011,14:00,170,3.1,21.5,1.0,27.6,59.1,0.0,1000,0.002,0.001,0.003,,9.2,8.7,2
07/12/2011,15:00,167,3.5,22.3,1.2,27.9,57.2,0.0,999,0.002,0.001,0.003,,11.9,9.7,3
07/12/2011,16:00,172,3.9,17.4,1.2,27.2,57.9,0.0,1000,0.002,0.002,0.004,,29.2,23.7,3
07/12/2011,17:00,164,3.1,19.9,1.0,26.3,57.8,0.0,1000,0.002,0.002,0.004,,,,2
07/12/2011,18:00,147,2.3,25.6,0.9,25.4,58.5,0.0,1001,0.002,0.002,0.004,,7.2,6.2,1
07/12/2011,19:00,129,2.5,16.0,0.9,24.1,61.6,0.0,1002,0.002,0.003,0.004,,4.0,2.8,2
07/12/2011,20:00,174,1.9,30.0,0.9,23.0,64.7,0.0,1002,0.002,0.003,0.004,,6.3,4.6,1
07/12/2011,21:00,206,3.3,17.1,1.5,22.0,67.0,0.0,1003,0.001,0.002,0.003,,7.2,6.2,1
07/12/2011,22:00,163,1.8,23.2,0.9,21.9,65.5,0.0,1003,0.001,0.001,0.002,,4.8,3.3,1
07/12/2011,23:00,199,1.1,23.0,0.4,21.6,67.0,0.0,1003,0.001,0.001,0.002,,5.3,3.7,1
08/12/2011,00:00,217,1.3,19.8,0.4,20.6,72.7,0.0,1002,,,,,12.0,8.4,
08/12/2011,01:00,190,1.4,18.9,0.5,20.2,75.3,0.0,1002,0.001,0.002,0.003,,11.7,7.9,1
08/12/2011,02:00,184,1.5,19.6,0.5,20.3,74.6,0.0,1001,0.001,0.001,0.002,,6.4,3.4,1
08/12/2011,03:00,189,1.9,15.8,0.7,20.1,74.4,0.0,1001,0.001,0.001,0.002,,3.8,1.8,1
08/12/2011,04:00,205,1.1,27.1,0.4,19.7,76.4,0.0,1002,0.001,0.002,0.003,,4.5,3.4,1
08/12/2011,05:00,176,1.0,29.6,0.6,19.9,76.9,0.0,1002,0.003,0.006,0.009,,8.8,5.8,3
08/12/2011,06:00,148,1.2,31.2,0.7,21.6,69.2,0.0,1003,0.002,0.003,0.005,,8.4,6.0,1
08/12/2011,07:00,125,3.0,17.9,1.3,22.8,64.9,0.0,1004,0.002,0.003,0.005,,9.3,8.2,1
08/12/2011,08:00,101,4.4,17.6,1.1,23.9,60.5,0.0,1004,0.001,0.001,0.002,,22.4,20.8,1
08/12/2011,09:00,89,2.8,36.6,1.2,24.8,59.1,0.0,1004,0.001,0.002,0.003,,,,
08/12/2011,10:00,87,2.6,36.1,1.2,25.8,55.8,0.0,1004,0.001,0.001,0.002,,,,2
08/12/2011,11:00,59,4.7,24.5,1.3,26.0,57.2,0.0,1004,0.004,0.003,0.007,,,,3
08/12/2011,12:00,54,4.9,16.6,1.0,25.7,59.5,0.0,1003,0.004,0.003,0.006,,22.9,22.0,3
08/12/2011,13:00,56,5.6,15.3,1.3,26.1,56.6,0.0,1003,0.002,0.003,0.004,,21.9,16.9,3
08/12/2011,14:00,64,6.7,12.0,1.1,26.0,55.0,0.0,1003,,,,,18.7,12.8,
08/12/2011,15:00,53,5.7,13.5,1.2,25.9,54.5,0.0,1002,,,,,25.0,19.7,
08/12/2011,16:00,46,4.8,15.2,0.9,25.7,58.5,0.0,1003,0.002,0.003,0.005,0.000,22.1,17.8,4
08/12/2011,17:00,44,4.3,13.8,0.8,25.3,62.0,0.0,1003,0.004,0.006,0.010,0.000,24.7,18.3,5
08/12/2011,18:00,54,4.1,9.0,0.7,24.6,67.0,0.0,1004,0.003,0.005,0.007,0.000,14.3,9.3,6
08/12/2011,19:00,58,2.7,12.5,0.6,24.4,70.4,0.0,1005,0.002,0.006,0.008,0.000,18.7,11.5,6
08/12/2011,20:00,62,2.5,15.9,0.4,24.3,72.7,0.0,1005,0.002,0.006,0.008,0.000,19.1,12.1,7
08/12/2011,21:00,95,2.7,11.3,0.7,24.4,71.4,0.0,1006,0.001,0.004,0.005,0.000,21.9,15.4,6
08/12/2011,22:00,87,2.9,16.0,0.7,24.4,72.8,0.0,1007,0.001,0.003,0.004,0.000,20.8,14.1,6
08/12/2011,23:00,100,3.6,19.0,1.6,24.0,75.9,0.0,1007,0.001,0.002,0.003,0.001,20.2,11.1,7
09/12/2011,00:00,111,4.2,14.7,1.7,21.8,79.7,0.0,1006,,,,,14.7,8.7,
09/12/2011,01:00,123,2.9,12.7,0.9,22.4,72.2,0.0,1006,0.001,0.001,0.002,0.000,13.0,9.9,7
09/12/2011,02:00,134,2.2,14.3,0.8,22.0,71.8,0.0,1006,0.001,0.001,0.002,0.000,14.5,10.5,8
09/12/2011,03:00,134,2.3,14.5,0.7,21.8,72.2,0.0,1006,0.001,0.001,0.002,0.000,14.4,9.7,7
09/12/2011,04:00,139,2.2,13.1,0.6,21.6,74.0,0.0,1006,0.001,0.001,0.002,0.000,11.6,6.2,7
09/12/2011,05:00,141,2.0,16.1,0.7,21.6,75.2,0.0,1007,0.002,0.003,0.004,0.000,12.7,6.7,8
09/12/2011,06:00,125,2.2,17.6,1.1,22.7,71.9,0.0,1008,0.002,0.002,0.004,0.000,17.6,10.3,8
09/12/2011,07:00,113,4.0,13.7,0.9,23.8,68.8,0.0,1008,0.002,0.002,0.004,0.004,19.0,10.8,8
09/12/2011,08:00,102,5.0,12.5,1.0,24.7,66.0,0.0,1009,0.002,0.002,0.004,0.001,23.1,12.8,7
09/12/2011,09:00,87,5.1,13.1,1.1,25.4,64.1,0.0,1009,0.002,0.002,0.003,0.000,17.4,9.2,7
09/12/2011,10:00,88,5.2,16.4,1.1,25.9,62.1,0.0,1008,0.004,0.003,0.006,0.000,21.9,14.1,8
09/12/2011,11:00,72,4.9,21.8,1.0,26.0,61.8,0.0,1008,0.003,0.002,0.005,0.000,23.9,17.0,7
09/12/2011,12:00,64,5.4,16.2,1.0,26.1,62.1,0.0,1008,0.001,0.001,0.002,0.000,17.5,11.3,7
09/12/2011,13:00,57,5.9,13.0,1.1,26.0,64.7,0.0,1007,0.002,0.001,0.002,0.000,18.0,9.5,8
09/12/2011,14:00,59,5.7,14.7,1.0,26.1,64.1,0.0,1007,0.002,0.001,0.003,0.000,15.9,6.3,8
09/12/2011,15:00,70,6.1,11.0,0.9,25.6,68.1,0.0,1006,0.001,0.001,0.002,0.000,20.3,8.3,9
09/12/2011,16:00,69,5.6,11.4,0.9,25.3,70.5,0.0,1006,0.002,0.001,0.003,0.000,28.2,14.3,10
09/12/2011,17:00,67,5.8,9.4,0.8,24.9,72.9,0.0,1007,0.002,0.003,0.005,0.000,29.0,14.0,10
09/12/2011,18:00,73,5.0,11.5,0.9,24.8,73.2,0.0,1007,0.001,0.001,0.002,0.000,27.8,11.8,10
09/12/2011,19:00,60,4.7,8.6,0.8,24.8,70.6,0.0,1008,0.001,0.002,0.003,0.000,23.8,9.2,9
09/12/2011,20:00,65,4.2,8.4,0.7,24.8,69.0,0.0,1008,0.001,0.001,0.002,0.000,20.3,10.1,8
09/12/2011,21:00,60,3.9,8.3,0.6,24.8,68.9,0.0,1009,0.001,0.002,0.003,0.000,20.5,10.6,7
09/12/2011,22:00,57,3.7,10.3,0.6,24.8,69.9,0.0,1009,0.001,0.003,0.004,0.000,21.5,12.9,7
09/12/2011,23:00,55,3.8,10.1,0.8,24.6,70.8,0.0,1008,0.007,0.008,0.015,0.000,19.6,9.1,9
10/12/2011,00:00,44,3.1,15.1,0.8,24.6,71.6,0.0,1007,,,,,18.2,7.4,
10/12/2011,01:00,15,3.1,10.3,0.7,24.6,70.8,0.0,1007,0.002,0.003,0.005,0.000,22.6,11.9,7
10/12/2011,02:00,23,3.0,10.0,0.8,24.6,70.6,0.0,1007,0.003,0.004,0.007,0.000,23.5,14.2,6
10/12/2011,03:00,38,2.8,15.5,0.9,24.7,73.2,0.0,1006,0.002,0.006,0.008,0.000,18.5,10.0,8
10/12/2011,04:00,25,2.5,12.6,0.6,24.6,75.9,0.0,1007,0.003,0.007,0.010,0.000,19.7,11.1,8
10/12/2011,05:00,13,2.7,174.8,0.5,24.7,76.8,0.0,1007,0.003,0.007,0.009,0.000,17.9,8.0,9
10/12/2011,06:00,11,3.2,178.2,0.8,25.1,75.5,0.0,1007,0.003,0.005,0.008,0.000,26.1,13.7,9
10/12/2011,07:00,11,3.4,178.8,0.8,25.6,73.9,0.0,1008,0.003,0.004,0.007,0.000,28.0,15.4,9
10/12/2011,08:00,358,3.8,15.6,0.8,26.1,71.2,0.0,1008,0.007,0.006,0.013,0.002,26.8,15.3,9
10/12/2011,09:00,0,3.8,14.4,0.8,26.8,67.3,0.0,1007,0.004,0.004,0.007,0.000,21.2,12.6,10
10/12/2011,10:00,13,3.4,168.4,1.0,27.2,65.6,0.0,1007,0.019,0.007,0.026,0.006,27.9,15.0,10
10/12/2011,11:00,25,4.4,17.7,1.3,26.8,69.4,0.0,1007,0.003,0.004,0.007,0.001,16.5,4.6,10
10/12/2011,12:00,2,3.5,18.0,0.8,27.0,69.5,0.0,1006,0.003,0.004,0.006,0.000,11.7,-0.1,10
10/12/2011,13:00,12,4.5,170.0,0.9,27.1,70.7,0.0,1005,0.004,0.003,0.007,0.001,17.3,5.6,10
10/12/2011,14:00,3,5.1,14.9,1.1,27.3,70.7,0.0,1004,0.005,0.003,0.008,0.001,25.5,10.7,11
10/12/2011,15:00,5,5.5,12.1,1.1,26.7,75.4,0.0,1004,0.004,0.004,0.008,0.000,23.4,10.3,11
10/12/2011,16:00,345,4.6,20.2,1.6,26.6,73.5,0.0,1004,0.016,0.006,0.022,0.002,18.9,7.9,16
10/12/2011,17:00,354,2.7,17.2,0.8,25.9,81.1,0.0,1004,0.002,0.003,0.005,0.000,30.4,19.8,15
10/12/2011,18:00,329,3.4,8.9,0.8,26.1,83.1,0.0,1004,0.001,0.003,0.004,0.000,28.2,17.0,14
10/12/2011,19:00,318,2.3,10.7,0.6,26.1,84.3,0.0,1004,0.004,0.006,0.009,0.000,21.6,13.2,17
10/12/2011,20:00,346,1.8,23.6,0.6,26.0,84.3,0.0,1004,0.002,0.005,0.007,0.000,19.4,11.0,19
10/12/2011,21:00,331,2.5,22.2,0.8,25.9,83.2,0.0,1004,0.001,0.003,0.004,0.000,26.7,15.2,22
10/12/2011,22:00,341,0.8,40.0,0.5,25.5,85.3,0.0,1005,0.002,0.007,0.009,0.000,22.9,13.6,22
10/12/2011,23:00,314,1.6,26.6,0.4,25.0,81.6,0.0,1005,0.002,0.004,0.006,0.000,21.9,11.8,23
11/12/2011,00:00,269,0.6,69.3,0.4,24.4,83.2,0.0,1005,,,,,22.2,16.3,
11/12/2011,01:00,215,0.6,101.4,0.6,23.8,85.6,0.0,1004,0.001,0.004,0.005,0.000,26.0,18.4,23
11/12/2011,02:00,166,0.5,53.7,0.3,23.8,84.8,0.0,1003,0.001,0.004,0.005,0.000,17.1,13.1,23
11/12/2011,03:00,197,0.6,58.0,0.5,23.4,85.1,0.0,1003,0.002,0.004,0.005,0.000,18.1,14.4,23
11/12/2011,04:00,224,0.5,61.7,0.3,23.0,86.0,0.0,1003,0.002,0.006,0.008,0.000,20.2,16.2,23
11/12/2011,05:00,217,0.1,88.5,0.2,23.1,86.9,0.0,1003,0.007,0.006,0.012,0.000,22.8,18.6,25
11/12/2011,06:00,310,1.5,17.3,0.7,24.5,82.3,0.0,1004,0.012,0.010,0.022,0.000,20.1,14.7,26
11/12/2011,07:00,344,3.2,14.3,0.7,25.8,76.5,0.0,1004,0.005,0.007,0.012,0.000,25.4,19.6,27
11/12/2011,08:00,345,3.9,12.3,0.9,26.8,74.3,0.0,1004,0.003,0.003,0.006,0.000,30.0,22.4,30
11/12/2011,09:00,333,5.2,12.4,1.1,28.3,68.7,0.0,1004,0.001,0.001,0.002,0.000,28.6,20.3,32
11/12/2011,10:00,337,6.0,10.8,1.0,29.1,66.4,0.0,1004,0.001,0.001,0.002,0.000,27.4,20.4,31
11/12/2011,11:00,345,4.6,18.3,1.1,30.3,61.7,0.0,1003,0.005,0.004,0.008,0.000,24.4,20.7,36
11/12/2011,12:00,349,5.0,16.7,1.0,31.4,57.8,0.0,1001,0.027,0.012,0.039,0.004,22.3,16.1,38
11/12/2011,13:00,22,7.2,11.3,1.3,30.3,67.8,0.0,1000,0.003,0.002,0.004,0.002,32.7,17.9,26
11/12/2011,14:00,17,6.5,10.0,1.2,29.5,72.1,0.0,999,0.002,0.002,0.003,0.000,27.4,17.7,23
11/12/2011,15:00,13,5.3,174.1,1.6,28.3,78.4,0.0,998,0.003,0.003,0.006,0.000,25.3,16.4,22
11/12/2011,16:00,357,2.9,18.5,1.0,27.6,82.5,5.0,999,0.003,0.004,0.006,0.000,23.3,13.4,24
11/12/2011,17:00,172,2.4,40.7,1.5,25.2,85.4,18.0,1000,0.008,0.007,0.015,0.000,31.7,22.1,18
11/12/2011,18:00,155,2.5,32.5,1.2,22.9,88.7,4.0,1002,0.001,0.003,0.004,0.000,32.9,29.3,8
11/12/2011,19:00,110,1.9,22.4,0.6,23.2,87.3,0.0,1001,0.002,0.005,0.006,0.000,11.3,11.6,9
11/12/2011,20:00,93,1.2,62.9,0.8,23.6,85.2,0.0,1002,0.001,0.004,0.005,0.000,10.1,8.1,9
11/12/2011,21:00,275,1.1,78.6,1.2,23.7,87.2,5.0,1003,0.002,0.013,0.015,0.000,9.8,7.5,13
11/12/2011,22:00,139,1.3,42.2,0.6,23.2,89.0,3.0,1003,0.001,0.008,0.009,0.000,18.5,12.7,14
11/12/2011,23:00,97,1.4,38.9,0.6,22.8,89.2,0.0,1001,0.001,0.003,0.004,0.000,11.5,9.1,11
12/12/2011,00:00,283,0.9,71.0,0.9,23.0,89.1,0.0,1001,,,,,18.9,13.3,
12/12/2011,01:00,289,1.7,14.0,0.5,23.3,89.2,0.0,1000,0.003,0.011,0.013,0.000,15.0,6.8,13
12/12/2011,02:00,242,1.0,35.2,0.4,23.5,89.1,0.0,1000,0.001,0.006,0.007,0.000,19.1,13.5,15
12/12/2011,03:00,216,0.7,71.4,0.7,23.4,89.6,4.0,1000,0.001,0.006,0.007,0.000,20.7,10.6,19
12/12/2011,04:00,231,1.1,33.3,0.5,23.4,90.0,0.0,1000,0.003,0.008,0.011,0.000,23.2,17.4,19
12/12/2011,05:00,207,1.3,18.3,0.4,23.2,90.2,0.0,1001,0.004,0.007,0.010,0.000,22.2,17.4,17
12/12/2011,06:00,214,1.3,16.4,0.5,23.4,90.0,0.0,1001,0.004,0.007,0.011,0.000,21.4,16.1,18
12/12/2011,07:00,212,1.2,39.1,0.7,23.7,89.2,1.0,1002,0.003,0.004,0.007,0.000,19.6,14.0,20
12/12/2011,08:00,219,1.6,23.6,0.8,24.0,89.3,1.0,1002,0.004,0.004,0.008,0.000,19.3,12.3,18
12/12/2011,09:00,314,1.8,54.7,1.5,25.0,85.4,0.0,1002,0.004,0.005,0.008,0.000,12.1,9.7,17
12/12/2011,10:00,315,1.9,41.7,1.1,26.9,74.8,0.0,1001,0.002,0.004,0.006,0.000,21.0,19.2,16
12/12/2011,11:00,258,2.1,27.0,0.9,28.8,65.9,0.0,1001,0.002,0.002,0.004,0.000,22.1,19.0,13
12/12/2011,12:00,339,3.6,27.8,1.0,29.4,62.6,0.0,1000,0.014,0.012,0.026,0.001,19.0,15.3,13
12/12/2011,13:00,339,4.1,19.8,1.0,30.1,58.8,0.0,999,0.008,0.008,0.016,0.002,12.8,11.1,10
12/12/2011,14:00,29,1.9,144.6,1.3,29.5,63.3,0.0,998,0.005,0.009,0.014,0.001,19.9,13.7,16
12/12/2011,15:00,25,4.4,36.8,2.1,29.2,70.4,0.0,997,0.003,0.007,0.009,0.001,16.4,7.0,27
12/12/2011,16:00,359,4.6,11.2,1.1,28.4,76.2,0.0,997,0.002,0.004,0.006,0.000,35.4,17.8,32
12/12/2011,17:00,339,4.5,11.3,1.1,28.1,75.1,0.0,998,0.002,0.005,0.007,0.000,25.9,12.1,34
12/12/2011,18:00,321,4.3,10.1,0.9,26.6,76.7,0.0,999,0.002,0.007,0.008,0.000,19.4,7.8,17
12/12/2011,19:00,281,2.3,42.7,1.2,25.8,76.5,0.0,1000,0.002,0.009,0.011,0.000,14.6,6.3,15
12/12/2011,20:00,270,1.7,32.6,1.4,24.8,80.4,2.0,1001,0.002,0.007,0.009,0.000,22.5,14.1,18
12/12/2011,21:00,104,1.4,40.1,0.5,24.9,83.2,0.0,1001,0.003,0.009,0.012,0.000,18.3,11.6,17
12/12/2011,22:00,23,0.7,100.9,0.8,25.6,83.9,1.0,1002,0.002,0.012,0.014,0.000,14.8,8.3,19
12/12/2011,23:00,188,1.0,29.7,0.3,25.1,86.9,0.0,1002,0.001,0.013,0.014,0.000,13.4,5.3,22
13/12/2011,00:00,203,1.3,23.2,0.6,24.3,88.1,0.0,1001,,,,,19.0,12.1,
13/12/2011,01:00,190,1.4,17.8,0.4,23.9,87.7,0.0,1001,0.001,0.003,0.004,0.000,24.0,15.4,15
13/12/2011,02:00,181,0.9,38.2,0.4,23.6,88.2,0.0,1001,0.001,0.004,0.005,0.000,17.6,10.8,17
13/12/2011,03:00,250,1.1,36.0,0.5,23.1,88.8,0.0,1001,0.002,0.005,0.007,0.000,22.6,12.2,18
13/12/2011,04:00,228,1.2,16.8,0.3,22.6,89.3,0.0,1001,0.002,0.003,0.005,0.000,23.7,11.7,18
13/12/2011,05:00,216,1.2,17.7,0.4,22.5,89.5,0.0,1001,0.005,0.005,0.009,0.000,19.9,9.2,19
13/12/2011,06:00,207,1.8,15.0,0.6,23.3,86.5,0.0,1002,0.004,0.005,0.009,0.000,17.4,10.8,18
13/12/2011,07:00,214,1.5,24.1,0.6,25.8,76.1,0.0,1002,0.004,0.003,0.007,0.000,23.6,15.1,17
13/12/2011,08:00,171,0.8,66.1,0.6,28.1,58.7,0.0,1003,0.003,0.003,0.006,0.000,31.1,19.2,12
13/12/2011,09:00,102,0.9,74.1,0.9,29.9,47.4,0.0,1003,0.002,0.002,0.004,0.000,13.9,11.6,9
13/12/2011,10:00,39,2.5,32.8,1.4,30.0,50.2,0.0,1003,0.004,0.007,0.011,0.001,11.5,11.4,13
13/12/2011,11:00,39,3.9,16.8,1.0,30.2,48.8,0.0,1002,0.007,0.013,0.020,0.005,42.1,20.9,14
13/12/2011,12:00,45,5.6,13.5,1.0,29.7,50.8,0.0,1002,0.003,0.004,0.007,0.002,29.1,14.6,11
13/12/2011,13:00,53,6.0,10.9,1.0,28.6,53.7,0.0,1002,0.002,0.003,0.005,0.000,9.6,2.0,8
13/12/2011,14:00,48,5.2,13.9,1.1,28.3,54.8,0.0,1002,0.002,0.002,0.004,0.000,14.9,7.8,8
13/12/2011,15:00,62,4.7,19.5,0.9,28.4,52.3,0.0,1001,0.002,0.002,0.003,0.000,19.1,8.9,7
13/12/2011,16:00,57,4.7,10.1,0.8,28.2,53.5,0.0,1002,0.001,0.002,0.003,0.000,15.8,8.0,8
13/12/2011,17:00,67,4.3,15.0,0.8,27.4,61.1,0.0,1003,0.002,0.003,0.004,0.000,16.4,9.0,11
13/12/2011,18:00,68,3.3,24.9,0.6,26.7,68.7,0.0,1004,0.001,0.005,0.006,0.000,,,12
13/12/2011,19:00,65,2.9,19.8,0.6,26.3,74.3,0.0,1005,0.002,0.005,0.006,0.000,14.8,4.3,17
13/12/2011,20:00,69,2.9,20.3,0.5,26.0,77.3,0.0,1005,0.002,0.006,0.008,0.000,21.6,8.5,17
13/12/2011,21:00,72,2.5,15.3,0.5,26.0,76.9,0.0,1006,0.001,0.003,0.004,0.000,19.7,5.9,17
13/12/2011,22:00,109,1.6,36.6,0.5,25.5,78.6,0.0,1006,0.001,0.003,0.004,0.000,23.5,6.7,17
13/12/2011,23:00,133,1.8,14.4,0.6,24.6,79.1,0.0,1006,0.001,0.002,0.003,0.002,21.3,8.7,14
14/12/2011,00:00,143,1.8,15.0,0.5,24.2,77.7,0.0,1006,,,,,21.8,12.1,
14/12/2011,01:00,138,1.7,14.1,0.5,23.8,79.8,0.0,1006,0.001,0.002,0.003,0.000,13.1,2.9,13
14/12/2011,02:00,150,1.4,13.9,0.5,23.6,81.6,0.0,1005,0.001,0.001,0.002,0.000,13.3,4.0,13
14/12/2011,03:00,156,1.4,20.6,0.5,23.3,82.1,0.0,1006,0.001,0.002,0.003,0.001,14.1,3.9,13
14/12/2011,04:00,197,1.3,10.9,0.3,22.6,84.4,0.0,1006,0.002,0.003,0.005,0.000,17.8,6.6,13
14/12/2011,05:00,200,1.3,13.8,0.3,22.3,85.7,0.0,1007,0.004,0.007,0.011,0.000,13.6,2.9,14
14/12/2011,06:00,142,1.7,34.5,0.8,24.4,79.1,0.0,1007,0.003,0.004,0.007,0.003,15.7,3.4,15
14/12/2011,07:00,106,3.5,14.2,0.8,25.9,72.8,0.0,1008,0.002,0.003,0.005,0.005,18.6,6.2,14
14/12/2011,08:00,91,3.5,14.7,0.8,26.6,68.0,0.0,1008,0.002,0.001,0.003,0.001,16.0,4.5,14
14/12/2011,09:00,88,3.9,14.1,0.9,27.1,64.3,0.0,1008,0.002,0.001,0.002,0.000,13.8,4.4,13
14/12/2011,10:00,94,4.2,14.9,1.0,27.5,60.5,0.0,1008,0.004,0.004,0.008,0.001,15.3,6.2,13
14/12/2011,11:00,58,5.2,19.2,1.2,27.7,59.1,0.0,1008,0.004,0.004,0.008,0.001,16.1,5.6,11
14/12/2011,12:00,58,6.3,11.6,1.1,27.6,54.8,0.0,1007,0.001,0.001,0.002,0.000,19.2,9.8,8
14/12/2011,13:00,60,6.7,12.2,0.9,27.5,55.9,0.0,1007,0.002,0.001,0.003,0.000,8.2,2.0,6
14/12/2011,14:00,65,7.2,10.5,1.1,27.3,57.5,0.0,1006,0.001,0.002,0.003,0.000,17.6,9.1,7
14/12/2011,15:00,62,7.0,12.7,1.0,27.3,55.0,0.0,1006,0.002,0.002,0.004,0.000,16.6,4.7,8
14/12/2011,16:00,64,6.2,11.0,1.0,26.9,60.5,0.0,1006,0.002,0.002,0.004,0.000,17.1,6.1,7
14/12/2011,17:00,63,6.0,10.2,0.9,26.3,66.3,0.0,1007,0.001,0.002,0.003,0.000,15.7,6.2,8
14/12/2011,18:00,69,4.9,10.0,0.8,26.1,69.8,0.0,1007,0.002,0.002,0.004,0.000,18.3,6.6,10
14/12/2011,19:00,70,4.8,9.1,0.8,25.9,71.3,0.0,1008,0.001,0.003,0.004,0.000,14.6,2.4,10
14/12/2011,20:00,81,5.1,11.9,0.9,25.8,71.5,0.0,1009,0.001,0.004,0.005,0.000,15.0,3.1,11
14/12/2011,21:00,72,5.2,9.2,1.0,25.7,71.9,0.0,1009,0.002,0.003,0.005,0.000,18.7,6.2,12
14/12/2011,22:00,80,4.9,11.4,0.9,25.6,70.3,0.0,1010,0.001,0.006,0.007,0.001,15.8,2.2,12
