Date,Time,Wind Direction,Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Air Temperature (degC),PM10 (µg/m^3),Visibility-reducing particles (Mm^-1)
05/10/2010,06:00,246,0.8,20.9,0.3,17.0,23.6,17
05/10/2010,07:00,213,1.1,28.6,0.4,20.4,38.7,20
05/10/2010,08:00,144,2.0,32.2,0.9,23.1,18.9,17
05/10/2010,09:00,125,2.5,24.6,0.9,24.6,2.3,15
05/10/2010,10:00,105,3.4,15.4,1.0,24.9,6.5,15
05/10/2010,11:00,111,2.7,21.8,1.1,25.5,,13
05/10/2010,12:00,99,2.4,23.2,1.0,26.6,9.3,14
05/10/2010,13:00,103,2.9,18.4,1.2,27.1,12.0,14
05/10/2010,14:00,103,2.7,20.2,1.1,27.1,17.6,15
05/10/2010,15:00,104,2.8,19.9,1.2,26.4,16.9,14
05/10/2010,16:00,105,3.1,16.1,1.1,24.6,20.5,16
05/10/2010,17:00,105,2.9,14.3,1.0,21.9,20.7,16
05/10/2010,18:00,102,1.9,13.8,0.6,20.1,19.1,16
05/10/2010,19:00,96,1.4,18.3,0.6,19.9,16.0,17
05/10/2010,20:00,105,1.3,25.4,0.6,20.0,11.2,29
05/10/2010,21:00,178,0.7,44.6,0.3,18.8,8.0,27
05/10/2010,22:00,210,1.1,17.9,0.3,18.6,18.3,23
05/10/2010,23:00,212,1.0,15.8,0.3,19.2,19.1,24
06/10/2010,00:00,194,1.4,10.7,0.4,19.1,9.5,
06/10/2010,01:00,233,0.8,24.7,0.3,18.3,6.6,27
06/10/2010,02:00,245,0.6,31.1,0.2,17.8,9.5,30
06/10/2010,03:00,240,0.6,22.2,0.3,17.5,6.0,26
06/10/2010,04:00,248,0.7,24.4,0.3,17.4,13.0,28
06/10/2010,05:00,262,0.6,24.1,0.2,17.4,17.6,32
06/10/2010,06:00,216,0.9,24.3,0.5,18.2,31.4,34
06/10/2010,07:00,185,1.5,24.2,0.5,21.5,33.8,27
06/10/2010,08:00,129,3.1,17.0,1.1,23.4,26.6,23
06/10/2010,09:00,117,4.1,13.3,1.0,24.6,18.5,21
06/10/2010,10:00,115,4.4,14.7,1.2,25.1,17.8,20
06/10/2010,11:00,111,4.5,13.7,1.1,25.1,13.4,18
06/10/2010,12:00,114,4.7,14.9,1.1,25.8,13.2,19
06/10/2010,13:00,109,4.5,15.5,1.3,26.3,14.5,19
06/10/2010,14:00,107,4.4,13.0,1.1,26.5,13.6,20
06/10/2010,15:00,111,4.6,14.9,1.2,25.5,15.9,20
06/10/2010,16:00,107,4.3,14.0,1.3,24.2,18.0,21
06/10/2010,17:00,104,4.0,10.4,1.1,22.1,14.6,19
06/10/2010,18:00,100,2.5,15.1,0.9,20.5,19.1,20
06/10/2010,19:00,96,1.8,16.0,0.8,20.3,13.9,21
06/10/2010,20:00,103,1.9,14.6,0.7,20.1,16.1,20
06/10/2010,21:00,107,2.0,12.6,0.6,20.4,15.4,20
06/10/2010,22:00,107,2.4,13.1,0.8,20.6,12.2,21
06/10/2010,23:00,106,1.7,14.5,0.6,20.5,14.1,20
07/10/2010,00:00,110,1.1,37.6,0.6,20.1,7.9,
07/10/2010,01:00,242,1.1,23.3,0.5,18.9,7.5,20
07/10/2010,02:00,254,1.0,24.7,0.4,18.1,5.5,21
07/10/2010,03:00,240,1.0,14.0,0.3,17.6,3.1,22
07/10/2010,04:00,235,1.1,30.6,0.4,17.4,14.1,23
07/10/2010,05:00,243,0.9,18.1,0.3,17.5,14.3,21
07/10/2010,06:00,236,0.9,23.4,0.4,18.6,27.5,22
07/10/2010,07:00,176,0.8,63.9,1.0,21.6,31.7,23
07/10/2010,08:00,115,3.5,16.8,1.1,24.3,19.3,16
07/10/2010,09:00,111,4.1,15.7,1.2,24.5,13.4,16
07/10/2010,10:00,114,4.3,16.2,1.2,25.0,14.5,15
07/10/2010,11:00,112,4.5,15.3,1.1,25.0,13.4,15
07/10/2010,12:00,111,4.2,16.7,1.3,25.8,10.2,14
07/10/2010,13:00,107,3.9,16.5,1.3,26.4,15.9,15
07/10/2010,14:00,104,3.9,16.5,1.4,26.3,23.5,16
07/10/2010,15:00,103,3.5,16.5,1.3,25.9,12.0,15
07/10/2010,16:00,100,2.7,18.2,1.2,24.5,24.5,17
07/10/2010,17:00,93,2.3,16.8,1.0,21.9,17.7,16
07/10/2010,18:00,99,1.6,16.9,0.8,20.4,18.1,18
07/10/2010,19:00,96,0.9,17.9,0.5,20.0,11.5,18
07/10/2010,20:00,104,0.6,27.9,0.4,19.4,7.4,18
07/10/2010,21:00,189,1.2,26.6,0.6,18.9,22.2,21
07/10/2010,22:00,185,1.9,9.0,0.3,18.5,13.9,21
07/10/2010,23:00,191,1.3,17.7,0.5,18.2,12.3,21
08/10/2010,00:00,235,1.1,28.4,0.5,17.3,8.1,
08/10/2010,01:00,225,0.9,36.4,0.3,16.8,4.8,21
08/10/2010,02:00,202,1.2,23.3,0.4,16.6,10.0,23
08/10/2010,03:00,233,1.3,20.4,0.3,16.4,13.7,21
08/10/2010,04:00,244,1.0,19.3,0.3,16.0,14.3,24
08/10/2010,05:00,237,0.5,30.0,0.3,15.6,10.1,19
08/10/2010,06:00,236,0.7,19.1,0.3,16.6,41.3,26
08/10/2010,07:00,192,1.5,20.6,0.5,20.4,39.4,24
08/10/2010,08:00,138,2.6,33.2,1.3,23.0,27.7,20
08/10/2010,09:00,117,3.5,18.5,1.1,24.7,15.4,16
08/10/2010,10:00,112,3.4,18.2,1.1,25.2,13.2,16
08/10/2010,11:00,111,3.3,21.8,1.2,25.4,8.6,15
08/10/2010,12:00,110,3.9,17.6,1.3,26.0,13.6,15
08/10/2010,13:00,111,4.2,16.2,1.2,26.1,28.4,17
08/10/2010,14:00,106,4.3,14.1,1.5,25.3,17.0,15
08/10/2010,15:00,114,5.2,12.7,1.2,23.9,19.3,16
08/10/2010,16:00,117,4.7,12.5,1.1,22.7,14.5,15
08/10/2010,17:00,121,4.7,11.3,1.1,21.6,18.4,15
08/10/2010,18:00,121,3.6,12.0,0.9,21.0,13.2,16
08/10/2010,19:00,114,3.5,10.4,0.9,20.9,12.6,17
08/10/2010,20:00,114,3.4,11.6,0.8,21.0,4.6,16
08/10/2010,21:00,110,3.1,11.3,0.7,20.9,14.5,15
08/10/2010,22:00,116,4.0,9.8,1.0,20.9,18.9,18
08/10/2010,23:00,112,4.5,10.1,1.0,20.7,9.6,18
09/10/2010,00:00,111,4.4,10.2,1.0,20.6,9.8,
09/10/2010,01:00,115,4.2,10.3,0.9,20.4,6.3,16
09/10/2010,02:00,123,3.6,12.2,0.9,20.3,7.1,17
09/10/2010,03:00,134,2.8,12.2,0.8,20.3,12.2,17
09/10/2010,04:00,164,1.9,30.1,0.6,19.4,15.4,20
09/10/2010,05:00,179,1.9,12.4,0.5,18.2,17.3,20
09/10/2010,06:00,180,1.7,13.3,0.5,18.9,22.1,19
09/10/2010,07:00,163,2.3,17.2,0.7,20.2,22.9,19
09/10/2010,08:00,138,3.7,14.3,1.1,22.8,19.0,17
09/10/2010,09:00,126,5.0,13.2,1.3,23.9,17.1,15
09/10/2010,10:00,118,5.6,13.4,1.2,24.4,10.3,14
09/10/2010,11:00,117,6.1,12.7,1.4,24.3,16.8,15
09/10/2010,12:00,118,6.3,11.0,1.3,23.3,14.9,15
09/10/2010,13:00,119,6.5,13.5,1.4,24.5,12.3,17
09/10/2010,14:00,113,6.7,11.9,1.6,24.7,,17
09/10/2010,15:00,114,6.1,13.3,1.3,23.8,15.0,18
09/10/2010,16:00,111,5.4,12.8,1.3,22.0,18.2,19
09/10/2010,17:00,112,5.3,11.2,1.4,21.2,20.5,19
09/10/2010,18:00,116,4.9,10.6,1.1,20.6,18.6,20
09/10/2010,19:00,118,5.1,10.8,1.1,20.4,17.8,23
09/10/2010,20:00,121,5.0,11.0,1.3,20.4,19.1,26
09/10/2010,21:00,125,5.8,10.7,1.4,20.3,14.5,27
09/10/2010,22:00,119,5.9,11.9,1.5,20.3,13.2,27
09/10/2010,23:00,122,5.3,11.2,1.4,19.9,18.0,27
10/10/2010,00:00,121,5.9,11.0,1.4,20.0,16.8,
10/10/2010,01:00,127,5.8,10.8,1.4,19.8,17.5,26
10/10/2010,02:00,128,6.1,10.4,1.5,18.2,20.0,28
10/10/2010,03:00,130,5.6,10.0,1.3,19.1,11.5,27
10/10/2010,04:00,136,4.6,10.3,1.2,19.1,13.1,24
10/10/2010,05:00,150,3.8,15.3,1.2,18.8,11.7,22
10/10/2010,06:00,159,3.5,14.0,1.0,18.4,11.8,20
10/10/2010,07:00,151,3.5,15.0,1.1,18.8,13.5,18
10/10/2010,08:00,145,4.7,14.1,1.4,19.8,8.4,15
10/10/2010,09:00,147,4.4,14.2,1.3,19.7,6.0,13
10/10/2010,10:00,150,5.0,13.1,1.3,20.6,5.3,12
10/10/2010,11:00,141,4.9,16.0,1.4,21.8,5.4,13
10/10/2010,12:00,134,4.6,19.9,1.5,22.8,2.3,13
10/10/2010,13:00,119,5.6,13.6,1.3,22.7,3.7,13
10/10/2010,14:00,122,5.2,13.2,1.2,21.6,7.7,13
10/10/2010,15:00,126,4.6,13.6,1.1,20.8,5.9,13
10/10/2010,16:00,129,4.3,12.4,1.1,20.5,9.6,15
10/10/2010,17:00,125,3.6,12.1,1.1,19.9,11.1,15
10/10/2010,18:00,133,2.8,10.6,0.8,19.5,16.9,16
10/10/2010,19:00,128,2.8,11.8,0.7,19.6,11.1,14
10/10/2010,20:00,125,3.9,12.6,1.1,19.9,7.2,12
10/10/2010,21:00,133,2.8,25.0,1.2,19.8,9.6,12
10/10/2010,22:00,222,1.4,14.4,0.4,17.3,17.6,22
10/10/2010,23:00,190,1.8,12.6,0.4,17.3,11.7,20
11/10/2010,00:00,209,1.4,15.9,0.4,17.2,19.1,
11/10/2010,01:00,194,1.9,14.4,0.7,17.5,15.0,15
11/10/2010,02:00,187,2.1,15.2,0.5,17.5,21.5,17
11/10/2010,03:00,174,2.3,13.8,0.7,17.7,16.5,15
11/10/2010,04:00,166,3.1,13.7,0.9,17.7,11.1,14
11/10/2010,05:00,179,2.0,18.0,0.6,17.4,15.5,15
11/10/2010,06:00,178,2.2,14.3,0.6,17.7,18.1,15
11/10/2010,07:00,179,3.0,13.1,0.9,18.3,19.3,16
11/10/2010,08:00,174,3.9,14.2,1.1,19.2,19.2,22
11/10/2010,09:00,167,3.9,15.3,1.2,20.9,13.7,23
11/10/2010,10:00,149,3.9,17.7,1.4,21.0,12.2,24
11/10/2010,11:00,137,5.0,13.7,1.1,21.8,10.0,21
11/10/2010,12:00,129,5.8,12.1,1.4,23.4,10.9,18
11/10/2010,13:00,124,5.7,13.5,1.3,23.1,12.9,17
11/10/2010,14:00,124,4.8,12.6,1.3,22.7,10.3,16
11/10/2010,15:00,121,4.6,11.6,1.1,22.5,17.2,16
11/10/2010,16:00,127,5.4,11.3,1.3,23.0,21.0,16
11/10/2010,17:00,136,4.7,13.6,1.3,20.9,14.9,14
11/10/2010,18:00,152,3.4,12.7,0.9,19.9,15.4,14
11/10/2010,19:00,162,3.1,18.2,0.8,19.7,16.3,13
11/10/2010,20:00,169,2.8,16.8,0.9,18.9,17.5,11
11/10/2010,21:00,158,3.3,14.4,1.0,19.0,14.0,14
11/10/2010,22:00,166,3.5,14.6,1.1,18.3,10.7,14
11/10/2010,23:00,159,3.8,12.1,1.3,17.9,8.3,20
12/10/2010,00:00,167,3.5,12.6,1.0,17.7,4.8,
12/10/2010,01:00,167,3.5,13.8,1.0,17.6,7.9,16
12/10/2010,02:00,172,3.3,13.2,0.8,17.3,8.3,17
12/10/2010,03:00,178,3.2,12.6,0.9,17.1,9.8,13
12/10/2010,04:00,163,2.9,14.4,0.9,17.0,12.1,15
12/10/2010,05:00,174,2.9,13.1,0.8,17.0,13.1,14
12/10/2010,06:00,170,3.4,12.6,0.9,17.6,15.0,15
12/10/2010,07:00,159,3.8,15.2,1.2,19.0,20.1,17
12/10/2010,08:00,146,5.0,13.2,1.7,21.1,16.8,16
12/10/2010,09:00,139,6.5,12.1,1.9,22.4,10.0,12
12/10/2010,10:00,136,6.9,13.8,1.8,23.1,3.4,13
12/10/2010,11:00,134,7.9,10.4,1.8,22.7,14.1,14
12/10/2010,12:00,137,5.9,12.3,2.0,19.9,19.1,16
12/10/2010,13:00,129,8.0,11.0,1.8,23.5,11.7,13
12/10/2010,14:00,130,7.6,10.5,2.0,22.7,19.0,16
12/10/2010,15:00,131,7.2,10.9,1.8,21.7,14.1,15
12/10/2010,16:00,128,7.4,12.0,1.9,21.5,15.5,17
12/10/2010,17:00,128,6.8,10.2,1.8,20.0,,14
12/10/2010,18:00,130,6.8,10.8,1.7,19.9,19.9,18
12/10/2010,19:00,129,7.1,12.2,1.7,19.3,19.6,18
12/10/2010,20:00,114,7.8,12.3,2.2,18.7,15.5,23
12/10/2010,21:00,126,5.3,11.7,1.4,18.3,25.5,30
12/10/2010,22:00,114,6.7,13.1,1.8,18.0,22.3,31
12/10/2010,23:00,116,6.5,11.3,1.5,18.3,21.0,32
13/10/2010,00:00,127,6.2,15.1,1.9,18.4,25.5,
13/10/2010,01:00,119,6.3,17.0,1.9,18.0,30.3,41
13/10/2010,02:00,123,7.1,10.4,2.0,17.9,25.0,40
13/10/2010,03:00,121,7.2,12.7,2.0,17.6,24.9,42
13/10/2010,04:00,123,7.4,10.6,1.7,19.1,30.4,51
13/10/2010,05:00,125,6.3,10.0,1.4,19.6,38.9,54
13/10/2010,06:00,124,7.0,10.3,1.5,20.7,32.3,52
13/10/2010,07:00,122,7.3,11.1,1.7,21.7,30.0,47
13/10/2010,08:00,123,6.7,10.9,1.6,21.6,40.0,47
13/10/2010,09:00,123,7.1,11.7,1.7,22.5,34.5,47
13/10/2010,10:00,127,7.4,14.6,1.8,23.4,44.0,44
13/10/2010,11:00,125,7.0,13.3,1.7,23.4,34.7,41
13/10/2010,12:00,114,7.7,10.8,1.6,24.2,25.3,40
13/10/2010,13:00,118,7.4,12.1,1.6,24.5,32.5,43
13/10/2010,14:00,112,7.8,10.5,1.7,24.5,28.2,41
13/10/2010,15:00,117,7.0,11.9,1.6,22.8,31.2,40
13/10/2010,16:00,114,6.1,11.1,1.5,21.8,35.8,43
13/10/2010,17:00,118,5.4,11.0,1.4,21.2,40.2,43
13/10/2010,18:00,117,5.3,10.7,1.2,20.7,31.3,44
13/10/2010,19:00,115,6.0,10.1,1.3,20.7,29.8,44
13/10/2010,20:00,119,5.3,10.9,1.1,20.5,32.6,44
13/10/2010,21:00,121,4.9,10.5,1.2,20.5,32.2,45
13/10/2010,22:00,119,4.9,11.0,1.1,20.4,32.1,45
13/10/2010,23:00,117,5.3,10.0,1.1,20.2,30.8,44
14/10/2010,00:00,117,5.0,9.9,1.1,20.0,32.4,
14/10/2010,01:00,116,4.8,9.7,1.1,20.0,29.3,37
14/10/2010,02:00,111,4.4,10.9,1.1,20.0,31.0,40
14/10/2010,03:00,113,4.0,10.5,1.0,20.0,30.0,40
14/10/2010,04:00,113,4.2,11.0,0.9,20.1,30.4,40
14/10/2010,05:00,120,3.7,11.4,0.9,20.0,34.6,36
14/10/2010,06:00,129,3.5,11.1,0.8,20.8,33.0,31
14/10/2010,07:00,110,4.3,15.2,1.4,22.8,33.1,36
14/10/2010,08:00,108,4.9,14.0,1.4,23.6,32.1,34
14/10/2010,09:00,109,4.9,15.0,1.6,24.4,32.6,31
14/10/2010,10:00,104,4.8,15.6,1.6,24.7,34.9,29
14/10/2010,11:00,106,4.9,13.2,1.6,24.3,31.2,29
14/10/2010,12:00,107,4.9,14.5,1.5,24.8,33.2,28
14/10/2010,13:00,113,4.6,12.9,1.1,24.3,22.1,26
14/10/2010,14:00,98,3.3,19.5,1.2,24.2,19.0,29
14/10/2010,15:00,89,2.9,16.7,1.1,24.1,21.9,31
14/10/2010,16:00,85,2.7,17.6,1.1,22.8,23.3,30
14/10/2010,17:00,90,2.3,16.7,1.0,22.1,24.7,29
14/10/2010,18:00,92,2.2,16.7,0.9,21.6,20.3,27
14/10/2010,19:00,96,2.0,17.9,0.8,21.3,29.4,26
14/10/2010,20:00,98,2.0,15.7,0.8,21.3,32.8,27
14/10/2010,21:00,98,2.3,17.9,1.0,21.2,38.0,27
14/10/2010,22:00,74,1.8,18.1,0.8,19.8,32.5,27
14/10/2010,23:00,57,2.4,11.6,0.8,20.5,27.1,27
15/10/2010,00:00,51,2.6,10.0,0.6,20.9,24.5,
15/10/2010,01:00,39,2.3,8.3,0.6,20.8,26.5,26
15/10/2010,02:00,45,2.1,11.3,0.5,20.8,24.4,27
15/10/2010,03:00,43,2.6,11.7,0.9,21.1,30.8,27
15/10/2010,04:00,42,3.2,10.1,0.9,21.2,34.4,28
15/10/2010,05:00,39,3.1,10.2,1.0,19.8,27.3,23
15/10/2010,06:00,36,4.0,8.7,0.9,21.2,37.1,28
15/10/2010,07:00,24,5.2,15.0,1.2,20.8,32.4,24
15/10/2010,08:00,4,4.3,172.9,1.4,19.5,7.4,10
15/10/2010,09:00,347,3.4,15.5,1.1,19.7,2.6,6
15/10/2010,10:00,10,4.5,12.2,1.1,23.0,28.2,11
15/10/2010,11:00,355,5.0,13.8,1.3,24.9,2.5,10
15/10/2010,12:00,352,5.9,13.5,1.3,26.4,11.2,12
15/10/2010,13:00,6,6.5,13.9,1.5,26.5,26.6,13
15/10/2010,14:00,352,7.4,14.6,1.8,26.7,,14
15/10/2010,15:00,357,7.6,10.1,1.6,25.3,10.5,15
15/10/2010,16:00,353,7.8,10.3,1.7,24.1,9.8,15
15/10/2010,17:00,347,7.2,9.5,1.7,23.1,3.0,15
15/10/2010,18:00,346,5.9,10.5,1.5,22.6,14.1,16
15/10/2010,19:00,347,3.7,13.9,1.5,22.6,10.4,16
15/10/2010,20:00,327,3.7,17.2,1.4,22.8,12.8,15
15/10/2010,21:00,307,2.8,17.3,1.2,20.9,20.1,16
15/10/2010,22:00,298,1.5,35.2,0.6,19.9,11.0,15
15/10/2010,23:00,262,1.8,31.8,1.0,19.4,4.9,12
16/10/2010,00:00,211,1.4,29.2,1.1,19.3,5.4,
16/10/2010,01:00,213,2.9,15.3,1.1,18.4,,5
16/10/2010,02:00,226,3.2,15.6,1.7,18.4,,7
16/10/2010,03:00,228,2.4,14.8,0.9,17.7,,9
16/10/2010,04:00,223,4.7,14.0,1.8,17.4,,8
16/10/2010,05:00,225,3.4,15.2,1.3,15.2,,8
16/10/2010,06:00,222,3.6,18.0,1.4,15.8,,8
16/10/2010,07:00,212,3.5,18.4,1.4,16.7,,8
16/10/2010,08:00,205,5.3,14.7,1.5,17.9,,7
16/10/2010,09:00,218,4.7,18.1,1.5,18.2,,7
16/10/2010,10:00,215,3.8,22.4,1.3,19.2,,6
16/10/2010,11:00,205,4.0,20.6,1.4,20.7,,6
16/10/2010,12:00,201,4.0,21.6,1.3,22.3,,6
16/10/2010,13:00,195,3.9,20.5,1.5,23.7,,5
16/10/2010,14:00,197,3.6,21.9,1.5,24.4,,5
16/10/2010,15:00,203,3.1,24.9,1.1,25.3,4.0,6
16/10/2010,16:00,199,2.2,19.9,0.9,23.2,15.0,6
16/10/2010,17:00,186,2.7,13.0,0.7,22.1,13.9,6
16/10/2010,18:00,164,2.1,14.2,0.5,19.3,30.6,8
16/10/2010,19:00,144,2.0,14.1,0.4,17.8,41.9,10
16/10/2010,20:00,187,2.0,12.5,0.4,15.9,34.3,14
16/10/2010,21:00,180,1.4,20.5,0.5,13.7,30.6,13
16/10/2010,22:00,216,1.5,26.4,0.7,11.3,22.7,12
16/10/2010,23:00,231,1.2,16.4,0.5,9.6,,8
17/10/2010,00:00,264,0.9,22.6,0.6,8.7,14.5,
17/10/2010,01:00,265,1.6,18.4,0.6,9.0,9.4,13
17/10/2010,02:00,245,1.6,17.4,0.6,8.4,14.4,12
17/10/2010,03:00,221,1.2,16.7,0.4,6.9,5.6,7
17/10/2010,04:00,221,1.1,13.9,0.4,6.0,8.2,7
17/10/2010,05:00,212,1.2,17.4,0.4,7.5,8.8,6
17/10/2010,06:00,230,1.1,16.4,0.4,14.0,12.9,6
17/10/2010,07:00,184,2.6,22.0,1.0,15.3,15.9,6
17/10/2010,08:00,152,4.7,18.3,1.4,17.8,11.1,5
17/10/2010,09:00,131,5.5,13.2,1.4,19.1,27.4,6
17/10/2010,10:00,121,5.9,13.1,1.3,19.6,21.5,6
17/10/2010,11:00,121,6.0,14.8,1.3,19.8,9.5,6
17/10/2010,12:00,117,5.5,14.3,1.5,20.3,6.5,6
17/10/2010,13:00,111,5.1,15.5,1.7,21.3,8.0,6
17/10/2010,14:00,105,4.1,18.5,1.6,22.1,10.0,6
17/10/2010,15:00,96,3.0,22.0,1.3,22.0,9.5,6
17/10/2010,16:00,92,2.6,21.1,1.2,21.0,20.6,7
17/10/2010,17:00,92,1.9,19.6,1.0,18.8,23.4,8
17/10/2010,18:00,104,1.5,13.0,0.5,16.6,19.7,8
17/10/2010,19:00,111,1.1,12.6,0.4,15.6,14.8,10
17/10/2010,20:00,203,1.0,30.8,0.3,13.4,50.6,28
17/10/2010,21:00,220,1.1,13.9,0.3,12.1,25.8,15
17/10/2010,22:00,246,0.9,16.8,0.3,10.8,12.2,13
17/10/2010,23:00,237,0.9,18.3,0.3,10.4,8.1,19
18/10/2010,00:00,233,1.1,13.4,0.3,9.7,9.6,
18/10/2010,01:00,262,1.1,16.0,0.3,9.2,9.4,19
18/10/2010,02:00,246,1.1,16.2,0.4,8.9,8.1,17
18/10/2010,03:00,269,1.4,14.3,0.6,8.9,12.7,18
18/10/2010,04:00,264,1.5,16.0,0.5,9.3,10.6,17
18/10/2010,05:00,258,1.3,18.0,0.5,9.3,14.9,19
18/10/2010,06:00,239,1.1,14.5,0.3,14.0,34.5,24
18/10/2010,07:00,223,1.3,25.9,0.5,18.4,42.3,23
18/10/2010,08:00,152,2.5,28.7,1.0,20.3,31.1,13
18/10/2010,09:00,124,4.3,18.2,1.2,21.2,23.4,8
18/10/2010,10:00,115,5.1,14.4,1.2,21.3,11.7,7
18/10/2010,11:00,110,5.1,16.4,1.5,21.3,4.6,7
18/10/2010,12:00,111,5.4,14.9,1.6,21.7,,7
18/10/2010,13:00,107,4.7,15.7,1.6,22.8,5.2,6
18/10/2010,14:00,105,4.8,14.0,1.6,23.0,3.0,7
18/10/2010,15:00,100,3.5,19.3,1.5,22.8,14.6,6
18/10/2010,16:00,99,3.6,17.4,1.3,21.5,14.7,8
18/10/2010,17:00,93,2.1,20.4,1.0,19.1,22.4,7
18/10/2010,18:00,96,1.6,18.1,0.7,17.9,18.8,8
18/10/2010,19:00,105,2.0,12.5,0.7,17.8,16.8,8
18/10/2010,20:00,112,2.2,11.9,0.6,18.0,12.9,8
18/10/2010,21:00,158,1.5,33.4,0.6,16.8,24.6,12
18/10/2010,22:00,199,1.8,10.5,0.4,15.4,28.8,16
18/10/2010,23:00,196,1.8,8.6,0.3,14.9,20.1,14
19/10/2010,00:00,220,1.3,24.8,0.5,14.4,15.5,
19/10/2010,01:00,250,0.9,24.1,0.4,13.2,12.6,20
19/10/2010,02:00,256,0.8,34.6,0.4,12.6,10.4,17
19/10/2010,03:00,260,0.6,24.6,0.3,11.9,9.2,16
19/10/2010,04:00,252,0.7,23.3,0.3,11.4,13.3,17
19/10/2010,05:00,233,1.0,20.6,0.4,11.7,18.2,18
19/10/2010,06:00,211,1.5,20.0,0.5,15.8,14.8,18
19/10/2010,07:00,171,2.4,21.4,0.9,19.9,27.1,13
19/10/2010,08:00,137,3.9,17.4,1.1,21.4,33.0,10
19/10/2010,09:00,129,4.7,15.9,1.2,22.0,20.3,9
19/10/2010,10:00,119,5.0,16.1,1.2,22.2,16.3,10
19/10/2010,11:00,115,5.0,14.3,1.2,22.7,11.0,11
19/10/2010,12:00,110,5.6,13.7,1.6,22.8,12.2,11
19/10/2010,13:00,113,6.3,12.9,1.5,23.1,,9
19/10/2010,14:00,113,6.6,12.2,1.5,23.1,,8
19/10/2010,15:00,110,6.4,12.3,1.4,22.6,19.1,8
19/10/2010,16:00,111,5.0,13.1,1.3,22.3,20.1,10
19/10/2010,17:00,110,4.1,12.6,1.2,20.3,30.2,10
19/10/2010,18:00,108,4.4,10.4,1.1,19.4,30.1,15
19/10/2010,19:00,115,3.8,10.6,1.0,19.6,26.7,16
19/10/2010,20:00,119,4.3,11.3,1.0,19.7,27.4,18
19/10/2010,21:00,117,4.8,10.6,1.2,19.7,19.2,16
19/10/2010,22:00,115,4.8,9.2,1.1,19.6,14.9,15
19/10/2010,23:00,115,4.5,9.7,1.1,19.3,12.3,16
20/10/2010,00:00,117,4.0,11.6,1.1,19.0,13.8,
20/10/2010,01:00,119,3.9,10.2,0.9,19.1,12.8,12
20/10/2010,02:00,118,3.9,12.1,1.0,19.1,21.2,14
20/10/2010,03:00,115,4.1,10.8,1.0,19.0,21.2,17
20/10/2010,04:00,119,4.0,10.6,1.0,19.0,16.3,16
20/10/2010,05:00,132,3.7,20.0,1.5,18.9,21.3,18
20/10/2010,06:00,172,2.9,16.4,1.0,18.5,28.7,18
20/10/2010,07:00,133,4.0,30.3,2.2,20.3,31.8,20
20/10/2010,08:00,121,6.5,12.1,1.6,21.2,23.2,15
20/10/2010,09:00,123,6.5,11.4,1.4,21.8,20.5,13
20/10/2010,10:00,126,6.6,12.2,1.5,21.4,20.9,14
20/10/2010,11:00,133,6.3,11.6,1.6,19.8,16.2,19
20/10/2010,12:00,125,7.1,11.7,1.7,22.0,15.4,22
20/10/2010,13:00,116,7.7,10.7,1.6,22.7,21.4,21
20/10/2010,14:00,115,7.4,11.1,1.8,22.3,16.8,21
20/10/2010,15:00,114,6.8,11.7,1.7,22.3,26.2,21
20/10/2010,16:00,123,6.1,10.4,1.5,21.2,31.9,24
20/10/2010,17:00,124,6.7,10.5,1.5,20.5,25.5,27
20/10/2010,18:00,121,6.6,10.7,1.6,20.5,25.0,26
20/10/2010,19:00,121,6.1,10.9,1.4,20.1,21.3,26
20/10/2010,20:00,121,6.8,10.5,1.6,20.4,18.6,25
20/10/2010,21:00,123,6.4,11.8,1.5,20.3,23.9,26
20/10/2010,22:00,124,5.9,10.6,1.3,20.2,13.1,25
20/10/2010,23:00,117,5.3,10.4,1.3,19.2,19.8,23
21/10/2010,00:00,113,5.9,11.0,1.4,19.4,18.6,
21/10/2010,01:00,150,3.0,30.9,1.3,19.0,26.8,22
21/10/2010,02:00,173,2.5,12.3,0.7,17.1,18.1,24
21/10/2010,03:00,182,3.3,12.6,0.8,15.8,23.4,23
21/10/2010,04:00,161,3.5,12.7,0.9,15.7,18.1,24
21/10/2010,05:00,159,3.5,13.0,1.0,16.1,24.8,24
21/10/2010,06:00,163,3.1,13.4,0.9,15.6,8.1,20
21/10/2010,07:00,188,3.1,13.4,0.8,15.8,23.8,21
21/10/2010,08:00,182,3.1,11.8,0.8,15.6,16.9,20
21/10/2010,09:00,159,3.3,16.3,0.9,15.7,12.1,17
21/10/2010,10:00,159,3.1,15.7,0.9,16.1,9.8,19
21/10/2010,11:00,132,5.1,15.9,1.4,17.2,2.9,16
21/10/2010,12:00,134,5.2,11.9,1.4,17.6,8.7,16
21/10/2010,13:00,141,4.9,12.5,1.3,17.8,2.1,15
21/10/2010,14:00,143,3.6,15.9,1.1,18.0,14.2,17
21/10/2010,15:00,134,4.6,11.0,1.1,18.2,6.9,15
21/10/2010,16:00,126,3.9,11.2,1.0,17.7,8.4,17
21/10/2010,17:00,147,2.6,25.4,1.1,17.8,19.7,18
21/10/2010,18:00,204,1.6,22.3,0.7,16.8,33.3,47
21/10/2010,19:00,178,1.8,15.5,0.6,16.3,23.3,26
21/10/2010,20:00,172,1.5,18.8,0.6,16.2,24.1,33
