Date,Time,Wind Direction,Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Air Temperature (degC)
12/06/2010,19:00,271,3.6,23.9,1.7,5.6
12/06/2010,20:00,271,2.0,17.1,0.8,4.7
12/06/2010,21:00,274,4.1,11.1,0.7,4.0
12/06/2010,22:00,286,4.8,8.3,0.5,4.0
12/06/2010,23:00,277,4.3,6.9,0.7,3.1
13/06/2010,00:00,273,3.0,12.7,1.1,1.8
13/06/2010,01:00,282,2.5,13.0,0.8,1.3
13/06/2010,02:00,283,3.9,3.4,0.5,1.1
13/06/2010,03:00,287,3.7,7.7,0.6,0.8
13/06/2010,04:00,275,3.9,12.2,0.7,0.5
13/06/2010,05:00,280,4.1,4.6,0.7,0.2
13/06/2010,06:00,276,3.7,4.9,0.6,0.3
13/06/2010,07:00,282,3.4,7.5,0.6,2.1
13/06/2010,08:00,281,3.4,8.6,0.6,5.7
13/06/2010,09:00,285,2.7,30.4,0.9,8.9
13/06/2010,10:00,299,1.0,32.7,0.7,12.4
13/06/2010,11:00,156,1.5,82.7,1.9,14.7
13/06/2010,12:00,144,5.0,14.6,1.5,15.6
13/06/2010,13:00,154,6.1,16.9,1.3,16.5
13/06/2010,14:00,150,5.5,16.3,1.4,15.8
13/06/2010,15:00,150,5.3,10.7,1.5,15.3
13/06/2010,16:00,147,4.1,8.9,1.1,14.0
13/06/2010,17:00,148,4.2,7.9,1.0,12.5
13/06/2010,18:00,152,4.0,9.2,0.9,11.7
13/06/2010,19:00,155,2.8,10.8,1.1,11.2
13/06/2010,20:00,152,1.0,17.1,0.8,10.0
13/06/2010,21:00,161,0.3,29.8,0.4,8.4
13/06/2010,22:00,339,0.4,61.4,0.6,6.3
13/06/2010,23:00,291,1.7,10.6,0.8,5.2
14/06/2010,00:00,295,2.1,14.7,0.8,5.0
14/06/2010,01:00,294,2.1,10.7,1.1,4.6
14/06/2010,02:00,285,2.4,14.3,1.0,4.7
14/06/2010,03:00,285,1.7,17.6,0.9,4.7
14/06/2010,04:00,297,0.8,13.2,0.8,4.6
14/06/2010,05:00,323,0.7,33.6,0.8,4.8
14/06/2010,06:00,60,0.1,116.3,0.5,5.4
14/06/2010,07:00,53,0.4,148.7,0.4,6.3
14/06/2010,08:00,137,2.2,33.0,1.4,10.4
14/06/2010,09:00,145,4.8,12.6,1.2,12.4
14/06/2010,10:00,137,5.5,13.5,1.3,14.7
14/06/2010,11:00,131,6.2,15.0,1.5,16.2
14/06/2010,12:00,138,7.1,14.3,1.4,17.0
14/06/2010,13:00,138,6.8,15.5,1.5,17.3
14/06/2010,14:00,137,6.6,16.7,1.3,17.0
14/06/2010,15:00,143,6.1,12.2,1.4,16.1
14/06/2010,16:00,143,4.9,11.0,1.0,15.3
14/06/2010,17:00,125,3.5,9.1,1.1,13.2
14/06/2010,18:00,124,3.0,11.9,1.0,12.5
14/06/2010,19:00,162,4.2,10.6,1.9,11.8
14/06/2010,20:00,151,2.3,12.0,1.0,10.7
14/06/2010,21:00,176,2.5,10.2,1.2,10.2
14/06/2010,22:00,166,2.7,14.1,0.7,10.5
14/06/2010,23:00,156,0.6,89.9,1.0,9.8
15/06/2010,00:00,75,0.4,48.9,0.5,8.6
15/06/2010,01:00,180,1.2,61.7,1.1,8.2
15/06/2010,02:00,333,0.6,88.2,0.9,7.6
15/06/2010,03:00,142,0.2,89.4,0.7,6.7
15/06/2010,04:00,167,0.3,69.3,0.5,6.9
15/06/2010,05:00,132,0.2,100.6,0.5,5.8
15/06/2010,06:00,108,0.1,120.5,0.5,5.4
15/06/2010,07:00,346,0.3,35.2,0.5,5.6
15/06/2010,08:00,149,0.6,120.0,1.7,10.5
15/06/2010,09:00,146,5.8,12.9,1.5,14.7
15/06/2010,10:00,151,6.8,13.6,1.7,16.4
15/06/2010,11:00,141,7.7,14.6,1.5,17.2
15/06/2010,12:00,137,7.1,18.0,1.9,17.6
15/06/2010,13:00,130,5.8,14.7,1.4,18.0
15/06/2010,14:00,132,5.4,14.2,1.2,17.5
15/06/2010,15:00,115,5.5,12.5,1.4,17.6
15/06/2010,16:00,118,4.1,8.6,1.2,16.0
15/06/2010,17:00,129,2.8,6.4,0.6,13.3
15/06/2010,18:00,139,1.8,16.3,0.4,11.2
15/06/2010,19:00,146,2.5,6.4,0.5,11.5
15/06/2010,20:00,156,1.3,46.5,1.1,9.6
15/06/2010,21:00,1,0.2,153.3,0.3,6.1
15/06/2010,22:00,300,0.1,123.1,0.2,4.6
15/06/2010,23:00,284,2.1,10.8,1.1,4.1
16/06/2010,00:00,284,3.4,11.7,1.0,4.6
16/06/2010,01:00,280,3.6,11.4,1.1,5.1
16/06/2010,02:00,280,3.3,6.6,0.8,4.1
16/06/2010,03:00,281,4.0,7.2,1.0,3.9
16/06/2010,04:00,277,3.5,11.3,0.9,4.3
16/06/2010,05:00,283,3.4,10.8,1.1,4.4
16/06/2010,06:00,280,3.2,8.7,0.7,4.6
16/06/2010,07:00,282,3.5,5.9,0.7,5.0
16/06/2010,08:00,283,3.4,8.3,0.7,7.4
16/06/2010,09:00,281,2.3,25.9,1.0,10.9
16/06/2010,10:00,32,1.1,169.2,1.1,14.9
16/06/2010,11:00,120,2.9,33.4,1.4,16.9
16/06/2010,12:00,110,2.9,29.8,1.5,18.2
16/06/2010,13:00,116,2.8,31.8,1.2,18.1
16/06/2010,14:00,81,2.7,25.6,0.9,17.7
16/06/2010,15:00,79,3.4,12.5,0.7,17.1
16/06/2010,16:00,83,3.7,7.9,0.7,16.1
16/06/2010,17:00,68,2.3,12.3,0.6,15.0
16/06/2010,18:00,60,1.9,7.6,0.4,14.2
16/06/2010,19:00,94,2.6,10.3,0.7,13.7
16/06/2010,20:00,95,2.1,14.5,0.9,12.6
16/06/2010,21:00,40,0.2,13.5,0.3,10.6
16/06/2010,22:00,198,0.2,39.7,0.4,8.3
16/06/2010,23:00,263,1.0,24.3,0.8,6.0
17/06/2010,00:00,280,1.9,11.3,0.4,4.9
17/06/2010,01:00,282,3.1,8.8,0.8,5.0
17/06/2010,02:00,280,3.2,8.2,0.6,4.6
17/06/2010,03:00,282,3.6,7.6,0.4,4.7
17/06/2010,04:00,275,3.5,9.1,0.7,4.2
17/06/2010,05:00,287,2.9,7.4,0.7,3.8
17/06/2010,06:00,285,3.6,4.1,0.6,3.6
17/06/2010,07:00,279,3.3,7.8,0.5,4.8
17/06/2010,08:00,277,3.2,8.9,0.9,8.5
17/06/2010,09:00,282,2.5,16.0,1.1,12.1
17/06/2010,10:00,266,1.2,33.3,0.7,14.4
17/06/2010,11:00,103,0.4,54.6,0.6,16.7
17/06/2010,12:00,75,1.1,65.0,1.1,18.7
17/06/2010,13:00,63,3.5,27.3,1.4,18.6
17/06/2010,14:00,63,2.7,26.6,1.2,19.3
17/06/2010,15:00,87,2.5,16.1,0.8,18.4
17/06/2010,16:00,86,2.3,7.3,1.1,16.9
17/06/2010,17:00,117,0.9,17.8,0.5,15.6
17/06/2010,18:00,80,1.4,34.7,0.9,14.5
17/06/2010,19:00,179,0.8,24.4,0.5,13.2
17/06/2010,20:00,278,0.4,84.4,0.9,12.2
17/06/2010,21:00,306,1.0,17.6,0.5,11.1
17/06/2010,22:00,278,2.4,5.4,0.6,9.7
17/06/2010,23:00,291,2.5,10.4,0.9,9.6
18/06/2010,00:00,277,3.1,4.9,0.5,8.5
18/06/2010,01:00,276,3.0,10.2,1.1,8.6
18/06/2010,02:00,270,1.7,16.0,0.7,8.6
18/06/2010,03:00,290,1.8,20.1,0.9,8.4
18/06/2010,04:00,270,0.8,113.0,0.9,8.2
18/06/2010,05:00,324,1.0,38.5,0.6,8.3
18/06/2010,06:00,291,1.8,17.7,0.7,9.0
18/06/2010,07:00,276,1.8,29.8,0.9,9.7
18/06/2010,08:00,284,2.7,15.3,0.8,11.3
18/06/2010,09:00,264,2.7,23.1,0.9,13.3
18/06/2010,10:00,285,3.8,16.6,1.2,14.7
18/06/2010,11:00,285,3.2,9.0,0.7,15.5
18/06/2010,12:00,293,1.7,21.9,0.9,16.1
18/06/2010,13:00,317,1.6,47.9,0.8,15.4
18/06/2010,14:00,297,3.6,17.5,0.9,15.3
18/06/2010,15:00,295,3.5,9.2,1.2,14.9
18/06/2010,16:00,300,3.7,6.2,0.7,14.2
18/06/2010,17:00,291,4.9,6.1,0.9,13.6
18/06/2010,18:00,281,4.9,7.0,0.7,13.3
18/06/2010,19:00,266,4.6,6.8,0.6,13.1
18/06/2010,20:00,257,2.2,22.8,1.0,12.6
18/06/2010,21:00,291,3.5,6.9,0.8,12.3
18/06/2010,22:00,286,4.4,4.6,0.4,12.1
18/06/2010,23:00,274,2.2,12.6,1.1,11.4
19/06/2010,00:00,266,5.0,8.0,1.2,11.4
19/06/2010,01:00,259,5.9,7.2,0.7,11.6
19/06/2010,02:00,274,4.1,3.6,0.8,10.9
19/06/2010,03:00,282,1.7,10.5,1.0,10.7
19/06/2010,04:00,282,3.8,3.9,1.0,10.1
19/06/2010,05:00,284,5.0,3.8,0.6,9.9
19/06/2010,06:00,279,4.7,8.6,1.0,9.6
19/06/2010,07:00,278,5.1,11.5,1.3,9.5
19/06/2010,08:00,276,4.3,8.8,0.9,11.5
19/06/2010,09:00,280,7.7,7.3,1.5,12.8
19/06/2010,10:00,267,8.5,13.3,1.4,15.0
19/06/2010,11:00,280,7.7,12.1,1.3,15.2
19/06/2010,12:00,261,8.1,12.9,1.5,17.7
19/06/2010,13:00,266,6.8,14.7,1.4,18.4
19/06/2010,14:00,265,7.1,12.8,1.1,18.6
19/06/2010,15:00,264,5.7,11.7,1.2,18.4
19/06/2010,16:00,288,4.3,9.2,0.8,16.3
19/06/2010,17:00,291,4.7,6.5,0.6,12.1
19/06/2010,18:00,278,5.3,4.9,0.6,9.7
19/06/2010,19:00,287,6.6,4.6,0.5,9.9
19/06/2010,20:00,286,8.1,4.0,1.0,9.8
19/06/2010,21:00,286,6.8,4.1,1.0,8.8
19/06/2010,22:00,283,5.5,4.1,0.6,7.7
19/06/2010,23:00,281,5.8,5.0,0.6,7.0
20/06/2010,00:00,281,5.9,4.7,0.6,6.9
20/06/2010,01:00,281,5.6,4.7,0.7,6.3
20/06/2010,02:00,287,5.0,5.7,0.9,5.5
20/06/2010,03:00,274,4.3,5.4,0.5,3.8
20/06/2010,04:00,277,3.6,4.4,0.6,3.0
20/06/2010,05:00,290,3.0,8.1,0.5,2.5
20/06/2010,06:00,302,1.8,9.9,1.1,1.7
20/06/2010,07:00,306,2.0,9.8,0.7,3.7
20/06/2010,08:00,307,2.1,13.5,0.5,7.3
20/06/2010,09:00,300,2.4,15.2,0.8,11.0
20/06/2010,10:00,293,1.5,30.3,1.0,14.9
20/06/2010,11:00,210,0.4,101.4,0.9,17.6
20/06/2010,12:00,100,0.8,67.4,1.0,19.0
20/06/2010,13:00,94,1.6,44.2,1.2,19.0
20/06/2010,14:00,118,0.8,63.3,1.0,19.2
20/06/2010,15:00,41,1.1,37.9,0.8,19.0
20/06/2010,16:00,51,1.8,10.2,0.7,17.1
20/06/2010,17:00,48,1.1,16.3,0.3,12.0
20/06/2010,18:00,235,1.3,28.5,0.9,8.6
20/06/2010,19:00,291,1.4,38.9,1.0,7.3
20/06/2010,20:00,282,2.5,23.3,1.0,6.6
20/06/2010,21:00,288,3.1,4.8,0.4,5.9
20/06/2010,22:00,286,4.4,3.5,0.4,5.7
20/06/2010,23:00,279,3.9,2.5,0.5,4.7
21/06/2010,00:00,284,3.8,5.1,0.5,4.1
21/06/2010,01:00,282,3.8,3.9,0.6,3.5
21/06/2010,02:00,285,3.3,3.6,0.7,3.0
21/06/2010,03:00,283,3.4,8.5,0.7,2.7
21/06/2010,04:00,280,3.6,3.5,0.4,2.3
21/06/2010,05:00,287,3.5,4.1,0.5,2.2
21/06/2010,06:00,276,3.3,7.3,0.4,1.9
21/06/2010,07:00,286,2.6,9.3,0.5,3.5
21/06/2010,08:00,279,1.9,16.0,1.3,7.6
21/06/2010,09:00,322,0.3,45.3,0.5,12.9
21/06/2010,10:00,161,0.3,92.7,0.8,16.3
21/06/2010,11:00,100,1.8,45.9,1.3,17.8
21/06/2010,12:00,73,2.0,42.7,1.1,19.2
21/06/2010,13:00,90,1.5,62.2,1.3,19.5
21/06/2010,14:00,83,2.3,46.9,1.6,19.7
21/06/2010,15:00,88,2.5,32.2,1.1,19.4
21/06/2010,16:00,72,1.8,9.4,0.8,18.0
21/06/2010,17:00,56,0.5,32.2,0.6,13.2
21/06/2010,18:00,166,1.2,60.2,1.5,11.2
21/06/2010,19:00,104,1.7,26.2,0.8,12.1
21/06/2010,20:00,48,0.8,62.6,0.6,9.6
21/06/2010,21:00,282,1.7,23.4,1.1,7.7
21/06/2010,22:00,286,3.9,3.7,0.6,7.1
21/06/2010,23:00,290,3.9,5.2,0.8,6.5
22/06/2010,00:00,281,4.0,6.5,0.7,5.7
22/06/2010,01:00,284,3.9,6.2,0.6,5.9
22/06/2010,02:00,271,3.9,7.7,0.5,6.5
22/06/2010,03:00,284,3.2,10.4,0.8,6.7
22/06/2010,04:00,277,2.7,12.0,0.7,6.4
22/06/2010,05:00,282,2.7,20.4,0.9,5.5
22/06/2010,06:00,281,2.6,14.2,1.1,4.8
22/06/2010,07:00,283,2.7,12.5,0.9,6.1
22/06/2010,08:00,292,1.7,16.2,0.9,10.4
22/06/2010,09:00,141,3.0,37.4,3.1,16.2
22/06/2010,10:00,147,6.7,14.2,1.4,17.0
22/06/2010,11:00,155,7.2,15.0,1.8,17.4
22/06/2010,12:00,153,7.2,11.7,1.5,17.6
22/06/2010,13:00,145,7.0,12.4,1.8,17.5
22/06/2010,14:00,132,5.9,14.5,1.3,17.1
22/06/2010,15:00,119,3.5,12.3,0.9,17.1
22/06/2010,16:00,150,6.5,15.7,2.5,15.2
22/06/2010,17:00,145,3.6,11.6,1.3,14.1
22/06/2010,18:00,143,1.8,18.9,0.9,14.0
22/06/2010,19:00,146,2.7,13.4,1.0,13.8
22/06/2010,20:00,149,2.2,12.1,1.1,12.7
22/06/2010,21:00,42,0.2,45.4,0.3,9.9
22/06/2010,22:00,274,0.8,60.3,0.8,7.5
22/06/2010,23:00,271,0.2,46.5,0.4,6.2
23/06/2010,00:00,303,0.2,131.3,0.4,5.0
23/06/2010,01:00,289,2.2,18.6,1.1,4.9
23/06/2010,02:00,284,3.8,9.4,1.1,5.2
23/06/2010,03:00,277,3.4,13.8,1.0,4.4
23/06/2010,04:00,280,3.2,6.0,0.4,3.9
23/06/2010,05:00,285,4.4,5.1,0.9,4.2
23/06/2010,06:00,279,3.5,12.2,0.7,3.8
23/06/2010,07:00,279,3.4,13.7,0.9,5.0
23/06/2010,08:00,286,2.6,10.9,0.9,7.7
23/06/2010,09:00,157,0.7,73.9,1.5,12.4
23/06/2010,10:00,142,5.5,13.0,1.8,14.2
23/06/2010,11:00,157,5.5,17.4,1.8,15.0
23/06/2010,12:00,148,7.2,15.1,2.0,16.3
23/06/2010,13:00,138,8.1,15.4,1.6,17.1
23/06/2010,14:00,143,7.7,12.4,1.6,17.3
23/06/2010,15:00,134,7.1,18.3,2.1,16.1
23/06/2010,16:00,128,6.5,13.8,1.9,13.5
23/06/2010,17:00,140,3.0,11.2,1.3,12.7
23/06/2010,18:00,158,1.7,15.7,0.9,12.5
23/06/2010,19:00,156,2.7,11.5,1.0,12.1
23/06/2010,20:00,147,1.3,16.1,0.9,11.3
23/06/2010,21:00,158,1.3,67.7,1.6,10.5
23/06/2010,22:00,145,2.8,8.1,0.7,10.5
23/06/2010,23:00,183,1.6,17.0,0.8,9.2
24/06/2010,00:00,155,2.4,24.8,1.6,9.4
24/06/2010,01:00,144,3.1,15.4,1.1,9.9
24/06/2010,02:00,142,2.8,14.9,0.9,9.7
24/06/2010,03:00,49,1.6,21.8,0.8,8.5
24/06/2010,04:00,113,1.5,20.2,0.7,8.7
24/06/2010,05:00,99,1.1,16.9,0.6,8.1
24/06/2010,06:00,113,2.1,19.4,0.9,8.7
24/06/2010,07:00,140,1.6,18.1,1.1,10.2
24/06/2010,08:00,128,3.7,12.5,1.2,12.7
24/06/2010,09:00,140,5.1,11.8,1.1,15.0
24/06/2010,10:00,128,6.2,14.1,1.4,16.6
24/06/2010,11:00,120,6.8,14.6,1.7,17.5
24/06/2010,12:00,117,6.1,14.9,1.3,17.9
24/06/2010,13:00,118,5.1,25.1,1.4,18.5
24/06/2010,14:00,126,6.0,10.4,1.2,17.4
24/06/2010,15:00,93,4.5,22.0,1.1,17.6
24/06/2010,16:00,116,5.3,14.1,1.2,17.0
24/06/2010,17:00,119,3.0,9.1,0.9,15.1
24/06/2010,18:00,116,2.3,8.4,0.9,14.1
24/06/2010,19:00,93,0.7,26.2,0.5,12.1
24/06/2010,20:00,139,0.9,28.4,0.9,10.8
24/06/2010,21:00,,0.0,45.8,0.0,8.0
24/06/2010,22:00,280,0.2,120.7,0.3,6.7
24/06/2010,23:00,261,1.1,9.2,0.7,5.7
25/06/2010,00:00,270,1.4,14.6,0.4,6.1
25/06/2010,01:00,263,1.0,6.1,0.3,6.2
25/06/2010,02:00,265,1.5,17.0,0.7,4.5
25/06/2010,03:00,288,2.5,4.5,0.5,4.5
25/06/2010,04:00,286,2.5,4.7,0.4,3.7
25/06/2010,05:00,280,2.9,5.0,0.3,2.8
25/06/2010,06:00,289,2.6,29.8,0.4,2.3
25/06/2010,07:00,289,1.8,47.8,0.7,3.8
25/06/2010,08:00,275,3.4,7.9,0.4,7.5
25/06/2010,09:00,270,3.4,12.5,0.6,11.6
25/06/2010,10:00,189,1.8,47.4,1.1,15.7
25/06/2010,11:00,98,2.5,37.3,1.4,17.1
25/06/2010,12:00,48,2.2,34.0,1.3,18.2
25/06/2010,13:00,29,2.0,31.0,1.1,18.1
25/06/2010,14:00,50,2.7,31.6,1.0,18.3
25/06/2010,15:00,49,3.2,18.0,1.0,17.2
25/06/2010,16:00,33,2.2,11.2,0.7,16.0
25/06/2010,17:00,38,1.5,7.4,0.4,14.9
25/06/2010,18:00,29,1.2,10.0,0.3,14.1
25/06/2010,19:00,128,0.8,29.6,0.9,13.5
25/06/2010,20:00,114,2.5,7.3,0.5,13.4
25/06/2010,21:00,138,1.3,63.2,1.2,12.4
25/06/2010,22:00,273,1.5,22.9,0.8,9.3
25/06/2010,23:00,303,1.0,20.2,0.7,7.4
26/06/2010,00:00,289,1.1,6.3,0.6,6.2
26/06/2010,01:00,274,1.8,11.9,0.6,5.6
26/06/2010,02:00,286,2.2,11.8,0.6,4.9
26/06/2010,03:00,292,2.1,8.3,0.7,5.3
26/06/2010,04:00,272,1.5,6.2,1.0,4.0
26/06/2010,05:00,285,1.6,17.3,1.1,6.0
26/06/2010,06:00,,0.0,35.1,0.0,5.5
26/06/2010,07:00,,0.0,27.5,0.0,4.8
26/06/2010,08:00,289,0.1,128.2,0.1,7.8
26/06/2010,09:00,326,0.5,34.3,0.5,10.3
26/06/2010,10:00,272,0.5,63.4,0.5,12.6
26/06/2010,11:00,54,2.3,21.3,0.9,13.6
26/06/2010,12:00,101,0.9,59.6,0.9,15.8
26/06/2010,13:00,117,1.6,34.5,1.0,17.5
26/06/2010,14:00,78,2.2,24.2,0.9,18.9
26/06/2010,15:00,53,3.1,23.6,0.8,19.5
26/06/2010,16:00,90,1.7,28.0,0.6,17.2
26/06/2010,17:00,160,0.5,86.3,0.6,13.8
26/06/2010,18:00,275,0.8,7.9,0.5,11.2
26/06/2010,19:00,277,0.2,112.0,0.3,10.1
26/06/2010,20:00,272,0.3,24.5,0.6,8.5
26/06/2010,21:00,274,1.4,25.3,0.8,7.9
26/06/2010,22:00,279,1.9,8.3,0.9,8.5
26/06/2010,23:00,281,3.1,7.9,1.1,8.0
27/06/2010,00:00,306,0.5,37.1,0.6,7.6
27/06/2010,01:00,27,0.3,84.3,0.5,8.0
27/06/2010,02:00,238,0.3,76.8,0.5,7.5
27/06/2010,03:00,225,0.2,102.2,0.5,7.0
27/06/2010,04:00,,0.0,41.3,0.0,6.6
27/06/2010,05:00,327,0.5,45.5,0.7,6.8
27/06/2010,06:00,276,0.4,15.8,0.5,7.2
27/06/2010,07:00,300,1.7,16.0,1.1,8.6
27/06/2010,08:00,282,2.7,30.8,1.7,10.8
27/06/2010,09:00,277,3.9,10.1,0.6,12.6
27/06/2010,10:00,282,5.0,8.3,1.1,13.7
27/06/2010,11:00,280,6.9,7.9,1.2,14.8
27/06/2010,12:00,280,6.4,13.9,1.3,15.5
27/06/2010,13:00,283,8.7,6.9,1.3,16.7
27/06/2010,14:00,278,8.0,12.5,1.5,17.1
27/06/2010,15:00,282,9.1,6.7,1.2,16.7
27/06/2010,16:00,274,6.5,16.8,1.2,14.9
27/06/2010,17:00,274,5.5,11.1,1.2,12.3
27/06/2010,18:00,288,4.6,8.8,0.5,11.3
27/06/2010,19:00,311,2.6,13.1,1.2,10.6
27/06/2010,20:00,295,3.9,12.1,0.8,10.3
27/06/2010,21:00,284,5.2,3.8,1.0,7.2
27/06/2010,22:00,283,6.6,5.2,0.4,6.6
27/06/2010,23:00,277,6.4,8.0,0.7,5.0
28/06/2010,00:00,287,7.2,6.8,0.8,5.3
28/06/2010,01:00,287,7.5,5.0,0.8,4.7
28/06/2010,02:00,292,7.4,4.8,1.0,4.2
28/06/2010,03:00,276,7.5,6.6,0.6,2.6
28/06/2010,04:00,282,8.5,5.8,0.9,2.2
28/06/2010,05:00,284,5.6,12.4,1.9,1.1
28/06/2010,06:00,258,4.7,8.1,0.7,0.8
28/06/2010,07:00,272,5.4,11.7,1.1,2.5
28/06/2010,08:00,292,3.3,12.9,0.9,5.6
28/06/2010,09:00,293,1.5,48.4,1.0,9.1
28/06/2010,10:00,271,2.1,30.2,1.0,12.2
28/06/2010,11:00,288,1.6,49.5,1.2,14.7
28/06/2010,12:00,312,0.8,84.6,1.0,16.2
28/06/2010,13:00,335,0.2,110.0,0.9,17.4
28/06/2010,14:00,273,1.6,55.2,1.3,17.1
28/06/2010,15:00,307,2.2,26.9,1.2,16.7
28/06/2010,16:00,315,2.8,16.4,0.7,15.0
28/06/2010,17:00,332,2.8,7.3,0.8,10.0
28/06/2010,18:00,302,3.0,13.0,0.8,6.7
28/06/2010,19:00,292,4.7,6.0,0.6,6.3
28/06/2010,20:00,287,4.9,4.9,0.4,4.5
28/06/2010,21:00,289,5.3,5.2,0.5,4.4
28/06/2010,22:00,279,5.7,3.9,0.6,4.3
28/06/2010,23:00,289,6.2,4.6,0.8,5.0
29/06/2010,00:00,291,5.1,4.5,0.8,4.8
29/06/2010,01:00,288,3.4,8.8,1.7,3.9
29/06/2010,02:00,303,2.7,51.1,1.7,3.9
29/06/2010,03:00,293,1.7,58.1,1.6,2.8
29/06/2010,04:00,280,3.2,9.5,1.0,1.5
29/06/2010,05:00,283,4.2,5.6,1.1,0.8
29/06/2010,06:00,289,4.6,7.4,0.7,1.7
29/06/2010,07:00,291,4.4,10.1,1.0,3.6
29/06/2010,08:00,288,5.4,6.4,0.8,5.8
29/06/2010,09:00,286,5.0,8.7,1.2,9.1
29/06/2010,10:00,285,7.7,7.8,1.1,
29/06/2010,11:00,289,6.3,10.9,1.0,13.5
29/06/2010,12:00,301,5.8,10.6,1.0,13.6
29/06/2010,13:00,308,4.6,12.6,0.9,14.2
29/06/2010,14:00,336,3.1,16.8,0.7,14.4
29/06/2010,15:00,25,2.1,17.4,0.5,14.1
29/06/2010,16:00,32,2.0,24.3,0.6,13.1
29/06/2010,17:00,6,1.5,169.0,0.6,10.5
29/06/2010,18:00,243,1.0,46.0,0.7,6.9
29/06/2010,19:00,280,1.9,27.7,1.3,6.0
29/06/2010,20:00,318,2.7,21.2,0.8,6.2
29/06/2010,21:00,286,3.3,12.3,0.7,7.2
29/06/2010,22:00,294,4.4,8.6,0.7,7.7
29/06/2010,23:00,293,2.4,19.6,0.8,8.2
30/06/2010,00:00,288,1.7,65.3,1.4,7.8
30/06/2010,01:00,342,0.4,85.8,0.8,8.0
30/06/2010,02:00,57,0.9,148.4,0.8,7.8
30/06/2010,03:00,169,0.3,68.5,0.5,6.6
30/06/2010,04:00,253,0.3,83.7,0.7,5.9
30/06/2010,05:00,45,0.1,50.2,0.2,6.1
30/06/2010,06:00,186,0.5,32.9,0.6,7.0
30/06/2010,07:00,82,0.4,61.6,0.6,7.7
30/06/2010,08:00,109,0.5,69.7,0.7,9.2
30/06/2010,09:00,105,0.6,30.2,0.5,10.3
30/06/2010,10:00,170,0.1,88.5,0.4,11.6
30/06/2010,11:00,54,0.8,48.3,0.7,14.3
30/06/2010,12:00,47,1.6,30.7,0.8,15.3
30/06/2010,13:00,50,2.3,21.1,0.9,16.6
30/06/2010,14:00,52,2.9,24.6,0.7,17.8
30/06/2010,15:00,43,2.7,17.4,1.0,18.3
30/06/2010,16:00,283,3.8,29.7,1.2,16.4
30/06/2010,17:00,303,2.7,16.9,0.5,14.0
30/06/2010,18:00,275,4.7,11.2,1.2,12.1
30/06/2010,19:00,277,2.8,23.9,1.2,10.8
30/06/2010,20:00,285,3.2,32.4,1.1,11.2
30/06/2010,21:00,272,2.5,21.3,0.9,11.0
30/06/2010,22:00,304,4.6,4.3,0.7,10.3
30/06/2010,23:00,301,5.1,4.7,0.5,10.1
01/07/2010,00:00,279,5.4,12.8,0.6,9.1
01/07/2010,01:00,275,6.0,8.5,1.1,9.2
01/07/2010,02:00,291,5.6,4.9,0.5,9.3
01/07/2010,03:00,288,5.2,8.4,0.7,9.3
01/07/2010,04:00,266,3.9,7.2,0.7,7.9
01/07/2010,05:00,271,4.1,7.6,0.5,8.0
01/07/2010,06:00,277,3.8,4.3,0.5,7.9
01/07/2010,07:00,249,2.2,12.5,0.5,8.8
01/07/2010,08:00,251,3.6,6.0,0.8,10.3
01/07/2010,09:00,252,3.8,8.2,0.6,11.6
01/07/2010,10:00,259,3.4,10.0,0.5,12.5
01/07/2010,11:00,275,2.4,15.3,0.6,13.6
01/07/2010,12:00,281,1.9,33.3,0.8,15.0
01/07/2010,13:00,288,1.2,50.2,0.9,16.5
01/07/2010,14:00,334,0.5,143.2,0.7,17.3
01/07/2010,15:00,20,0.9,27.9,0.6,16.4
01/07/2010,16:00,355,1.2,18.2,0.4,15.1
01/07/2010,17:00,0,1.3,28.7,0.5,11.9
01/07/2010,18:00,233,1.2,39.8,0.9,10.0
01/07/2010,19:00,240,0.5,62.1,0.6,9.0
01/07/2010,20:00,250,0.5,99.4,0.7,7.9
01/07/2010,21:00,281,2.4,13.9,0.4,7.2
01/07/2010,22:00,282,2.9,9.4,0.6,7.6
01/07/2010,23:00,285,2.8,5.8,0.5,6.8
02/07/2010,00:00,282,3.6,5.9,0.5,7.1
02/07/2010,01:00,284,3.7,6.3,0.6,7.6
02/07/2010,02:00,274,2.7,7.3,0.7,7.8
02/07/2010,03:00,280,2.7,7.6,0.7,8.0
02/07/2010,04:00,292,2.2,16.5,0.4,8.0
02/07/2010,05:00,279,1.4,29.0,0.5,8.3
02/07/2010,06:00,288,1.4,19.4,0.5,8.3
02/07/2010,07:00,275,1.3,10.0,0.5,8.9
02/07/2010,08:00,279,2.4,11.5,0.4,9.4
02/07/2010,09:00,283,1.7,15.9,0.6,10.5
02/07/2010,10:00,268,2.0,13.0,0.5,11.7
02/07/2010,11:00,308,1.2,30.8,0.7,13.3
02/07/2010,12:00,323,0.8,24.4,0.8,13.8
02/07/2010,13:00,93,1.3,19.5,0.5,13.8
02/07/2010,14:00,108,0.7,21.1,0.4,13.7
02/07/2010,15:00,34,0.4,25.2,0.4,13.6
02/07/2010,16:00,8,0.2,156.8,0.2,13.3
02/07/2010,17:00,336,0.2,17.5,0.3,12.8
02/07/2010,18:00,13,0.6,6.2,0.3,12.6
