Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),PM10 (ug/m^3)
26/10/2010,22:00,75,2.9,11.4,0.6,19.4
26/10/2010,23:00,86,2.5,11.8,0.5,13.2
27/10/2010,00:00,134,1.5,44.4,0.6,17.8
27/10/2010,01:00,156,1.9,12.3,0.5,13.3
27/10/2010,02:00,151,1.7,12.4,0.4,21.4
27/10/2010,03:00,158,1.3,19.6,0.4,26.6
27/10/2010,04:00,181,1.5,17.2,0.4,24.4
27/10/2010,05:00,184,1.4,25.8,0.6,22.4
27/10/2010,06:00,166,1.3,17.2,0.4,21.5
27/10/2010,07:00,153,1.8,22.3,0.8,38.7
27/10/2010,08:00,109,2.6,26.5,0.8,22.5
27/10/2010,09:00,72,3.3,13.5,0.6,21.2
27/10/2010,10:00,50,3.4,13.0,0.6,15.8
27/10/2010,11:00,23,4.1,5.6,0.5,13.9
27/10/2010,12:00,39,5.7,8.3,0.8,16.4
27/10/2010,13:00,40,5.7,6.6,0.7,18.9
27/10/2010,14:00,40,5.7,7.0,0.7,14.5
27/10/2010,15:00,40,5.5,6.9,0.7,12.3
27/10/2010,16:00,41,5.1,7.0,0.6,15.1
27/10/2010,17:00,45,4.6,7.2,0.6,17.4
27/10/2010,18:00,53,3.9,10.0,0.7,17.2
27/10/2010,19:00,60,3.3,10.2,0.6,20.8
27/10/2010,20:00,67,3.0,14.7,0.7,20.7
27/10/2010,21:00,76,2.3,19.4,0.7,22.4
27/10/2010,22:00,64,2.8,10.2,0.6,19.5
27/10/2010,23:00,82,2.9,14.9,0.6,15.0
28/10/2010,00:00,108,2.4,27.0,0.8,25.9
28/10/2010,01:00,158,1.8,12.0,0.4,21.6
28/10/2010,02:00,149,1.9,19.6,0.5,24.9
28/10/2010,03:00,159,2.3,10.5,0.5,19.5
28/10/2010,04:00,149,2.4,15.1,0.6,26.0
28/10/2010,05:00,179,1.8,19.3,0.6,13.8
28/10/2010,06:00,165,2.1,16.8,0.7,24.5
28/10/2010,07:00,136,2.3,20.8,0.7,31.1
28/10/2010,08:00,98,2.7,22.7,0.9,28.6
28/10/2010,09:00,88,3.8,12.1,0.8,24.1
28/10/2010,10:00,72,3.8,13.6,0.7,18.9
28/10/2010,11:00,50,3.9,13.6,0.7,17.2
28/10/2010,12:00,51,4.8,9.7,0.7,24.6
28/10/2010,13:00,57,5.6,7.6,0.8,25.8
28/10/2010,14:00,50,5.4,8.1,0.7,20.4
28/10/2010,15:00,49,5.1,8.1,0.7,27.0
28/10/2010,16:00,47,4.7,9.3,0.7,11.2
28/10/2010,17:00,52,4.8,10.1,0.7,20.1
28/10/2010,18:00,62,4.1,9.1,0.6,17.9
28/10/2010,19:00,72,3.9,11.6,0.8,20.2
28/10/2010,20:00,77,3.4,11.5,0.7,20.4
28/10/2010,21:00,69,4.0,11.1,0.8,23.6
28/10/2010,22:00,74,4.0,15.4,1.0,22.7
28/10/2010,23:00,95,2.8,15.1,0.8,25.4
29/10/2010,00:00,132,2.1,32.9,0.7,29.1
29/10/2010,01:00,103,2.2,18.5,0.7,26.3
29/10/2010,02:00,119,2.0,20.3,0.6,22.4
29/10/2010,03:00,151,2.1,21.7,0.7,19.5
29/10/2010,04:00,149,2.6,10.3,0.5,26.9
29/10/2010,05:00,148,3.0,8.2,0.5,31.2
29/10/2010,06:00,127,2.2,29.7,0.9,38.1
29/10/2010,07:00,101,2.9,20.1,0.8,20.2
29/10/2010,08:00,91,3.5,17.1,0.9,20.9
29/10/2010,09:00,80,4.1,14.6,0.9,18.7
29/10/2010,10:00,74,4.1,12.4,0.8,22.1
29/10/2010,11:00,71,4.6,14.3,0.8,25.9
29/10/2010,12:00,53,4.7,12.5,0.8,31.9
29/10/2010,13:00,57,5.6,9.0,1.0,35.9
29/10/2010,14:00,61,6.4,8.2,1.0,35.6
29/10/2010,15:00,61,5.7,8.6,1.0,27.2
29/10/2010,16:00,58,4.4,10.6,0.7,27.4
29/10/2010,17:00,64,4.8,8.9,0.9,22.0
29/10/2010,18:00,75,4.4,9.9,0.8,23.6
29/10/2010,19:00,82,3.4,11.1,0.7,23.8
29/10/2010,20:00,83,3.0,12.0,0.7,21.5
29/10/2010,21:00,78,3.8,9.4,0.8,25.1
29/10/2010,22:00,78,4.1,11.7,0.8,32.3
29/10/2010,23:00,78,4.1,13.0,1.0,21.8
30/10/2010,00:00,94,2.9,35.4,1.2,33.0
30/10/2010,01:00,151,2.4,13.4,0.6,43.7
30/10/2010,02:00,153,2.6,10.4,0.4,39.4
30/10/2010,03:00,144,2.5,16.9,0.6,36.9
30/10/2010,04:00,146,2.7,15.5,0.6,38.1
30/10/2010,05:00,148,2.5,17.9,0.7,32.0
30/10/2010,06:00,159,2.5,12.6,0.6,33.5
30/10/2010,07:00,127,3.4,21.9,1.0,37.0
30/10/2010,08:00,97,4.1,19.1,1.2,25.7
30/10/2010,09:00,84,5.1,13.0,1.2,25.0
30/10/2010,10:00,74,4.5,11.1,0.8,32.9
30/10/2010,11:00,62,3.9,15.9,0.7,38.9
30/10/2010,12:00,48,4.7,12.2,0.9,27.4
30/10/2010,13:00,50,5.1,8.5,0.7,26.4
30/10/2010,14:00,48,5.0,9.3,0.7,32.4
30/10/2010,15:00,49,5.1,9.1,0.7,27.3
30/10/2010,16:00,53,4.6,9.0,0.7,27.8
30/10/2010,17:00,54,4.2,10.1,0.7,31.3
30/10/2010,18:00,60,4.0,8.2,0.7,34.0
30/10/2010,19:00,65,4.1,8.8,0.7,37.4
30/10/2010,20:00,68,4.3,9.9,0.7,41.2
30/10/2010,21:00,77,4.0,10.2,0.8,27.0
30/10/2010,22:00,73,5.0,8.5,0.8,20.3
30/10/2010,23:00,83,4.5,10.2,0.9,17.0
31/10/2010,00:00,86,4.0,8.2,0.8,15.3
31/10/2010,01:00,81,3.5,10.0,0.7,17.3
31/10/2010,02:00,144,2.3,22.3,0.7,23.7
31/10/2010,03:00,151,2.4,12.2,0.5,22.1
31/10/2010,04:00,159,2.7,11.5,0.7,17.8
31/10/2010,05:00,134,3.0,18.3,0.9,28.1
31/10/2010,06:00,135,3.2,17.8,0.9,28.5
31/10/2010,07:00,113,3.2,19.7,1.0,27.0
31/10/2010,08:00,109,3.1,18.5,1.0,27.0
31/10/2010,09:00,79,3.7,13.7,0.8,27.5
31/10/2010,10:00,62,3.5,15.9,0.7,18.7
31/10/2010,11:00,33,3.8,8.6,0.5,25.4
31/10/2010,12:00,35,5.0,8.2,0.6,18.0
31/10/2010,13:00,39,5.7,6.7,0.7,24.5
31/10/2010,14:00,43,5.7,5.7,0.7,22.6
31/10/2010,15:00,38,5.3,7.7,0.7,21.9
31/10/2010,16:00,26,5.3,6.5,0.6,19.7
31/10/2010,17:00,33,4.4,7.9,0.5,19.3
31/10/2010,18:00,39,3.6,9.9,0.6,20.5
31/10/2010,19:00,50,3.4,9.2,0.5,19.5
31/10/2010,20:00,47,3.1,10.9,0.5,16.1
31/10/2010,21:00,73,3.0,13.7,0.5,24.0
31/10/2010,22:00,85,2.1,26.2,0.7,22.8
31/10/2010,23:00,165,1.2,16.3,0.4,15.4
01/11/2010,00:00,184,1.3,13.6,0.3,16.2
01/11/2010,01:00,162,1.5,19.2,0.4,18.4
01/11/2010,02:00,155,2.0,13.2,0.5,26.7
01/11/2010,03:00,174,1.5,19.7,0.5,21.0
01/11/2010,04:00,154,2.0,27.4,0.8,24.8
01/11/2010,05:00,180,2.1,33.6,0.8,16.2
01/11/2010,06:00,176,2.4,21.5,0.7,17.2
01/11/2010,07:00,155,3.0,17.8,1.0,26.0
01/11/2010,08:00,110,2.1,40.9,0.8,19.3
01/11/2010,09:00,68,3.3,13.4,0.8,24.7
01/11/2010,10:00,47,3.3,21.4,0.7,21.3
01/11/2010,11:00,13,3.7,9.0,0.5,15.2
01/11/2010,12:00,19,4.8,167.9,0.7,15.3
01/11/2010,13:00,29,5.1,7.3,0.6,10.3
01/11/2010,14:00,38,5.7,7.5,0.8,8.3
01/11/2010,15:00,40,5.4,7.7,0.7,16.3
01/11/2010,16:00,44,5.1,7.1,0.7,11.5
01/11/2010,17:00,46,4.1,8.6,0.7,18.9
01/11/2010,18:00,34,3.0,12.6,0.5,14.5
01/11/2010,19:00,40,2.7,9.4,0.4,11.8
01/11/2010,20:00,56,2.4,17.9,0.5,8.1
01/11/2010,21:00,81,1.8,17.0,0.4,11.7
01/11/2010,22:00,126,2.0,23.2,0.5,12.8
01/11/2010,23:00,185,1.5,17.3,0.4,9.6
02/11/2010,00:00,155,2.0,16.9,0.6,9.2
02/11/2010,01:00,140,3.6,15.7,1.2,26.7
02/11/2010,02:00,162,2.3,26.0,0.7,16.1
02/11/2010,03:00,189,2.9,14.8,0.9,14.7
02/11/2010,04:00,165,2.7,25.2,0.9,17.9
02/11/2010,05:00,192,2.9,12.7,0.8,12.3
02/11/2010,06:00,184,2.9,18.9,0.8,14.3
02/11/2010,07:00,160,3.1,20.8,0.9,18.5
02/11/2010,08:00,110,2.2,37.6,0.8,23.6
02/11/2010,09:00,79,3.3,16.3,0.7,22.4
02/11/2010,10:00,44,3.4,15.0,0.7,24.5
02/11/2010,11:00,52,4.0,14.5,0.7,12.5
02/11/2010,12:00,49,4.6,12.4,0.8,25.6
02/11/2010,13:00,45,5.9,7.4,0.6,12.5
02/11/2010,14:00,45,5.3,6.6,0.6,19.5
02/11/2010,15:00,46,5.1,6.5,0.7,15.3
02/11/2010,16:00,52,4.5,12.2,0.8,18.7
02/11/2010,17:00,63,3.9,10.5,0.6,12.6
02/11/2010,18:00,79,3.7,18.3,0.7,12.3
02/11/2010,19:00,92,3.8,9.6,0.8,9.7
02/11/2010,20:00,94,4.1,11.2,0.9,15.1
02/11/2010,21:00,98,3.8,14.4,1.0,15.6
02/11/2010,22:00,119,2.7,23.0,0.8,13.6
02/11/2010,23:00,114,3.1,22.6,0.9,10.8
03/11/2010,00:00,132,3.2,16.8,0.9,9.7
03/11/2010,01:00,119,3.0,23.5,0.9,11.0
03/11/2010,02:00,106,3.1,20.7,1.0,12.2
03/11/2010,03:00,146,3.3,13.7,0.6,10.8
03/11/2010,04:00,138,3.9,15.2,1.2,13.6
03/11/2010,05:00,162,2.2,18.9,0.8,16.3
03/11/2010,06:00,161,2.5,19.4,0.8,16.8
03/11/2010,07:00,148,2.1,17.5,0.7,14.2
03/11/2010,08:00,123,3.6,20.4,1.0,13.5
03/11/2010,09:00,112,3.6,18.0,1.0,20.9
03/11/2010,10:00,105,3.3,23.5,1.0,15.9
03/11/2010,11:00,96,3.4,19.9,0.9,20.7
03/11/2010,12:00,92,4.1,11.1,0.9,11.1
03/11/2010,13:00,93,4.3,12.3,1.1,14.6
03/11/2010,14:00,93,4.3,11.7,1.1,9.4
03/11/2010,15:00,90,6.4,8.8,1.3,11.4
03/11/2010,16:00,72,5.9,11.3,0.9,25.2
03/11/2010,17:00,63,4.7,8.1,0.8,14.3
03/11/2010,18:00,157,2.4,58.3,1.4,
03/11/2010,19:00,184,3.3,19.5,1.1,4.6
03/11/2010,20:00,190,3.7,13.2,1.4,
03/11/2010,21:00,204,3.0,12.9,1.0,4.5
03/11/2010,22:00,204,4.5,10.9,1.3,
03/11/2010,23:00,184,3.8,20.7,1.3,
04/11/2010,00:00,188,3.2,16.0,1.0,1.2
04/11/2010,01:00,190,3.4,12.7,1.0,2.2
04/11/2010,02:00,188,2.6,19.5,1.0,4.5
04/11/2010,03:00,163,2.1,22.7,1.0,4.3
04/11/2010,04:00,189,1.3,23.2,0.5,5.9
04/11/2010,05:00,203,1.1,23.9,0.4,5.7
04/11/2010,06:00,252,1.4,22.3,0.4,9.4
04/11/2010,07:00,194,2.7,10.7,1.0,9.1
04/11/2010,08:00,176,3.3,23.7,1.1,5.5
04/11/2010,09:00,182,3.3,21.6,1.0,7.0
04/11/2010,10:00,165,1.9,35.6,1.1,14.1
04/11/2010,11:00,190,3.0,20.3,1.4,10.6
04/11/2010,12:00,193,4.3,12.2,1.1,6.8
04/11/2010,13:00,176,2.8,25.1,1.0,10.6
04/11/2010,14:00,136,1.9,42.8,0.8,
04/11/2010,15:00,130,2.9,25.4,0.8,11.7
04/11/2010,16:00,185,2.0,20.3,0.6,
04/11/2010,17:00,157,2.6,18.6,0.8,12.2
04/11/2010,18:00,161,1.7,31.2,0.7,13.4
04/11/2010,19:00,150,0.9,20.3,0.3,8.3
04/11/2010,20:00,165,1.3,20.9,0.5,5.1
04/11/2010,21:00,168,1.7,21.1,0.6,10.1
04/11/2010,22:00,179,1.9,20.7,0.6,11.0
04/11/2010,23:00,185,2.2,14.1,0.6,4.5
05/11/2010,00:00,173,1.9,24.0,0.8,4.8
05/11/2010,01:00,165,2.1,21.2,0.7,9.9
05/11/2010,02:00,191,2.5,11.6,0.8,3.6
05/11/2010,03:00,186,2.3,19.1,1.1,6.0
05/11/2010,04:00,164,1.2,20.2,0.3,9.8
05/11/2010,05:00,180,1.0,17.8,0.3,8.7
05/11/2010,06:00,155,2.1,14.0,0.8,12.5
05/11/2010,07:00,180,3.3,22.9,1.0,
05/11/2010,08:00,148,2.1,39.0,1.0,11.3
05/11/2010,09:00,83,2.8,25.6,0.8,8.3
05/11/2010,10:00,67,2.7,16.9,0.7,9.3
05/11/2010,11:00,41,2.8,14.6,0.6,11.6
05/11/2010,12:00,39,3.2,12.1,0.5,12.0
05/11/2010,13:00,30,3.7,13.2,0.9,12.6
05/11/2010,14:00,41,5.1,8.0,0.7,30.4
05/11/2010,15:00,41,5.5,8.8,0.7,25.6
05/11/2010,16:00,49,5.4,8.1,0.8,21.9
05/11/2010,17:00,51,5.0,9.5,0.8,17.8
05/11/2010,18:00,51,4.2,10.4,0.7,19.2
05/11/2010,19:00,64,3.7,9.0,0.6,15.3
05/11/2010,20:00,71,3.8,7.1,0.6,14.3
05/11/2010,21:00,71,4.2,8.2,0.6,14.7
05/11/2010,22:00,83,3.1,30.6,1.1,11.6
05/11/2010,23:00,157,1.9,12.9,0.5,18.6
06/11/2010,00:00,157,2.5,10.7,0.6,15.6
06/11/2010,01:00,156,2.4,10.4,0.5,16.3
06/11/2010,02:00,159,2.1,15.3,0.5,19.3
06/11/2010,03:00,172,1.5,17.4,0.4,9.9
06/11/2010,04:00,177,1.6,17.0,0.4,10.2
06/11/2010,05:00,182,1.7,15.1,0.5,13.0
06/11/2010,06:00,187,1.8,13.4,0.4,10.1
06/11/2010,07:00,147,1.5,33.3,0.5,9.5
06/11/2010,08:00,84,2.2,21.1,0.6,11.4
06/11/2010,09:00,56,3.1,14.0,0.7,19.1
06/11/2010,10:00,27,3.2,11.9,0.7,14.1
06/11/2010,11:00,37,4.8,9.3,0.8,17.7
06/11/2010,12:00,43,5.2,8.1,0.8,19.7
06/11/2010,13:00,47,5.1,9.5,0.8,17.0
06/11/2010,14:00,46,5.9,8.2,0.8,23.1
06/11/2010,15:00,46,5.8,9.7,1.0,17.6
06/11/2010,16:00,50,5.6,8.4,0.8,21.2
06/11/2010,17:00,54,5.3,10.1,0.9,18.8
06/11/2010,18:00,64,5.1,11.7,0.8,15.7
06/11/2010,19:00,77,4.5,9.3,0.9,16.1
06/11/2010,20:00,78,3.4,10.1,0.7,17.6
06/11/2010,21:00,85,3.5,10.1,0.7,11.8
06/11/2010,22:00,88,4.0,9.0,0.9,12.3
06/11/2010,23:00,125,2.6,21.7,0.9,17.1
07/11/2010,00:00,144,2.7,13.6,0.6,9.6
07/11/2010,01:00,140,2.7,11.0,0.7,10.7
07/11/2010,02:00,153,2.2,10.5,0.6,7.5
07/11/2010,03:00,150,1.9,13.3,0.4,14.8
07/11/2010,04:00,170,1.8,23.4,0.5,9.1
07/11/2010,05:00,172,1.4,17.6,0.4,13.5
07/11/2010,06:00,181,1.9,14.1,0.4,14.6
07/11/2010,07:00,175,1.7,20.8,0.5,15.3
07/11/2010,08:00,160,2.2,20.8,0.6,14.6
07/11/2010,09:00,122,2.3,23.8,0.8,16.8
07/11/2010,10:00,104,2.4,24.3,0.9,15.8
07/11/2010,11:00,85,3.4,15.9,0.9,7.3
07/11/2010,12:00,76,4.5,10.9,0.8,16.4
07/11/2010,13:00,74,4.9,9.4,0.9,21.6
07/11/2010,14:00,78,5.0,11.5,1.0,12.1
07/11/2010,15:00,84,5.5,9.2,1.2,4.3
07/11/2010,16:00,85,4.8,9.5,1.2,22.0
07/11/2010,17:00,82,3.7,9.9,0.8,19.3
07/11/2010,18:00,84,3.6,27.9,1.7,23.6
07/11/2010,19:00,157,1.3,37.7,0.6,24.4
07/11/2010,20:00,97,2.0,13.6,0.7,15.9
07/11/2010,21:00,88,2.8,10.2,0.6,13.4
07/11/2010,22:00,98,2.7,16.9,0.9,9.8
07/11/2010,23:00,114,1.8,29.2,0.8,13.9
08/11/2010,00:00,122,2.5,38.5,1.2,10.7
08/11/2010,01:00,136,2.6,23.1,1.1,9.4
08/11/2010,02:00,151,2.0,25.2,0.8,21.0
08/11/2010,03:00,138,2.6,15.8,0.9,30.0
08/11/2010,04:00,172,1.5,23.4,0.6,10.8
08/11/2010,05:00,189,1.7,18.0,0.6,93.2
08/11/2010,06:00,188,1.8,17.2,0.6,42.9
08/11/2010,07:00,162,1.9,22.7,0.7,24.9
08/11/2010,08:00,172,1.9,38.1,0.9,25.4
08/11/2010,09:00,104,3.2,21.8,1.1,27.7
08/11/2010,10:00,118,3.4,22.6,1.3,34.1
08/11/2010,11:00,102,4.1,17.6,1.3,25.5
08/11/2010,12:00,95,5.0,15.4,1.3,
08/11/2010,13:00,90,5.1,10.1,1.1,19.7
08/11/2010,14:00,88,5.2,10.7,1.2,11.6
08/11/2010,15:00,90,5.5,9.8,1.1,5.8
08/11/2010,16:00,87,6.1,9.8,1.3,19.1
08/11/2010,17:00,88,5.6,9.7,1.2,11.3
08/11/2010,18:00,99,4.4,19.1,1.7,4.2
08/11/2010,19:00,108,3.4,19.2,1.2,
08/11/2010,20:00,101,4.0,15.8,1.2,12.1
08/11/2010,21:00,115,3.2,21.1,1.1,14.3
08/11/2010,22:00,111,1.8,46.1,1.1,14.0
08/11/2010,23:00,125,1.7,38.8,1.0,14.1
09/11/2010,00:00,131,2.2,28.0,1.0,19.8
09/11/2010,01:00,158,1.8,22.0,0.6,30.0
09/11/2010,02:00,187,2.0,18.8,0.7,13.8
09/11/2010,03:00,188,2.3,15.1,0.7,19.6
09/11/2010,04:00,184,2.5,21.1,0.9,16.4
09/11/2010,05:00,190,2.3,12.2,0.6,9.3
09/11/2010,06:00,167,1.0,47.0,0.7,19.5
09/11/2010,07:00,189,3.0,18.4,1.2,13.4
09/11/2010,08:00,179,2.4,23.8,0.8,16.9
09/11/2010,09:00,149,1.9,43.1,0.9,20.9
09/11/2010,10:00,85,3.8,26.3,1.6,9.6
09/11/2010,11:00,85,3.3,29.2,1.6,9.9
09/11/2010,12:00,72,3.9,19.6,1.3,13.1
09/11/2010,13:00,53,4.6,8.4,0.7,16.6
09/11/2010,14:00,54,4.8,7.8,0.9,14.0
09/11/2010,15:00,82,3.1,46.8,1.4,17.6
09/11/2010,16:00,95,4.5,23.8,2.0,7.0
09/11/2010,17:00,93,6.3,9.7,1.4,15.4
09/11/2010,18:00,103,4.9,21.6,1.6,7.0
09/11/2010,19:00,131,3.5,18.9,1.1,6.0
09/11/2010,20:00,128,3.4,19.9,1.1,7.6
09/11/2010,21:00,133,3.6,12.6,0.9,8.2
09/11/2010,22:00,138,4.3,13.4,1.1,6.1
09/11/2010,23:00,155,3.3,12.6,0.9,4.8
10/11/2010,00:00,152,4.0,8.7,0.8,5.1
10/11/2010,01:00,165,2.5,21.3,0.8,5.8
10/11/2010,02:00,153,3.4,21.6,1.2,12.2
10/11/2010,03:00,158,2.9,17.2,1.0,8.3
10/11/2010,04:00,176,2.5,25.1,0.9,8.1
10/11/2010,05:00,164,3.2,25.8,1.9,3.5
10/11/2010,06:00,163,3.2,23.4,1.8,9.6
10/11/2010,07:00,183,1.8,41.3,1.1,7.2
10/11/2010,08:00,135,3.9,19.7,1.1,18.5
10/11/2010,09:00,136,4.1,14.8,1.0,21.8
10/11/2010,10:00,113,3.8,19.4,1.2,19.7
10/11/2010,11:00,123,3.8,21.7,1.1,21.6
10/11/2010,12:00,91,5.1,17.8,2.2,16.2
10/11/2010,13:00,97,4.8,16.1,1.5,10.7
10/11/2010,14:00,110,3.4,23.6,1.2,15.8
10/11/2010,15:00,90,5.1,12.0,1.2,17.8
10/11/2010,16:00,89,5.3,8.4,1.1,6.5
10/11/2010,17:00,91,4.8,9.7,1.0,50.2
10/11/2010,18:00,90,5.8,9.1,1.1,19.6
10/11/2010,19:00,94,4.8,11.9,1.1,21.9
10/11/2010,20:00,102,3.6,18.8,1.2,13.7
10/11/2010,21:00,123,3.6,18.8,1.0,7.5
10/11/2010,22:00,125,3.2,19.5,0.9,8.5
10/11/2010,23:00,114,3.6,19.3,1.3,9.6
11/11/2010,00:00,132,3.9,19.6,1.3,14.7
11/11/2010,01:00,129,3.7,17.7,1.1,6.0
11/11/2010,02:00,134,4.2,11.0,1.0,8.6
11/11/2010,03:00,135,3.8,10.3,1.0,7.6
11/11/2010,04:00,132,3.5,13.2,0.9,9.5
11/11/2010,05:00,139,3.8,13.4,1.1,6.6
11/11/2010,06:00,155,2.2,14.8,0.6,8.6
11/11/2010,07:00,154,2.4,14.3,0.7,15.5
11/11/2010,08:00,124,2.7,21.1,1.3,18.9
11/11/2010,09:00,135,4.9,11.9,1.3,
11/11/2010,10:00,128,4.2,15.8,1.3,10.2
11/11/2010,11:00,134,3.3,23.2,1.2,16.1
11/11/2010,12:00,121,2.5,23.4,1.0,3.8
11/11/2010,13:00,122,3.2,20.3,1.2,7.4
11/11/2010,14:00,101,3.1,19.6,1.0,7.2
11/11/2010,15:00,76,2.9,16.7,1.0,11.3
11/11/2010,16:00,75,3.0,17.7,1.0,14.2
11/11/2010,17:00,98,3.5,13.8,1.1,10.2
11/11/2010,18:00,104,3.3,16.5,1.0,26.8
11/11/2010,19:00,88,3.5,18.6,1.4,27.3
11/11/2010,20:00,88,3.0,13.5,0.9,27.8
11/11/2010,21:00,98,3.0,21.8,1.0,21.3
11/11/2010,22:00,100,3.8,16.2,1.2,17.9
11/11/2010,23:00,101,3.4,15.0,1.0,39.4
12/11/2010,00:00,106,2.8,22.6,1.2,20.8
12/11/2010,01:00,111,2.2,22.8,0.9,25.4
12/11/2010,02:00,110,2.5,24.4,0.9,27.5
12/11/2010,03:00,116,2.1,23.5,0.8,25.4
12/11/2010,04:00,133,2.5,22.6,1.0,23.5
12/11/2010,05:00,124,2.7,22.7,1.1,15.7
12/11/2010,06:00,145,2.4,22.8,1.0,17.5
12/11/2010,07:00,126,2.4,24.5,0.9,28.0
12/11/2010,08:00,133,2.1,19.5,0.9,28.6
12/11/2010,09:00,104,2.6,18.0,0.9,29.2
12/11/2010,10:00,107,2.8,21.8,0.9,24.6
12/11/2010,11:00,93,3.4,16.8,1.2,19.9
12/11/2010,12:00,97,3.5,14.3,0.9,21.4
12/11/2010,13:00,93,4.4,14.3,1.5,18.3
12/11/2010,14:00,77,5.5,9.0,0.9,10.8
12/11/2010,15:00,154,2.6,48.8,1.3,
12/11/2010,16:00,181,3.7,16.8,0.9,
12/11/2010,17:00,161,3.2,18.9,1.0,4.5
12/11/2010,18:00,127,2.5,24.0,1.0,9.7
12/11/2010,19:00,109,2.5,21.1,0.7,3.1
12/11/2010,20:00,104,3.9,17.7,1.3,2.0
12/11/2010,21:00,125,2.8,23.1,1.1,4.9
12/11/2010,22:00,166,1.5,35.1,0.7,4.6
12/11/2010,23:00,189,1.1,23.4,0.5,7.9
13/11/2010,00:00,128,2.0,22.0,0.9,10.0
13/11/2010,01:00,162,2.1,24.3,0.6,13.9
13/11/2010,02:00,188,1.7,11.7,0.6,8.3
13/11/2010,03:00,159,1.7,20.2,0.5,15.5
13/11/2010,04:00,140,2.6,14.5,0.7,28.1
13/11/2010,05:00,147,2.7,17.2,1.0,18.7
13/11/2010,06:00,138,3.0,14.3,0.8,21.2
13/11/2010,07:00,124,2.6,22.7,1.0,23.1
13/11/2010,08:00,133,2.6,21.2,0.9,22.6
13/11/2010,09:00,100,3.1,19.7,0.9,14.5
13/11/2010,10:00,91,4.2,10.0,0.9,10.7
13/11/2010,11:00,70,3.4,13.9,0.6,15.6
13/11/2010,12:00,77,4.4,13.0,0.9,13.9
13/11/2010,13:00,56,4.5,7.5,0.6,23.4
13/11/2010,14:00,75,3.9,19.3,0.7,19.8
13/11/2010,15:00,86,4.7,13.2,0.9,21.9
13/11/2010,16:00,95,3.8,13.1,1.1,21.1
13/11/2010,17:00,98,3.2,14.0,0.8,30.6
13/11/2010,18:00,106,3.2,18.8,1.1,28.4
13/11/2010,19:00,106,3.7,18.7,1.2,13.1
13/11/2010,20:00,100,3.6,16.2,1.1,21.8
13/11/2010,21:00,97,4.7,12.6,1.3,17.1
13/11/2010,22:00,95,5.0,13.7,1.5,19.1
13/11/2010,23:00,109,4.3,20.7,1.4,15.0
14/11/2010,00:00,99,3.3,19.7,1.0,15.6
14/11/2010,01:00,122,2.4,23.9,0.9,12.6
14/11/2010,02:00,135,4.1,16.3,1.2,4.8
14/11/2010,03:00,138,5.0,10.1,1.0,4.3
14/11/2010,04:00,134,2.7,27.6,1.1,12.4
14/11/2010,05:00,143,3.0,28.1,1.2,23.3
14/11/2010,06:00,125,2.4,36.3,1.1,25.5
14/11/2010,07:00,110,2.8,32.1,1.3,28.0
14/11/2010,08:00,101,3.4,23.8,1.5,31.3
14/11/2010,09:00,96,5.6,14.2,1.5,25.8
14/11/2010,10:00,99,4.0,22.1,1.6,27.5
14/11/2010,11:00,90,6.5,9.6,1.4,24.4
14/11/2010,12:00,92,6.5,14.2,1.4,18.0
14/11/2010,13:00,93,5.7,9.0,1.1,29.0
14/11/2010,14:00,93,5.1,9.8,1.0,31.5
14/11/2010,15:00,93,4.9,10.1,1.1,40.6
14/11/2010,16:00,95,4.6,10.3,1.0,37.3
14/11/2010,17:00,93,4.4,10.9,1.0,34.8
14/11/2010,18:00,96,3.8,12.3,0.9,31.7
14/11/2010,19:00,103,3.1,13.4,0.9,35.3
14/11/2010,20:00,120,2.7,21.7,0.8,32.5
14/11/2010,21:00,140,2.7,11.5,0.6,30.2
14/11/2010,22:00,136,3.6,14.3,0.9,27.2
14/11/2010,23:00,137,3.1,13.4,0.9,28.7
15/11/2010,00:00,144,3.3,15.1,0.9,27.0
15/11/2010,01:00,170,2.1,26.4,0.6,22.1
15/11/2010,02:00,232,0.8,86.1,0.8,21.7
15/11/2010,03:00,264,0.6,89.8,1.0,13.1
15/11/2010,04:00,127,2.5,26.5,0.9,13.8
15/11/2010,05:00,123,2.5,23.1,0.7,17.1
15/11/2010,06:00,138,1.5,32.7,0.8,20.6
15/11/2010,07:00,111,1.6,42.0,0.9,17.0
15/11/2010,08:00,92,3.0,16.7,0.8,18.2
15/11/2010,09:00,85,2.4,22.0,0.7,16.1
15/11/2010,10:00,84,2.3,25.4,0.8,11.1
15/11/2010,11:00,70,3.5,15.8,0.9,11.1
15/11/2010,12:00,47,3.9,10.9,0.9,6.7
15/11/2010,13:00,48,5.0,8.2,0.6,16.1
15/11/2010,14:00,51,4.2,9.5,0.6,13.7
15/11/2010,15:00,76,4.2,23.3,0.9,11.8
15/11/2010,16:00,105,3.5,16.2,1.0,17.3
15/11/2010,17:00,85,4.2,11.5,0.7,13.5
15/11/2010,18:00,101,3.3,16.0,0.9,14.9
15/11/2010,19:00,98,3.8,11.6,1.0,14.6
15/11/2010,20:00,104,3.2,15.7,0.9,21.3
15/11/2010,21:00,75,3.3,25.1,0.8,19.9
15/11/2010,22:00,118,2.6,19.8,0.8,24.9
